haloID,c_low,c_mid,c_high,n_particles,virial_r
000,5.23555233132,5.42412556001,5.63862635372,307,0.566269815
001,6.39257895495,6.73013034111,7.06772625654,307,0.566269815
002,4.82660095728,4.93324846006,5.043787434,307,0.566269815
003,6.61696334435,6.75315202182,6.92644343241,307,0.566269815
004,4.97946803063,5.15750798356,5.25335545791,307,0.566269815
005,3.71062667665,3.77198260683,3.84002181231,307,0.566269815
006,5.01550052404,5.13765110592,5.27923086009,307,0.566269815
007,4.96892691857,5.08406752689,5.20088039495,307,0.566269815
008,6.96837385415,7.17892162515,7.37310776261,307,0.566269815
009,6.89783867447,7.10884982339,7.27819539174,307,0.566269815
010,5.70452468133,5.93218385879,6.21931554311,307,0.566269815
011,7.09065303929,7.28123766387,7.47225292739,307,0.566269815
012,5.31751707833,5.46203156191,5.64013163949,307,0.566269815
013,6.43603436629,6.66198666173,6.97116778511,307,0.566269815
014,7.07644684039,7.25336046242,7.44903873398,307,0.566269815
015,6.74229717724,7.07312586975,7.3373717314,307,0.566269815
016,5.93201603112,6.3164974187,6.5816226959,307,0.566269815
017,6.23910353396,6.49441995911,6.64162843661,307,0.566269815
018,5.8307660958,5.9443186876,6.08700850111,307,0.566269815
019,7.32612545038,7.62714249381,7.80772575013,307,0.566269815
020,6.05786776461,6.20679723534,6.3451469795,307,0.566269815
021,5.97041465741,6.17015924998,6.31621921563,307,0.566269815
022,6.24950480977,6.48359887455,6.70446343883,307,0.566269815
023,5.24474539633,5.36816443344,5.46163219232,307,0.566269815
024,6.91372214026,7.14523249597,7.34172408633,307,0.566269815
025,7.2061483577,7.56131287354,7.85309053399,307,0.566269815
026,5.24124192989,5.41618148931,5.58028425072,307,0.566269815
027,4.80004356799,4.9234655853,5.01257151692,307,0.566269815
028,5.85478326015,6.02525525535,6.22297950054,307,0.566269815
029,6.12370941047,6.3679665258,6.53392120264,307,0.566269815
030,7.36923737645,7.56575391958,7.81733877982,307,0.566269815
031,4.20765805225,4.37844020996,4.69394258366,307,0.566269815
032,5.07457366398,5.19323003868,5.34190609227,307,0.566269815
033,6.66987144365,6.76758295638,7.03369613024,307,0.566269815
034,4.74599224885,4.89310720379,5.04292004459,307,0.566269815
035,5.47663021064,5.62405705525,5.81106759842,307,0.566269815
036,5.18976622351,5.36240012455,5.57305576788,307,0.566269815
037,5.88668422901,6.04487301547,6.26448544742,307,0.566269815
038,4.85749059022,4.94030145014,5.03049388692,307,0.566269815
039,7.32563350521,7.46790845977,7.74332005945,307,0.566269815
040,5.52349053057,5.66476039925,5.78294010976,307,0.566269815
041,4.54359376561,4.65758452131,4.81746125285,307,0.566269815
042,6.29276101021,6.52104590239,6.83245002318,307,0.566269815
043,6.93908537669,7.15900861438,7.26454972564,307,0.566269815
044,5.28773364178,5.40376255703,5.54830331603,307,0.566269815
045,6.68320625326,6.87758163214,7.0527812428,307,0.566269815
046,6.09492091649,6.26396831027,6.42215041392,307,0.566269815
047,4.85565740345,4.96925100558,5.09624639993,307,0.566269815
048,7.29690808566,7.4441168233,7.60754527403,307,0.566269815
049,5.00194935621,5.09935179359,5.21947117618,307,0.566269815
050,4.61162056268,4.67258364254,4.75283425565,307,0.566269815
051,5.52835357957,5.62982987794,5.79217075842,307,0.566269815
052,5.51385717645,5.65512022086,5.79610182259,307,0.566269815
053,3.99542739307,4.08227696767,4.19163948473,307,0.566269815
054,6.29017545842,6.47622617963,6.72087759265,307,0.566269815
055,5.46828438852,5.60548364075,5.78936377781,307,0.566269815
056,8.10988350833,8.34640111141,8.60479128636,307,0.566269815
057,6.11712211353,6.33721959797,6.54594557705,307,0.566269815
058,5.34577340116,5.52608368651,5.74257499209,307,0.566269815
059,6.57416849766,6.77471517626,7.03639398687,307,0.566269815
060,5.34572767389,5.4636964897,5.59948969774,307,0.566269815
061,5.67122131899,5.77916466238,5.89205119971,307,0.566269815
062,5.34212046355,5.49151845433,5.61406769308,307,0.566269815
063,5.43099845154,5.70989435869,5.94051638776,307,0.566269815
064,5.78212995423,6.01665502984,6.22924278544,307,0.566269815
065,6.2583283005,6.44844940598,6.61631044306,307,0.566269815
066,5.0181948995,5.08482833773,5.21757864515,307,0.566269815
067,5.9638952122,6.22668776567,6.43825380542,307,0.566269815
068,5.85070494646,6.01662862915,6.15948846567,307,0.566269815
069,6.12872303874,6.35091111835,6.51145128347,307,0.566269815
070,4.65337242831,4.78345758593,4.88951671433,307,0.566269815
071,6.34630998661,6.60189528226,6.82552746365,307,0.566269815
072,6.232256139,6.40692984971,6.60300300093,307,0.566269815
073,5.87596623936,6.04399779154,6.23360559142,307,0.566269815
074,7.00757879789,7.28289943004,7.52160964191,307,0.566269815
075,5.47636110929,5.58818018397,5.747275657,307,0.566269815
076,5.14320735206,5.23596341835,5.3332117685,307,0.566269815
077,5.23149412819,5.36168691148,5.54705644608,307,0.566269815
078,6.5196401736,6.67809328027,6.86582779846,307,0.566269815
079,4.9426233449,5.12346592504,5.33252244185,307,0.566269815
080,8.29640080052,8.56611972334,8.92973293816,307,0.566269815
081,5.96326061601,6.15399837979,6.34493704046,307,0.566269815
082,4.50425518183,4.7440840652,4.9401632319,307,0.566269815
083,4.73845873228,4.85814524307,4.97192482581,307,0.566269815
084,7.94027522314,8.16729388564,8.55702618571,307,0.566269815
