#npart f_downsample c_low c_med c_up c_vel
246 1000.0 7.44574492601 7.55361534365 7.66338259539 9.45534283471
246 1000.0 9.28132512932 9.38782774033 9.50680331048 10.3094217724
246 1000.0 13.2350911806 13.4123777841 13.5754882432 17.5293817725
246 1000.0 9.98654939947 10.1318864467 10.2360904488 13.4723418636
246 1000.0 5.92615101552 6.01907323675 6.09209104264 6.11530274776
246 1000.0 5.68537334799 5.77073501438 5.85584889677 6.66939006055
246 1000.0 9.47565065693 9.62932337179 9.74656162253 12.5431455504
246 1000.0 8.26487787385 8.41322173749 8.53232525538 9.85265723122
246 1000.0 4.56645988861 4.63047283654 4.67918854932 5.32584193714
246 1000.0 7.56420385662 7.69336373748 7.81414020089 9.84132067506
246 1000.0 5.60539601789 5.68797371662 5.73653689759 6.07923863918
246 1000.0 8.90787032703 9.01141954729 9.12338448881 9.88790642884
246 1000.0 6.92882861219 7.01616783611 7.10029470391 7.90561800875
246 1000.0 8.55730570022 8.69039149081 8.81634365386 10.0993694984
246 1000.0 9.92806100295 10.0447975933 10.1779154644 11.0728032452
246 1000.0 7.95567146694 8.0599599376 8.16261356225 9.38728754991
246 1000.0 8.8414557518 8.93573477269 9.04765476989 8.64804079314
246 1000.0 7.36973179709 7.4754169889 7.56030216056 9.79032982684
246 1000.0 6.44892456721 6.51467782692 6.61295922539 7.2679165012
246 1000.0 8.65923348387 8.75560413 8.8746350238 10.0731054468
246 1000.0 6.7163935427 6.78835943758 6.86963795628 7.94256211815
246 1000.0 8.46181313591 8.56272495186 8.64151029426 11.3036821832
246 1000.0 7.11863447862 7.20291213212 7.27360819909 7.93289199831
246 1000.0 6.11649485342 6.18911866844 6.24172448505 6.41389128708
246 1000.0 7.85254854079 7.94985627956 8.06803682632 7.68042140423
246 1000.0 5.83737185987 5.91439281722 5.99348420803 7.37058612475
246 1000.0 6.98806519069 7.07599315295 7.18229997459 7.90340071269
246 1000.0 6.29559766514 6.37908210515 6.47219441924 6.04167278475
246 1000.0 6.33404990639 6.42352885911 6.49590659979 6.36066619244
246 1000.0 8.95364785059 9.06670243015 9.18625671848 10.3713419102
246 1000.0 8.62418696445 8.76029943301 8.86332608017 9.49346422527
246 1000.0 9.31362545379 9.43587574042 9.53373011373 10.8717162535
246 1000.0 5.94269141489 6.00962236759 6.07038903227 6.76729953873
246 1000.0 7.3361677756 7.42855096884 7.53243689164 8.84973847124
246 1000.0 8.6942414557 8.80829727155 8.92026768142 13.5593037736
246 1000.0 5.62348373565 5.67724279976 5.73599691009 6.8093322259
246 1000.0 9.33803992813 9.45457050383 9.59526466293 10.0186909984
246 1000.0 6.75386276698 6.84912836838 6.94099128358 7.34463432161
246 1000.0 8.03421834031 8.11701803376 8.21121444278 8.91990115389
246 1000.0 6.11720557306 6.22308223579 6.30941528234 10.0609124474
246 1000.0 10.2021271143 10.3138296341 10.4430053397 11.5744869685
246 1000.0 6.37610177521 6.46632817088 6.54087774048 6.99828051396
246 1000.0 7.23780476318 7.363823557 7.43944126039 8.43435577134
246 1000.0 9.68884643199 9.82074156886 9.91657679784 11.9118005543
246 1000.0 8.15606587052 8.26722105892 8.38696201977 8.72752422035
246 1000.0 8.43546329574 8.5434358395 8.6400931301 10.5963002031
246 1000.0 8.2506004049 8.35241877402 8.43219787504 9.71919697035
246 1000.0 5.39745985878 5.46309846149 5.52044701028 7.21717635644
246 1000.0 10.5765099888 10.7885453538 10.8781721143 11.884954143
246 1000.0 7.59622784083 7.70024864452 7.79905757392 8.97676891392
246 1000.0 11.6189245327 11.7687974665 11.9127448327 14.8483049688
246 1000.0 7.50638625834 7.62147906179 7.70536490434 8.67250109806
246 1000.0 6.75777484373 6.83117499839 6.90250306705 8.72705396585
246 1000.0 6.82318860009 6.89918324655 6.98538735908 9.07206111215
246 1000.0 8.32248383989 8.4179474194 8.52188472712 10.1848627115
246 1000.0 10.2510930368 10.3608431655 10.5098268107 13.3048950095
246 1000.0 8.40837184242 8.52546993757 8.63066205325 9.83448276964
246 1000.0 6.42855436244 6.51764982359 6.61042401551 6.63298623695
246 1000.0 6.02859383118 6.11076227583 6.18459708565 6.06760028081
246 1000.0 6.15931144826 6.28236396703 6.35435467238 7.45600834006
246 1000.0 8.50095169827 8.60992062907 8.69196900268 9.57585704406
246 1000.0 9.31992647272 9.46101140626 9.55988776384 9.29996671741
246 1000.0 13.511516356 13.6964194303 13.8622595244 14.8308744787
246 1000.0 8.91602582756 9.03577519403 9.12878967593 11.4649069801
246 1000.0 6.97011571691 7.07951106385 7.16411978597 8.41880373008
246 1000.0 7.86305823311 7.96828539998 8.05132640577 9.55710358037
246 1000.0 6.41224174081 6.50822015998 6.59148051128 8.48133036695
246 1000.0 6.47471978366 6.54785679945 6.63006898179 6.70900005602
246 1000.0 8.08356446961 8.20194932734 8.3377708914 10.5205367352
246 1000.0 7.37373818955 7.4769262408 7.57965627202 6.96119382504
246 1000.0 9.51621795319 9.6537315044 9.74766901913 10.6450346773
246 1000.0 7.77688293921 7.86399801853 7.9575734248 7.31480541539
246 1000.0 7.04160046428 7.16140658882 7.25171961783 7.21826845412
246 1000.0 7.31301318436 7.40928848143 7.53373633386 6.86159327819
246 1000.0 7.87489751121 7.99922061252 8.08492785619 8.1138098393
246 1000.0 9.58844938806 9.72990808903 9.81976440937 9.92439446457
246 1000.0 9.57934909124 9.70416307961 9.81148716125 10.2914021788
246 1000.0 8.65672534217 8.7518354836 8.83433777184 10.7620388772
246 1000.0 10.4943186085 10.6511733339 10.8104397516 18.6644975985
246 1000.0 9.71080557543 9.84083676463 9.96654069614 14.9291332888
246 1000.0 7.60025276856 7.686502845 7.78052479978 9.05874707573
246 1000.0 7.67999355272 7.75755464623 7.8695715539 9.64133727548
246 1000.0 7.10310399183 7.19266893745 7.2675173303 7.91165229223
246 1000.0 6.68222794267 6.77092401649 6.86750047256 7.43611978385
246 1000.0 9.37540015696 9.49719525492 9.6133579926 11.1251352827
246 1000.0 9.47686487456 9.58682834607 9.68797822992 11.1512435498
246 1000.0 7.67321539237 7.75683373355 7.85652441 11.5838220092
246 1000.0 5.91722350383 6.01009720657 6.05357950017 7.10990015036
246 1000.0 7.21986059482 7.31295305798 7.40331774105 6.75838287883
246 1000.0 7.06266870325 7.14223786616 7.22983955171 8.45597543387
246 1000.0 5.71699632849 5.79283350749 5.85453750484 6.43487711502
246 1000.0 7.72120464742 7.85182169397 7.99091895667 9.28331499695
246 1000.0 9.22703182879 9.34229456936 9.44023816195 9.74637111158
246 1000.0 6.0458917874 6.1125758868 6.17922058512 8.43245188633
246 1000.0 7.02070565 7.14479710464 7.24295899677 8.42390537697
246 1000.0 6.74122069143 6.83202452237 6.90287627907 8.01749015778
246 1000.0 8.26866371174 8.35820005595 8.43928306687 8.84765012124
246 1000.0 5.60324758016 5.6710936516 5.74291294563 6.82110288257
246 1000.0 7.87098303241 7.97381387006 8.04659000798 10.2499137325
246 1000.0 5.81104884849 5.89330238861 5.97821703901 6.31410110502
530 464.158883361 7.08691208077 7.13205234857 7.15515708559 7.36212135272
530 464.158883361 8.48285513649 8.52639249963 8.57275880724 8.22293130003
530 464.158883361 9.0455857764 9.09957702497 9.15931967187 9.92121076263
530 464.158883361 6.82955713782 6.86826883088 6.90473216923 7.37467458128
530 464.158883361 8.24513070813 8.29704205272 8.33508982997 8.48541607892
530 464.158883361 6.91761631203 6.96339937878 7.00597826494 6.80125455374
530 464.158883361 8.50511445522 8.57751116907 8.64026569271 8.9887049162
530 464.158883361 8.97550743508 9.03651497808 9.0754285232 9.39799220032
530 464.158883361 7.5475737279 7.59122339142 7.63278121675 7.56654237976
530 464.158883361 6.62735182287 6.65343110965 6.69569901252 7.09102352924
530 464.158883361 7.71589088746 7.75791679869 7.79129054484 8.22385744179
530 464.158883361 7.02921999895 7.06502648728 7.112312037 7.33449296485
530 464.158883361 6.54960482554 6.59413209762 6.64489313574 6.45917757265
530 464.158883361 9.48553540413 9.5475492688 9.59898608262 10.1041602
530 464.158883361 7.47386699128 7.51782357137 7.55221181612 8.36090806437
530 464.158883361 8.0494557676 8.09615353834 8.12826110911 9.46576778947
530 464.158883361 11.0013673888 11.0875970241 11.1516677108 12.7343998648
530 464.158883361 7.75461916297 7.80137039053 7.8623358928 7.56804322621
530 464.158883361 7.60659601607 7.64946588239 7.70199278896 8.26513376068
530 464.158883361 5.97138193148 6.00656863693 6.03730187134 7.28942999616
530 464.158883361 8.56118843201 8.62122842549 8.67408657085 9.72687891043
530 464.158883361 7.38060465768 7.42154761038 7.46052698418 8.92464779797
530 464.158883361 6.30863751078 6.35018488727 6.38335293628 6.8035091486
530 464.158883361 6.96195866665 7.00775028986 7.04737088057 7.28331272585
530 464.158883361 8.88228919523 8.92822617159 8.97796154609 10.4289015254
530 464.158883361 7.28145160218 7.32768331328 7.36339166421 6.94582071101
530 464.158883361 6.12138487863 6.1645396103 6.19881279923 6.86599847063
530 464.158883361 6.34652632201 6.39286230707 6.44121469375 6.73883775846
530 464.158883361 7.72154852715 7.77306258876 7.80094377813 8.71562059869
530 464.158883361 5.89100627415 5.9275946225 5.96443255224 6.10472925293
530 464.158883361 9.04233184965 9.09831661626 9.14163971063 10.0730541523
530 464.158883361 7.40637403758 7.45146992816 7.4980137214 6.49804170163
530 464.158883361 7.55860431152 7.60717380186 7.6411824047 7.67492997671
530 464.158883361 8.68476894 8.72577568031 8.78136673345 9.75491077635
530 464.158883361 9.01405219463 9.07515740147 9.12950012274 9.3459069913
530 464.158883361 8.40281763217 8.44429809784 8.50694595543 8.58758623895
530 464.158883361 9.23215624493 9.29288032321 9.33427607299 9.7585633216
530 464.158883361 8.43376794943 8.47949285514 8.52280616394 8.5938893406
530 464.158883361 9.56581089292 9.61901137977 9.68904687332 9.12937373236
530 464.158883361 9.0666297678 9.12324049825 9.18801548627 9.41873756149
530 464.158883361 7.61321091351 7.66186054365 7.70387866886 9.38841129065
530 464.158883361 8.29158211595 8.33775304206 8.38131646162 8.53989573172
530 464.158883361 6.91048352582 6.9402526535 6.96942654457 7.31133292536
530 464.158883361 8.28081034755 8.3321298976 8.37869158 8.11744623892
530 464.158883361 7.8948385267 7.93851730756 7.98276953931 8.45294782222
530 464.158883361 9.01454777703 9.07015769763 9.11043623359 10.0878757072
530 464.158883361 9.58519069937 9.64521627154 9.70241789137 9.94352998291
530 464.158883361 8.79375562579 8.85017930242 8.90399477612 9.82456100858
530 464.158883361 8.77493265632 8.83390169313 8.87187248891 10.3202779683
530 464.158883361 8.0704009493 8.11925658862 8.17606244003 8.48341565795
530 464.158883361 7.75346300319 7.80734280677 7.85554892314 8.45075469158
530 464.158883361 7.16561133668 7.21659552667 7.25836582716 7.25878418452
530 464.158883361 7.40161238301 7.43828221737 7.48404178612 7.4979684778
530 464.158883361 6.4544355405 6.50342266786 6.54532753287 7.56297854229
530 464.158883361 8.27785602009 8.34995900446 8.40421304964 7.66106760415
530 464.158883361 9.99584041558 10.0404618487 10.0973035264 12.1271037362
530 464.158883361 9.23704352648 9.29183588511 9.35811151082 10.1340828691
530 464.158883361 7.33585622571 7.3793959823 7.42606487335 6.93469155269
530 464.158883361 8.43238323702 8.49214012859 8.53937638953 8.22899637838
530 464.158883361 9.47326274419 9.53405166672 9.57452100597 9.73911853072
530 464.158883361 8.91027634058 8.96383339269 9.00805182345 10.0895735312
530 464.158883361 7.86564255147 7.90692521842 7.9485921396 7.56374851052
530 464.158883361 6.4241944037 6.47453035104 6.50685318406 7.90076406028
530 464.158883361 6.99220210735 7.03573434366 7.0654079615 8.12543009688
530 464.158883361 9.35504635448 9.44129082151 9.49192122905 9.23265257656
530 464.158883361 7.22432124616 7.25640944583 7.30204070931 7.15860166122
530 464.158883361 10.2828914861 10.3611436129 10.4127343777 10.5208659006
530 464.158883361 7.29815496798 7.3502015738 7.39337492815 8.84904511529
530 464.158883361 7.31139157652 7.3695184883 7.41067759169 8.73712826082
530 464.158883361 8.13067196118 8.16843092089 8.21102633516 8.0159324619
530 464.158883361 7.86940237626 7.91668368716 7.97037998254 7.70257899082
530 464.158883361 7.68839846338 7.74141083665 7.784421067 8.56647769984
530 464.158883361 7.23326211938 7.28623229268 7.32208859077 7.53119618679
530 464.158883361 7.63640393498 7.69866931414 7.73781472202 7.98215201315
530 464.158883361 6.5402647454 6.59345041398 6.63257920039 6.47587643811
530 464.158883361 5.73614574022 5.77320082636 5.80186825581 6.07205649393
530 464.158883361 7.48560686306 7.53885717147 7.58057737489 8.14739162932
530 464.158883361 6.25347885956 6.28606522859 6.32609626468 6.71871423047
530 464.158883361 8.41220973226 8.45748623851 8.50298300101 8.14292579178
530 464.158883361 9.79457334154 9.85817618389 9.91520279928 11.0415137946
530 464.158883361 8.50511503808 8.56262705903 8.60129343696 8.48320023782
530 464.158883361 8.15152513028 8.19565457269 8.2280189236 8.02606082102
530 464.158883361 8.13609378002 8.18898957415 8.25501075867 8.99467163889
530 464.158883361 7.84583775362 7.89762765986 7.93631176913 8.86534079021
530 464.158883361 6.64587744052 6.69546298955 6.72380218314 6.89432644023
530 464.158883361 8.91462369238 8.9855154988 9.04248667935 10.2632505776
530 464.158883361 7.77477733494 7.81206256798 7.85492886987 9.20419932028
530 464.158883361 10.1155344318 10.188463032 10.2391356724 10.7575770156
530 464.158883361 8.98853821053 9.03432607984 9.09341698405 9.7347667464
530 464.158883361 9.72627360319 9.76697434038 9.820740307 9.22450360137
530 464.158883361 9.54862919528 9.59853774639 9.648492045 9.84513720152
530 464.158883361 9.53863656395 9.58642049065 9.62832997545 9.25282812845
530 464.158883361 7.64628043966 7.68348313969 7.71848908428 7.48106796028
530 464.158883361 7.29094554582 7.34236011853 7.38208758617 7.74095160112
530 464.158883361 8.18680589443 8.22673955949 8.27328337059 8.63622802338
530 464.158883361 8.35281181633 8.4079387871 8.45303250746 9.10364095314
