haloID,c,n_particles,virial_r
000,5.46129869119,403,0.618945062
001,4.69116817321,403,0.618945062
002,7.35923171342,403,0.618945062
003,5.05527836488,403,0.618945062
004,5.79621954063,403,0.618945062
005,4.88332720586,403,0.618945062
006,4.00881682002,403,0.618945062
007,6.88887800423,403,0.618945062
008,6.31210987885,403,0.618945062
009,3.67387357466,403,0.618945062
010,5.32464018668,403,0.618945062
011,4.57231059695,403,0.618945062
012,4.64235537834,403,0.618945062
013,6.14683882123,403,0.618945062
014,3.62087748272,403,0.618945062
015,4.22784979653,403,0.618945062
016,4.20501444485,403,0.618945062
017,4.5030518371,403,0.618945062
018,3.85234731049,403,0.618945062
019,6.25262452061,403,0.618945062
020,5.26641540381,403,0.618945062
021,4.79764655072,403,0.618945062
022,5.4577409636,403,0.618945062
023,5.90936263552,403,0.618945062
024,4.77980132705,403,0.618945062
025,4.78230530003,403,0.618945062
026,5.6667775052,403,0.618945062
027,5.0932315814,403,0.618945062
028,4.70395750006,403,0.618945062
029,4.71365388032,403,0.618945062
030,3.84897643365,403,0.618945062
031,4.45205625671,403,0.618945062
032,6.64871740689,403,0.618945062
033,4.83792056081,403,0.618945062
034,4.82342312845,403,0.618945062
035,6.16105925373,403,0.618945062
036,5.93234455859,403,0.618945062
037,6.60911260865,403,0.618945062
038,5.74768409653,403,0.618945062
039,6.3216464287,403,0.618945062
040,4.22527426446,403,0.618945062
041,4.94572931595,403,0.618945062
042,6.75969306525,403,0.618945062
043,4.19336051696,403,0.618945062
044,3.89534241117,403,0.618945062
045,4.2665291308,403,0.618945062
046,4.77662229836,403,0.618945062
047,6.03090863739,403,0.618945062
048,3.78576499419,403,0.618945062
049,5.22162257468,403,0.618945062
050,4.81964544293,403,0.618945062
051,4.76731885947,403,0.618945062
052,5.79267484025,403,0.618945062
053,5.39240991405,403,0.618945062
054,5.21333618507,403,0.618945062
055,6.85158036021,403,0.618945062
056,5.59417764057,403,0.618945062
057,5.71740582693,403,0.618945062
058,4.31139539644,403,0.618945062
059,6.1167658443,403,0.618945062
060,5.97144143726,403,0.618945062
061,4.52741597608,403,0.618945062
062,6.64689008279,403,0.618945062
063,4.08394129791,403,0.618945062
064,5.21645465879,403,0.618945062
065,6.19722517497,403,0.618945062
066,5.33793153523,403,0.618945062
067,4.07655095851,403,0.618945062
068,5.9357824116,403,0.618945062
069,5.66830298411,403,0.618945062
070,6.8103803125,403,0.618945062
071,5.84695089788,403,0.618945062
072,4.97450148566,403,0.618945062
073,8.16169755361,403,0.618945062
074,5.49619304982,403,0.618945062
075,4.64949766492,403,0.618945062
076,5.08572031669,403,0.618945062
077,4.34848006461,403,0.618945062
078,5.83909546968,403,0.618945062
079,4.76164466409,403,0.618945062
080,5.75075264471,403,0.618945062
081,5.01738954171,403,0.618945062
082,4.80116655085,403,0.618945062
083,4.8918166483,403,0.618945062
084,5.31090169053,403,0.618945062
085,4.24995380516,403,0.618945062
086,5.65114538762,403,0.618945062
087,5.02775338297,403,0.618945062
088,5.32150697441,403,0.618945062
089,4.85925115239,403,0.618945062
090,5.18881499171,403,0.618945062
091,4.33127848681,403,0.618945062
092,5.44334757861,403,0.618945062
093,5.2452163801,403,0.618945062
094,4.97140088512,403,0.618945062
095,6.4310422285,403,0.618945062
096,5.28640672769,403,0.618945062
097,5.58870462877,403,0.618945062
098,4.35813481528,403,0.618945062
099,6.96263823311,403,0.618945062
100,4.83450503611,877,0.618945062
101,5.24407033719,877,0.618945062
102,4.66164780295,877,0.618945062
103,4.78431021065,877,0.618945062
104,5.38277498124,877,0.618945062
105,5.58932083216,877,0.618945062
106,4.38438747062,877,0.618945062
107,5.18259282858,877,0.618945062
108,5.70347040774,877,0.618945062
109,6.1871908376,877,0.618945062
110,4.39902725998,877,0.618945062
111,4.8492616937,877,0.618945062
112,5.81913304153,877,0.618945062
113,4.91633400983,877,0.618945062
114,5.54240545454,877,0.618945062
115,6.16445347773,877,0.618945062
116,5.33615814446,877,0.618945062
117,4.57886632832,877,0.618945062
118,4.9316615818,877,0.618945062
119,4.82668847273,877,0.618945062
120,5.06567050911,877,0.618945062
121,6.00318483405,877,0.618945062
122,4.41282785795,877,0.618945062
123,5.21392869149,877,0.618945062
124,4.40162079387,877,0.618945062
125,5.04284476027,877,0.618945062
126,5.45423603798,877,0.618945062
127,5.57774813312,877,0.618945062
128,5.38552667222,877,0.618945062
129,4.20592507796,877,0.618945062
130,5.88225808349,877,0.618945062
131,4.80461319599,877,0.618945062
132,5.70988307731,877,0.618945062
133,4.8258806343,877,0.618945062
134,5.06026568507,877,0.618945062
135,4.7108482231,877,0.618945062
136,4.64267605709,877,0.618945062
137,4.75636145658,877,0.618945062
138,4.90446760538,877,0.618945062
139,5.119518068,877,0.618945062
140,5.25776636144,877,0.618945062
141,5.91046472667,877,0.618945062
142,4.66149208426,877,0.618945062
143,5.31570458138,877,0.618945062
144,4.84385755666,877,0.618945062
145,4.8645935405,877,0.618945062
146,4.89397582109,877,0.618945062
147,5.25546325997,877,0.618945062
148,4.7278641757,877,0.618945062
149,5.51118038338,877,0.618945062
150,5.40540541607,877,0.618945062
151,4.89456207086,877,0.618945062
152,4.74315937426,877,0.618945062
153,5.54346891597,877,0.618945062
154,4.64913178881,877,0.618945062
155,5.75774589106,877,0.618945062
156,5.32530373079,877,0.618945062
157,5.338192476,877,0.618945062
158,5.44477110695,877,0.618945062
159,4.78226523843,877,0.618945062
160,5.25918550701,877,0.618945062
161,4.46508333703,877,0.618945062
162,4.86450593331,877,0.618945062
163,5.44201792725,877,0.618945062
164,5.13979766492,877,0.618945062
165,5.86459962837,877,0.618945062
166,4.79969134609,877,0.618945062
167,5.13005406673,877,0.618945062
168,5.72596040841,877,0.618945062
169,5.05777940479,877,0.618945062
170,3.81715219101,877,0.618945062
171,4.91642850342,877,0.618945062
172,5.37868307889,877,0.618945062
173,5.18954631665,877,0.618945062
174,4.62410584413,877,0.618945062
175,5.37203344308,877,0.618945062
176,4.71651656939,877,0.618945062
177,4.45514948378,877,0.618945062
178,4.51374592128,877,0.618945062
179,4.63712584644,877,0.618945062
180,5.67133486628,877,0.618945062
181,4.44111784598,877,0.618945062
182,4.2084638725,877,0.618945062
183,5.73883480486,877,0.618945062
184,4.69696460134,877,0.618945062
185,5.24309894615,877,0.618945062
186,5.56403496963,877,0.618945062
187,5.77974530105,877,0.618945062
188,4.34629614017,877,0.618945062
189,5.2676648469,877,0.618945062
190,4.52066012246,877,0.618945062
191,5.71195347752,877,0.618945062
192,4.77965183561,877,0.618945062
193,4.44049241056,877,0.618945062
194,4.64113269391,877,0.618945062
195,5.67204834623,877,0.618945062
196,4.74036561694,877,0.618945062
197,5.397226685,877,0.618945062
198,4.97941078337,877,0.618945062
199,5.21615965163,877,0.618945062
200,4.87080354584,1878,0.618945062
201,4.90784167761,1878,0.618945062
202,4.02536460805,1878,0.618945062
203,4.59465019492,1878,0.618945062
