haloID,c,n_particles,virial_r
000,6.1547334511,372,0.602686644
001,5.01412196189,372,0.602686644
002,5.27887007017,372,0.602686644
003,4.81048135095,372,0.602686644
004,5.04016981658,372,0.602686644
005,4.56979153083,372,0.602686644
006,3.68129559651,372,0.602686644
007,5.45008903144,372,0.602686644
008,5.49381512449,372,0.602686644
009,4.84912387085,372,0.602686644
010,5.37162140809,372,0.602686644
011,5.21738948472,372,0.602686644
012,6.88568784567,372,0.602686644
013,4.87016650485,372,0.602686644
014,4.63387664626,372,0.602686644
015,5.6104145839,372,0.602686644
016,5.12813919316,372,0.602686644
017,5.77791717854,372,0.602686644
018,7.24403102285,372,0.602686644
019,5.45044000958,372,0.602686644
020,6.05038708593,372,0.602686644
021,6.70362313077,372,0.602686644
022,5.12958050861,372,0.602686644
023,7.14753775066,372,0.602686644
024,4.50426174126,372,0.602686644
025,4.52328884181,372,0.602686644
026,6.56471186008,372,0.602686644
027,4.35073872666,372,0.602686644
028,4.24871608414,372,0.602686644
029,5.55304123918,372,0.602686644
030,5.02724919075,372,0.602686644
031,6.23241137053,372,0.602686644
032,4.86418781358,372,0.602686644
033,4.84167353065,372,0.602686644
034,3.69413516101,372,0.602686644
035,5.49409118045,372,0.602686644
036,6.76970078864,372,0.602686644
037,5.68774267158,372,0.602686644
038,6.04843638707,372,0.602686644
039,4.02494946062,372,0.602686644
040,4.5598828678,372,0.602686644
041,5.69920493334,372,0.602686644
042,5.2197490028,372,0.602686644
043,6.2450417493,372,0.602686644
044,4.26451768376,372,0.602686644
045,5.44391744485,372,0.602686644
046,4.01452757662,372,0.602686644
047,5.14448770009,372,0.602686644
048,5.53128166222,372,0.602686644
049,5.7404248833,372,0.602686644
050,4.49474702278,372,0.602686644
051,5.04182157246,372,0.602686644
052,7.03886646378,372,0.602686644
053,6.80519322342,372,0.602686644
054,5.61629027882,372,0.602686644
055,5.0899053206,372,0.602686644
056,6.1324995337,372,0.602686644
057,5.94807718449,372,0.602686644
058,6.0780143765,372,0.602686644
059,6.6373430707,372,0.602686644
060,5.2873848443,372,0.602686644
061,4.3059911348,372,0.602686644
062,5.57359862275,372,0.602686644
063,5.23579054802,372,0.602686644
064,4.66508352507,372,0.602686644
065,5.03984710115,372,0.602686644
066,5.33989607814,372,0.602686644
067,4.56002279274,372,0.602686644
068,4.8383364979,372,0.602686644
069,4.59259027035,372,0.602686644
070,4.45272765938,372,0.602686644
071,5.38829753903,372,0.602686644
072,5.79912401489,372,0.602686644
073,4.64244427322,372,0.602686644
074,4.68086568367,372,0.602686644
075,4.29370464591,372,0.602686644
076,5.25694454543,372,0.602686644
077,4.25809809961,372,0.602686644
078,5.51770404035,372,0.602686644
079,6.08821126633,372,0.602686644
080,5.20723440504,372,0.602686644
081,4.80406983245,372,0.602686644
082,5.25083382817,372,0.602686644
083,4.41480884022,372,0.602686644
084,5.79776712893,372,0.602686644
085,6.54468597268,372,0.602686644
086,5.10745963809,372,0.602686644
087,5.50332775969,372,0.602686644
088,5.09465651003,372,0.602686644
089,6.01102099042,372,0.602686644
090,5.82764416816,372,0.602686644
091,7.2689257908,372,0.602686644
092,4.15461514738,372,0.602686644
093,5.8124624865,372,0.602686644
094,6.14659643229,372,0.602686644
095,4.61635838745,372,0.602686644
096,5.90723727011,372,0.602686644
097,5.56257838501,372,0.602686644
098,8.07920777285,372,0.602686644
099,5.71741699502,372,0.602686644
100,5.29127344692,810,0.602686644
101,5.85288794754,810,0.602686644
102,5.22912723998,810,0.602686644
103,4.84451143981,810,0.602686644
104,4.99773316278,810,0.602686644
105,4.6633796999,810,0.602686644
106,4.68307707952,810,0.602686644
107,5.1837428171,810,0.602686644
108,4.76174694701,810,0.602686644
109,4.94545669345,810,0.602686644
110,5.08231091956,810,0.602686644
