#npart f_downsample c_low c_med c_up c_vel
215 1000.0 8.53822873502 8.65913674701 8.77706090549 11.2620629967
215 1000.0 8.96459172261 9.0677644481 9.18396282309 9.14129469834
215 1000.0 5.78390273624 5.87480827712 5.9488490972 8.25529993434
215 1000.0 6.54649600583 6.6528681138 6.75485606544 7.89373670469
215 1000.0 5.92592261237 6.04439635685 6.13575631289 6.95683736804
215 1000.0 4.90245337338 4.96220661783 5.06925541476 6.18314149628
215 1000.0 7.21582004767 7.37609055822 7.43506622547 8.40856977067
215 1000.0 7.0937794364 7.19854393856 7.26845942049 8.23708505807
215 1000.0 8.16086184579 8.25053477197 8.34151614639 8.49133116696
215 1000.0 8.52361758 8.63039326156 8.75930872897 10.8695703274
215 1000.0 5.89227780635 5.98107304421 6.05246947528 7.12973403179
215 1000.0 8.73665307056 8.88779849221 9.0253963974 9.66084437862
215 1000.0 8.14401416268 8.26135818692 8.37111808531 9.3532756914
215 1000.0 4.70293515673 4.78402644731 4.84800167138 5.76573015834
215 1000.0 4.81187068549 4.86181153212 4.95066955645 6.86298544991
215 1000.0 7.86715987333 7.97274509474 8.04621037403 8.86916104564
215 1000.0 6.78874895079 6.89538875518 7.03896972624 7.36506999161
215 1000.0 5.49528124938 5.5961601957 5.67580000467 7.73983714244
215 1000.0 5.8913855254 5.96712301653 6.04608366424 6.22229282603
215 1000.0 5.43940258736 5.52166222376 5.61337958729 6.36999908612
215 1000.0 6.58894937015 6.66091818466 6.72689093539 8.30405573481
215 1000.0 8.53358490908 8.70355626306 8.8689767964 10.7546081476
215 1000.0 5.59949964725 5.66271376153 5.74826234273 7.17821412061
215 1000.0 7.10358701299 7.21126880586 7.29274535082 7.77920791036
215 1000.0 5.77893564846 5.8825731221 5.97183412344 7.57092000386
215 1000.0 8.74737060243 8.85891273588 8.94198303967 10.3596401691
215 1000.0 8.29295530337 8.44733835151 8.57793669798 10.1942874644
215 1000.0 3.5529033731 3.60581873489 3.66494512638 5.33755534351
