#ID, Rs, Dc, R200, Mvir, xoff, rho_rms, niter
sample_000.dat   1.01036496e-01   3.60533945e+04   6.89634442e-01   7.26700020e+00   8.04621819e-03   3.76553476e-01           29
sample_001.dat   1.13103554e-01   2.79660820e+04   6.86987102e-01   7.26700020e+00   3.06402557e-02   2.04470143e-01           25
sample_002.dat   1.08899124e-01   3.15119629e+04   6.89732075e-01   7.26700020e+00   4.22030725e-02   3.29875916e-01           26
sample_003.dat   1.38663158e-01   1.75111836e+04   6.85509026e-01   7.26700020e+00   2.92298123e-02   3.11943382e-01           27
sample_004.dat   1.28720656e-01   2.09239746e+04   6.87439620e-01   7.26700020e+00   2.30516903e-02   3.61470431e-01           24
sample_005.dat   1.30795628e-01   1.99922402e+04   6.87901795e-01   7.26700020e+00   1.01787867e-02   4.88853872e-01           27
sample_006.dat   1.06591061e-01   3.23597988e+04   6.86487973e-01   7.26700020e+00   1.63505301e-02   5.96034467e-01           27
sample_007.dat   1.24257967e-01   2.23573555e+04   6.89702988e-01   7.26700020e+00   3.35088260e-02   3.92854840e-01           27
sample_008.dat   1.05458863e-01   3.25626504e+04   6.87071800e-01   7.26700020e+00   2.68319622e-02   4.56460029e-01           24
sample_009.dat   8.83661658e-02   5.09186211e+04   6.82157815e-01   7.26700020e+00   2.93302983e-02   3.33991110e-01           29
sample_010.dat   9.14376825e-02   4.73417070e+04   6.89455748e-01   7.26700020e+00   2.59575397e-02   7.26102173e-01           26
sample_011.dat   9.44801196e-02   4.31761953e+04   6.89551175e-01   7.26700020e+00   1.42446188e-02   8.48806858e-01           23
sample_012.dat   1.16790824e-01   2.53682305e+04   6.88514709e-01   7.26700020e+00   7.91780557e-03   2.48146012e-01           24
sample_013.dat   1.25335768e-01   2.15326055e+04   6.88673973e-01   7.26700020e+00   2.90019810e-02   2.68921137e-01           25
sample_014.dat   1.29097611e-01   2.07187656e+04   6.88816667e-01   7.26700020e+00   1.10603450e-02   2.64796495e-01           22
sample_015.dat   1.12022467e-01   2.82532852e+04   6.89391792e-01   7.26700020e+00   1.72717869e-02   3.35219949e-01           28
sample_016.dat   1.15486249e-01   2.76920176e+04   6.88584983e-01   7.26700020e+00   2.05798894e-02   3.36516380e-01           28
sample_017.dat   1.39304727e-01   1.72374395e+04   6.89357042e-01   7.26700020e+00   1.50679518e-02   3.31607223e-01           29
sample_018.dat   1.12478361e-01   2.89774746e+04   6.84564710e-01   7.26700020e+00   3.14023346e-02   3.18571538e-01           26
sample_019.dat   1.34025544e-01   1.92184043e+04   6.89200282e-01   7.26700020e+00   2.72627976e-02   2.43568704e-01           27
sample_020.dat   9.57088768e-02   4.20765078e+04   6.81771159e-01   7.26700020e+00   3.65973078e-02   3.39380473e-01           30
sample_021.dat   9.39372256e-02   4.40773945e+04   6.85114563e-01   7.26700020e+00   1.73225943e-02   2.70516664e-01           24
sample_022.dat   1.19671948e-01   2.41637090e+04   6.89220250e-01   7.26700020e+00   3.19330394e-02   2.29453266e-01           25
sample_023.dat   1.10376850e-01   3.02350254e+04   6.84279561e-01   7.26700020e+00   1.62321273e-02   3.60302925e-01           30
sample_024.dat   1.32359415e-01   1.97756445e+04   6.86773121e-01   7.26700020e+00   2.97648087e-02   3.83076161e-01           28
sample_025.dat   1.07807182e-01   3.20523066e+04   6.85903430e-01   7.26700020e+00   1.66884959e-02   3.98106694e-01           23
sample_026.dat   9.27940011e-02   4.40111211e+04   6.88393652e-01   7.26700020e+00   1.78200435e-02   3.05668861e-01           23
sample_027.dat   1.14498794e-01   2.74995234e+04   6.87022626e-01   7.26700020e+00   3.96595486e-02   4.06905413e-01           27
sample_028.dat   1.29285097e-01   2.02541113e+04   6.89080477e-01   7.26700020e+00   2.77324114e-02   3.14630121e-01           25
sample_029.dat   9.98176709e-02   3.74509492e+04   6.82566226e-01   7.26700020e+00   4.35040556e-02   3.87985706e-01           26
sample_030.dat   1.11873947e-01   2.82796836e+04   6.89738512e-01   7.26700020e+00   3.89139093e-02   2.02028960e-01           25
sample_031.dat   1.21134020e-01   2.34251641e+04   6.89788222e-01   7.26700020e+00   2.30581518e-02   1.26029456e+00           23
sample_032.dat   9.62319300e-02   4.10871758e+04   6.88441992e-01   7.26700020e+00   1.85674578e-02   3.20717126e-01           27
sample_033.dat   8.50311890e-02   5.52634844e+04   6.85901284e-01   7.26700020e+00   1.68039147e-02   4.04054135e-01           24
sample_034.dat   1.11433856e-01   2.92956719e+04   6.86616182e-01   7.26700020e+00   1.14465971e-02   2.86015868e-01           29
sample_035.dat   1.28275856e-01   2.06599805e+04   6.88659191e-01   7.26700020e+00   6.54712459e-03   2.30761781e-01           27
sample_036.dat   1.11749008e-01   2.90200703e+04   6.84591532e-01   7.26700020e+00   2.39765998e-02   2.18996242e-01           27
sample_037.dat   1.03085287e-01   3.55012227e+04   6.86704099e-01   7.26700020e+00   3.38906348e-02   5.00963330e-01           27
sample_038.dat   1.11000054e-01   2.89730117e+04   6.88899279e-01   7.26700020e+00   1.66880768e-02   3.12727869e-01           22
sample_039.dat   1.08936869e-01   3.03580195e+04   6.88304424e-01   7.26700020e+00   1.67799443e-02   2.85327971e-01           26
sample_040.dat   1.14803515e-01   2.69932832e+04   6.88037097e-01   7.26700020e+00   7.84072187e-03   3.06416184e-01           27
sample_041.dat   1.06408194e-01   3.23072520e+04   6.89275086e-01   7.26700020e+00   1.44489231e-02   3.03770304e-01           29
sample_042.dat   1.26259059e-01   2.11925020e+04   6.88817382e-01   7.26700020e+00   1.14117321e-02   2.18238950e-01           21
sample_043.dat   1.15859970e-01   2.61558379e+04   6.88970268e-01   7.26700020e+00   7.16915680e-03   2.10583493e-01           25
sample_044.dat   1.15324281e-01   2.71580195e+04   6.89646542e-01   7.26700020e+00   3.58678997e-02   2.77610153e-01           27
sample_045.dat   1.01220272e-01   3.68168320e+04   6.87537611e-01   7.26700020e+00   8.19305331e-03   2.00806916e-01           25
sample_046.dat   1.24128491e-01   2.27573164e+04   6.89451694e-01   7.26700020e+00   2.57007610e-02   1.74567372e-01           28
sample_047.dat   1.14358172e-01   2.72110332e+04   6.87350929e-01   7.26700020e+00   2.47248560e-02   5.76875985e-01           21
sample_048.dat   1.24066480e-01   2.27977441e+04   6.82078719e-01   7.26700020e+00   2.87197437e-02   2.04471961e-01           26
sample_049.dat   1.21975385e-01   2.33128418e+04   6.89679921e-01   7.26700020e+00   3.97185683e-02   2.78002888e-01           23
sample_050.dat   1.02859251e-01   3.56201055e+04   6.89666569e-01   7.26700020e+00   4.08278145e-02   4.69721317e-01           26
sample_051.dat   1.17248848e-01   2.57850547e+04   6.87938750e-01   7.26700020e+00   1.01496289e-02   1.97427824e-01           25
sample_052.dat   1.19783469e-01   2.48292285e+04   6.89456522e-01   7.26700020e+00   2.87890937e-02   3.43848318e-01           24
sample_053.dat   9.94844958e-02   3.77247500e+04   6.88422740e-01   7.26700020e+00   2.13830620e-02   5.81940472e-01           27
sample_054.dat   1.01506934e-01   3.58919688e+04   6.89804912e-01   7.26700020e+00   3.02876644e-02   6.46983027e-01           26
sample_055.dat   1.06846415e-01   3.17636582e+04   6.88928664e-01   7.26700020e+00   2.59432327e-02   3.56498480e-01           25
sample_056.dat   1.21663705e-01   2.36162188e+04   6.84649944e-01   7.26700020e+00   2.00052299e-02   3.23799431e-01           24
sample_057.dat   1.01869076e-01   3.54608086e+04   6.89228773e-01   7.26700020e+00   2.59332154e-02   3.67838502e-01           27
sample_058.dat   1.36963382e-01   1.79153555e+04   6.88205361e-01   7.26700020e+00   2.25616563e-02   3.10020953e-01           23
sample_059.dat   1.09203964e-01   2.98308711e+04   6.87742770e-01   7.26700020e+00   4.19727042e-02   4.47771490e-01           25
sample_060.dat   1.19066238e-01   2.49119805e+04   6.89676523e-01   7.26700020e+00   1.23062860e-02   4.27681744e-01           22
sample_061.dat   9.47870016e-02   4.23308633e+04   6.87971592e-01   7.26700020e+00   2.39894707e-02   4.74614441e-01           25
sample_062.dat   1.48507908e-01   1.49297910e+04   6.84279561e-01   7.26700020e+00   3.09196692e-02   3.06886166e-01           24
sample_063.dat   1.49968222e-01   1.47083145e+04   6.89545929e-01   7.26700020e+00   2.53835414e-02   2.42224708e-01           25
sample_064.dat   1.11859120e-01   2.89735137e+04   6.78905368e-01   7.26700020e+00   3.19686756e-02   2.42529929e-01           26
sample_065.dat   1.23220727e-01   2.24826387e+04   6.89758301e-01   7.26700020e+00   2.78873499e-02   1.89125150e-01           27
sample_066.dat   1.06265999e-01   3.17320156e+04   6.87110424e-01   7.26700020e+00   2.31821518e-02   6.56911671e-01           22
sample_067.dat   1.68461785e-01   1.16391465e+04   6.83847129e-01   7.26700020e+00   1.85758136e-02   2.91218549e-01           24
sample_068.dat   1.03339486e-01   3.45626953e+04   6.89606249e-01   7.26700020e+00   3.20971422e-02   4.17516440e-01           24
sample_069.dat   1.52590200e-01   1.41305996e+04   6.84179962e-01   7.26700020e+00   2.71889418e-02   4.49409246e-01           27
sample_070.dat   1.19860858e-01   2.50167031e+04   6.89475238e-01   7.26700020e+00   3.62433121e-02   3.88671398e-01           24
sample_071.dat   1.17838807e-01   2.58700059e+04   6.89679921e-01   7.26700020e+00   3.42861228e-02   2.75961578e-01           25
