#ID, Rs, Dc, R200, Mvir, xoff, rho_rms, niter
000   1.02560617e-01   2.69659219e+04   6.15447700e-01   5.25200033e+00   5.62817678e-02   1.59182340e-01           24
001   1.05381832e-01   2.63156406e+04   6.18648231e-01   5.25200033e+00   3.11080888e-02   3.58808815e-01           26
002   7.69527555e-02   5.38016367e+04   6.17841005e-01   5.25200033e+00   3.15869860e-02   2.99406409e-01           29
003   8.57280269e-02   4.15254805e+04   6.16865039e-01   5.25200033e+00   3.04563921e-02   1.23155206e-01           27
004   1.07886352e-01   2.45314414e+04   6.15046620e-01   5.25200033e+00   1.26417084e-02   1.91183820e-01           21
005   9.26111564e-02   3.37908320e+04   6.14968598e-01   5.25200033e+00   2.77818497e-02   3.53752911e-01           21
006   1.07081570e-01   2.44865312e+04   6.18939400e-01   5.25200033e+00   2.93555055e-02   4.88654494e-01           22
007   9.03552324e-02   3.76203828e+04   6.18357301e-01   5.25200033e+00   4.91149537e-02   2.80479491e-01           26
008   6.76715523e-02   7.33932500e+04   6.18545949e-01   5.25200033e+00   5.34379259e-02   2.53481030e-01           24
009   1.21573724e-01   1.87542949e+04   6.16125524e-01   5.25200033e+00   4.47395481e-02   7.73727655e-01           27
010   1.15726188e-01   2.08514590e+04   6.17124915e-01   5.25200033e+00   7.57778361e-02   3.84504974e-01           29
011   8.62154663e-02   4.07405195e+04   6.17219746e-01   5.25200033e+00   3.65184136e-02   3.96824658e-01           23
012   9.70210731e-02   3.07498867e+04   6.13570392e-01   5.25200033e+00   4.53271903e-02   4.11905318e-01           24
013   8.70163143e-02   4.01660742e+04   6.14523113e-01   5.25200033e+00   5.60780726e-02   3.38579535e-01           25
014   1.24201246e-01   1.73672676e+04   6.14254534e-01   5.25200033e+00   7.54046217e-02   4.71600562e-01           25
015   1.10626563e-01   2.31630977e+04   6.18157864e-01   5.25200033e+00   5.82889430e-02   2.76485085e-01           27
016   1.12631053e-01   2.10930605e+04   6.16079509e-01   5.25200033e+00   1.56059870e-02   1.09195054e-01           21
017   1.14780307e-01   2.10199668e+04   6.12265170e-01   5.25200033e+00   4.21655141e-02   1.74885824e-01           26
018   1.09093733e-01   2.28504316e+04   6.15546823e-01   5.25200033e+00   1.82630457e-02   3.00564528e-01           23
