# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
85010657949,399.794900,468.644700,886.965100,3.663152,4.787259,2.514484,0.094781,22,30
85010657950,404.557500,477.628800,876.246400,2.262549,3.100632,1.420294,0.087621,20,30
85010657951,400.373200,465.139300,868.515700,2.087542,2.968466,1.207218,0.096232,25,30
85010657952,403.818300,461.534500,870.355000,2.100611,2.741922,1.454523,0.097621,23,30
85010657953,399.392900,484.326800,889.093000,3.597810,4.639468,2.578033,0.091647,20,30
85010657954,400.465400,486.449300,890.030200,5.415139,7.663715,3.222596,0.069059,8,30
85010657955,381.609400,488.766200,883.468700,1.695004,2.314028,1.090033,0.293195,28,30
85010657956,389.190100,478.360400,875.321600,3.497403,4.580747,2.420741,0.095629,21,30
85010657957,408.570700,478.362300,871.481100,3.282610,4.116756,2.437097,0.089217,19,30
85010657958,406.905100,483.232100,877.675200,4.618791,5.398607,3.827065,0.095263,25,30
85010657959,394.284500,491.525100,889.977000,6.748590,8.406886,5.079967,0.097003,26,30
85010657960,414.208700,493.208800,894.423700,1.000044,1.733170,1.000044,0.070928,10,30
85010657961,411.044600,470.426900,889.698200,2.698433,3.826355,1.538632,0.075230,10,30
85010657962,412.785900,422.623300,907.105700,1.372972,1.990052,1.000058,0.098916,23,30
85010657963,396.239200,425.410200,880.409500,1.000005,1.664816,1.000005,0.099794,26,30
85010657964,408.004100,491.716000,911.957600,1.000091,2.455192,1.000091,0.101313,15,30
85010657965,385.479900,484.714800,912.799700,9.857434,35507.184955,2.534869,0.064246,7,30
85010657966,413.879300,461.849800,871.077200,2.659301,4.440952,1.000044,0.085224,13,30
85010657967,403.825500,422.721900,883.620200,1.991873,2.630884,1.370665,0.093942,21,30
85010657968,415.149100,454.676900,874.097700,4.530524,7.096469,1.978581,0.054156,3,30
85010657969,400.855300,480.452200,868.205700,1.000047,1.701942,1.000047,0.078691,13,30
85010657970,380.423700,466.216000,860.362900,1.000026,1.670078,1.000026,0.310549,28,30
85010657971,385.726300,460.610000,864.574200,2.169411,19.672282,1.000054,0.061405,6,30
85010657973,389.676400,445.143200,857.870900,7.173675,8.185236,6.139721,0.097714,24,30
85010657974,383.301900,448.481800,858.967500,4.569249,13.650027,1.003311,0.079716,12,30
85010657975,383.771200,442.571700,858.801800,1.108441,1.839274,1.000029,0.084946,16,30
85010658000,376.818300,489.067700,914.824200,8.456855,343.233230,1.053931,0.068138,9,30
85010658008,424.993300,469.235100,862.578600,4.175571,5.604550,2.750851,0.096003,24,30
85010658013,425.744300,426.401400,868.645900,7.744002,9.079120,6.400194,0.103605,25,30
85010658028,427.897000,439.424500,878.823200,13.136065,202.063466,2.108358,0.090153,19,30
85010658031,429.020500,445.873700,885.405200,10.123009,12.606133,7.687034,0.098360,24,30
85010658035,422.424000,456.884800,890.364400,2.325975,3.138075,1.522651,0.090997,26,30
85010658072,430.346600,473.173800,912.639900,6.780148,15.400549,1.122076,0.065563,6,30
85010658078,420.733500,478.966000,859.961200,2.138481,7.355549,1.000024,0.067584,7,30
85010658081,420.264900,481.477700,860.155800,6.679084,8.573930,4.803150,0.095988,24,30
85010658082,419.372200,446.244400,861.597700,7.317859,8.885889,5.776896,0.106958,27,30
85010658083,421.543400,424.134500,870.838900,4.058339,5.305131,2.825658,0.092789,24,30
85010658091,423.150800,486.691200,893.800700,5.025217,6.203121,3.847646,0.096077,23,30
85010658100,426.234600,492.339700,874.621600,1.000013,3.306019,1.000013,0.077982,11,30
85010658101,428.499500,489.061700,872.435700,1.426280,2.081183,1.000079,0.094671,24,30
85010658109,382.197000,473.624000,914.876300,2.459798,3.455100,1.444301,0.087721,21,30
