# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
85000000000,384.922000,468.037800,872.957800,2.211456,2.483893,1.938522,2.850554,225831,310057
85000000479,375.244100,432.049200,858.132000,2.470464,2.799207,2.149443,1.458356,62208,74568
85000000529,411.823000,445.304300,871.269700,1.769502,2.076798,1.456582,1.052860,42309,72182
85000001931,367.402800,444.615400,870.254500,1.703818,1.976055,1.432065,1.046733,35087,43600
85000002035,359.979100,461.326600,873.243800,1.658998,1.931722,1.380909,0.935395,30553,42565
85000002836,425.010100,439.253400,868.483900,3.859465,4.205206,3.514522,1.342284,31497,36363
85000003728,373.087500,467.739700,845.200700,3.881124,4.291201,3.473494,1.315659,26999,31882
85000004404,392.117500,468.767400,896.237900,1.534778,1.808064,1.264075,0.706485,20918,29122
85000004639,390.987400,466.886300,878.320900,3.080869,3.423100,2.732973,0.928538,20597,28384
85000005333,363.817600,447.285400,879.694100,1.355229,1.643512,1.060096,0.559019,12699,26304
85000005391,391.380900,480.512400,854.348500,2.316436,2.638475,1.997204,0.997964,21390,26167
85000006272,388.605800,512.377400,901.228900,2.567971,2.847870,2.282199,0.898266,17668,24090
85000006273,383.445600,479.202700,875.443700,3.603483,4.039340,3.167031,0.748533,10516,24087
85000007296,342.345100,513.785800,837.399500,2.492173,2.851663,2.137917,0.594744,7542,22161
85000007810,385.107500,461.873600,864.605000,2.622199,2.970385,2.274733,0.853319,13776,21340
85000009132,423.699900,502.633500,900.161300,2.551273,2.875418,2.229439,0.730976,12391,19502
85000009656,393.145700,469.236500,883.894000,2.905489,3.203429,2.606847,0.926179,16161,18875
85000012075,381.512500,490.018500,883.626600,2.743450,3.056094,2.424843,0.834796,12729,16570
85000012590,378.844800,496.262200,887.642600,2.240605,2.541508,1.939095,0.911166,10903,16134
85000012912,394.455600,470.459600,855.916000,2.353692,2.743948,1.958728,0.474493,6249,15867
85000013883,366.479800,474.961700,844.538000,1.652796,1.977038,1.325709,0.569370,7453,15165
85000014269,376.588500,467.709400,871.655600,1.699197,2.007010,1.390121,0.423296,5090,14926
85000014437,364.099100,502.802400,914.101400,1.642757,1.945747,1.344761,0.497585,6519,14811
85000014466,411.203800,466.702100,917.317700,1.845849,2.138376,1.556501,0.458695,6108,14791
85000015928,387.634400,471.410000,903.677700,2.469186,2.865499,2.067226,0.728372,10284,13951
85000017865,369.339600,500.877600,907.377400,2.016784,2.308456,1.730970,0.446534,3873,12974
