#file,c
Halo_NR_29870.csv,3.413004
Halo_NR_20428.csv,2.338612
Halo_NR_28267.csv,6.660047
Halo_NR_28820.csv,5.649482
Halo_NR_07883.csv,8.352071
Halo_NR_22192.csv,7.457551
Halo_NR_13883.csv,2.330188
Halo_NR_18531.csv,6.453088
Halo_NR_20510.csv,4.929844
Halo_NR_08140.csv,3.845550
Halo_NR_06810.csv,3.780388
Halo_NR_05529.csv,4.904245
Halo_NR_06595.csv,5.992996
Halo_NR_03182.csv,4.727884
Halo_NR_25548.csv,6.395322
Halo_NR_25603.csv,3.580891
Halo_NR_28278.csv,3.676361
Halo_NR_28951.csv,6.372369
Halo_NR_25244.csv,6.680255
Halo_NR_15278.csv,5.102453
Halo_NR_00993.csv,6.403548
Halo_NR_15916.csv,2.328737
Halo_NR_31140.csv,8.160553
Halo_NR_17932.csv,3.411188
Halo_NR_10240.csv,4.864788
Halo_NR_23948.csv,7.633890
Halo_NR_29982.csv,6.892933
Halo_NR_21245.csv,5.084236
Halo_NR_01571.csv,3.277115
Halo_NR_01525.csv,3.554720
Halo_NR_01707.csv,4.764491
Halo_NR_08139.csv,6.098801
Halo_NR_10341.csv,2.605774
Halo_NR_00315.csv,4.197719
Halo_NR_27034.csv,5.634237
Halo_NR_02771.csv,3.382259
Halo_NR_00128.csv,5.135224
Halo_NR_09732.csv,2.378009
Halo_NR_06691.csv,5.836966
Halo_NR_15135.csv,7.169030
Halo_NR_27380.csv,3.864597
Halo_NR_16496.csv,3.041611
Halo_NR_11996.csv,3.099231
Halo_NR_29610.csv,5.129209
Halo_NR_20506.csv,3.618971
Halo_NR_04020.csv,3.338084
Halo_NR_18162.csv,4.407277
Halo_NR_17000.csv,3.482094
Halo_NR_16783.csv,4.918717
Halo_NR_26945.csv,4.015303
Halo_NR_14860.csv,6.807196
Halo_NR_16534.csv,7.295953
Halo_NR_20863.csv,4.276000
Halo_NR_14527.csv,3.759083
Halo_NR_28253.csv,3.741293
Halo_NR_26201.csv,5.077662
Halo_NR_22266.csv,6.582254
Halo_NR_19382.csv,4.905858
Halo_NR_20617.csv,7.952804
Halo_NR_18748.csv,5.672902
Halo_NR_01145.csv,6.045625
Halo_NR_08875.csv,4.348732
Halo_NR_13072.csv,5.710923
Halo_NR_03910.csv,6.080652
Halo_NR_06271.csv,4.722096
Halo_NR_24224.csv,2.393763
Halo_NR_25326.csv,8.974359
Halo_NR_29451.csv,8.807063
Halo_NR_29407.csv,7.834074
Halo_NR_15198.csv,7.788929
Halo_NR_29179.csv,7.685438
Halo_NR_19289.csv,4.716996
Halo_NR_15317.csv,4.732820
Halo_NR_06829.csv,3.120823
Halo_NR_05299.csv,6.827785
Halo_NR_22763.csv,6.860593
Halo_NR_22049.csv,4.210609
Halo_NR_15212.csv,4.816412
Halo_NR_27257.csv,5.374156
Halo_NR_13349.csv,7.204554
Halo_NR_14922.csv,4.690798
Halo_NR_21124.csv,8.258811
Halo_NR_21024.csv,5.486765
Halo_NR_21364.csv,2.579809
Halo_NR_21942.csv,5.014089
Halo_NR_19919.csv,3.180138
Halo_NR_30040.csv,4.409797
Halo_NR_18837.csv,6.758331
Halo_NR_17550.csv,3.418538
Halo_NR_28710.csv,5.741393
Halo_NR_12891.csv,4.691400
Halo_NR_16278.csv,5.641669
Halo_NR_20269.csv,4.476861
Halo_NR_06840.csv,6.388060
Halo_NR_20583.csv,8.823512
Halo_NR_27420.csv,10.322456
Halo_NR_18608.csv,8.712244
Halo_NR_24324.csv,6.228941
Halo_NR_27455.csv,4.302395
Halo_NR_18222.csv,6.985981
