# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
222,0.008085,0.012828,0.004688,10.189298,10.443735,9.938575,1.009839,1012,1013
223,0.000000,0.000000,0.000000,9.940707,10.204171,9.674994,0.998280,1044,1045
224,0.000000,-0.000000,-0.000000,9.991182,10.241335,9.736235,0.998301,1059,1060
225,-0.000000,0.000000,-0.000000,9.948902,10.202540,9.688819,0.998133,962,963
226,-0.005037,0.002536,-0.001672,9.989843,10.266420,9.709890,0.998668,936,937
227,0.004307,-0.000149,0.007043,10.181532,10.439603,9.930911,1.003525,973,974
228,-0.000586,0.003917,0.004116,10.099013,10.393820,9.802068,1.000429,988,989
229,-0.000000,-0.000000,0.000000,9.969438,10.216647,9.721044,0.998231,1016,1017
230,0.004620,-0.003299,0.001197,10.080461,10.345989,9.818633,0.999032,950,951
231,0.007424,0.011835,0.003507,10.332948,10.596538,10.067903,1.007669,1019,1020
232,0.003920,-0.005696,-0.004111,10.040709,10.285229,9.792398,1.005841,1034,1035
233,0.015415,-0.000273,0.002145,10.065905,10.317836,9.818350,1.006694,1043,1044
234,-0.005652,-0.001032,-0.000739,10.071254,10.337359,9.801942,1.000533,959,960
235,0.000000,-0.000000,0.000000,9.972948,10.243853,9.707023,0.998129,961,962
236,-0.000000,0.000000,0.000000,9.985479,10.237840,9.730784,0.998174,985,986
237,-0.011567,-0.008968,-0.000864,9.923320,10.179778,9.666388,0.999394,992,993
238,0.000000,0.000000,-0.000000,9.997246,10.270280,9.716281,0.998102,948,949
239,0.000340,0.007512,0.003007,10.008246,10.255638,9.765481,0.997887,1010,1011
240,-0.002114,0.007859,-0.000621,10.054218,10.304904,9.798122,0.999044,998,999
241,0.002699,0.001854,-0.009612,10.232616,10.501036,9.965801,1.007419,988,989
242,0.000923,0.004964,0.003064,9.957463,10.212920,9.703986,1.000261,932,933
243,0.000790,-0.005383,0.005896,10.195256,10.495617,9.899037,1.005420,1034,1035
244,-0.000000,0.000000,0.000000,9.972377,10.213978,9.724335,0.998248,1026,1027
245,0.004668,0.002518,0.001513,10.113722,10.376024,9.844272,0.999433,1044,1045
246,-0.000000,-0.000000,-0.000000,9.973857,10.224021,9.716551,0.998229,1015,1016
247,-0.002814,-0.004512,0.002061,9.968058,10.246175,9.683103,1.001569,988,989
248,-0.000000,-0.000000,-0.000000,10.011321,10.275362,9.742427,0.998235,1020,1021
249,0.000100,0.003846,0.004331,10.104183,10.364521,9.838681,0.999502,956,957
250,0.000445,-0.002761,0.005025,10.150156,10.421596,9.879590,1.001054,969,970
251,-0.021070,-0.001450,0.015621,9.763959,10.047160,9.481953,1.015835,944,945
252,0.003109,-0.002268,0.004205,10.012677,10.296549,9.736200,0.997507,990,991
253,0.003250,-0.004186,0.002055,10.008508,10.277075,9.741265,0.997009,992,993
254,0.000347,0.001586,0.005378,10.030259,10.267449,9.786550,1.000162,1015,1016
255,-0.000000,-0.000000,0.000000,10.044735,10.300727,9.788640,0.998231,1019,1020
256,-0.003656,0.002371,0.003733,9.993095,10.249491,9.729893,1.000649,976,977
257,-0.004449,-0.003132,0.001509,10.029013,10.294275,9.764269,0.999824,1007,1008
258,0.000000,-0.000000,-0.000000,10.089658,10.346941,9.836872,0.998139,970,971
259,-0.006949,0.000821,-0.009190,10.215991,10.523680,9.913726,1.003807,1033,1034
260,-0.008467,-0.007646,-0.004266,10.107545,10.379427,9.836634,1.003930,932,933
261,-0.004985,-0.006517,0.000730,9.897109,10.141543,9.656830,0.994880,978,979
262,0.005028,0.006223,-0.001470,10.100221,10.392983,9.815402,1.002766,992,993
263,0.000916,0.001639,-0.007598,10.069633,10.306228,9.837935,0.997537,1070,1071
264,-0.003698,-0.000569,-0.004515,10.103104,10.403408,9.797082,1.002134,933,934
