85012997974,393.051800,469.514300,885.386800,1.000189,14.331747,1.000189,0.055130,4,20,2.400187,2.276133,2.226404
85010107589,428.669700,452.929000,918.408600,2.719938,3.471799,1.967981,0.101771,28,33,1.933943,2.023989,2.036321
85007553675,353.756900,459.062100,822.297000,4.924071,5.861643,3.985523,0.102013,31,49,3.977294,4.087365,4.145476
85008127044,378.212300,494.173100,890.404200,4.064668,4.755214,3.356202,0.114001,35,45,3.260150,3.197497,3.137946
85003158884,347.062900,514.993300,869.756000,7.112193,7.911531,6.320597,0.154808,100,128,12.559376,12.024598,12.253999
85011451680,397.058300,439.234600,858.556000,1.000204,309.569568,1.000204,0.048768,4,26,3.518851,3.261391,3.391567
85000194923,363.584800,493.239000,901.678200,6.279122,6.593695,5.967672,0.392038,1604,2068,378.496767,511.892123,496.454844
85009406054,386.909300,474.678600,862.677600,1.703883,2.333739,1.091363,0.105260,31,37,2.550534,2.477467,2.499812
85002596991,364.369500,506.945100,826.134800,7.018747,7.543228,6.484891,0.165851,123,158,16.362512,16.078182,16.997935
85007824725,367.471300,458.473100,876.211800,7.526429,8.616207,6.467769,0.111504,43,47,2.754959,2.706507,2.697224
85009050854,383.149100,429.077500,837.842200,4.128984,5.167981,3.102363,0.106902,30,39,2.477881,2.548291,2.594406
85004414100,370.762200,468.039100,842.844800,12.665409,13.894064,11.441738,0.138964,77,89,6.263886,6.540613,6.654840
85004414152,374.285600,428.075500,915.452900,2.628834,3.243714,1.995641,0.134562,66,89,8.380168,8.797850,8.917623
85010638232,403.576900,483.245000,845.385900,18.086556,48.181864,1.001330,0.082902,5,30,5.312570,7.691796,7.570405
85003694465,369.063800,452.894300,917.861300,3.092370,3.724897,2.466926,0.150486,93,108,9.165941,9.289174,9.429347
85001893596,386.845800,463.874100,918.167700,4.276500,4.806721,3.757537,0.189602,184,221,23.391326,26.066714,26.436818
85011245415,359.706000,506.675400,821.379600,10.393649,12.398457,8.427369,0.096020,24,27,1.136513,1.177042,1.168362
85005432729,415.276600,481.476800,895.463800,4.792697,5.431718,4.155585,0.124674,50,71,5.900394,6.333361,6.217282
85009218347,377.926000,455.344400,844.218100,4.024506,4.819803,3.237065,0.110092,34,38,2.227306,2.256260,2.277821
85008425896,422.857700,460.562700,858.249500,6.893425,8.300888,5.494868,0.102547,30,43,3.012957,2.987506,2.942788
85010640514,366.821100,482.627000,875.079900,3.474768,4.705998,2.213633,0.091454,22,30,2.016520,1.929866,1.960031
85002282770,376.472200,494.019500,839.718800,11.062794,11.800508,10.346272,0.175365,146,181,18.222237,17.428178,17.816644
85009052900,343.271200,495.608200,877.128100,3.078837,3.828279,2.326509,0.104654,31,39,2.757533,2.896710,2.866327
85002295554,402.553600,482.532200,840.637400,10.625406,11.431788,9.815212,0.175915,145,180,17.322160,16.913777,16.830478
85006235226,403.971400,487.306000,891.220000,9.808885,11.330361,8.323723,0.127627,55,61,3.890221,3.973134,3.932951
85001510664,341.839600,484.301500,884.959500,6.911349,7.330134,6.486908,0.202210,221,280,31.941523,34.398612,33.942306
85004285972,398.451600,472.756900,890.125500,3.535347,4.147827,2.919760,0.114786,42,92,11.634808,13.732679,13.819133
85011670070,410.263000,468.666400,909.877300,3.455641,8.765321,1.000610,0.084740,17,25,1.563324,1.657335,1.644347
85006235232,388.784700,463.887600,866.225500,3.465627,4.127440,2.812574,0.125279,44,61,4.795104,4.938473,4.994079
85009735914,367.153000,475.411100,847.847200,3.292259,5.288862,1.238613,0.082166,16,35,3.390966,3.754885,3.697917
85007981098,361.059000,507.317300,829.771700,4.776365,5.883932,3.663432,0.108781,35,46,2.961498,3.128870,3.146510
85008127082,391.171800,508.284500,836.093900,8.310981,9.504001,7.138972,0.113557,40,45,2.269635,2.206180,2.225086
85005161233,383.538100,457.023100,843.957600,3.102072,3.689241,2.500510,0.127598,56,75,6.386323,6.693870,6.650732
85003158576,382.476700,482.285400,875.347800,11.090606,12.038511,10.139594,0.153838,86,128,14.288049,14.081232,13.018482
85004816911,415.225300,466.892600,875.269800,8.789368,9.780911,7.798365,0.129434,59,81,6.506258,6.882988,6.967639
85012120732,353.946600,488.198500,898.785200,13.107385,24473.662900,3.153484,0.055080,6,23,2.003195,2.100174,2.073690
85009578163,398.803900,446.639400,857.825100,4.217712,4.921746,3.515197,0.101200,35,36,1.735644,1.714113,1.702027
85010657963,396.239200,425.410200,880.409500,1.000050,1.767651,1.000050,0.099794,28,30,1.766113,1.781517,1.801015
