#haloID,c_low,c_mid,c_high,n_particles
0,10.6873302321,11.616235607,12.5053391472,1552
1,5.31521766201,6.25202325186,7.22591073641,342
2,7.27591239935,8.3010666748,9.61673102476,711
3,5.35255919498,6.51687624225,7.72234443289,283
5,5.43677683904,6.31055427924,6.99281463394,333
6,3.36030033738,4.24732917529,5.16650455616,220
7,6.44860055008,7.33595479353,8.57203577093,235
8,2.96796384674,3.3685738339,3.97387097643,371
9,8.06190212279,10.2211794832,12.5594885684,230
12,3.39371213443,4.11581436794,4.71609610385,239
13,9.14012079158,9.72205564222,10.1261869533,4684
14,9.29623436358,10.7178773197,12.1095992522,976
15,4.62977562574,5.54489578079,6.85562623411,250
17,5.85567830626,6.94341092706,8.24543068998,350
19,6.34953802663,6.83615764619,7.24806442721,1743
20,7.95569546983,8.67691399402,9.32850601944,2077
21,3.06426529044,3.64508291874,4.2916939443,319
23,8.42718709219,8.64210815362,8.79690358315,30688
25,10.3743986898,11.3266572458,12.1411864806,1878
26,8.2678088377,9.49252473853,11.1708499018,489
28,6.02901648125,7.49760453831,8.72695139036,236
29,4.81516986737,5.76426650182,7.05825307582,209
30,5.33194871995,6.85787349343,7.78262746904,232
31,10.8773842055,13.103771166,16.8615792155,345
32,4.91863495868,5.32171512683,5.92248952428,727
33,7.71013543168,9.07142604309,11.8421123371,243
34,2.857155895,3.08022902066,3.33252868948,1556
35,8.58319050966,9.76252438426,10.8713559695,807
36,8.5407832693,10.414920218,13.6816135279,236
37,6.02004015778,6.78847089229,8.33338477305,295
38,6.37047435926,7.20092371046,8.13407222153,747
39,5.82995154288,6.79872046817,7.84979168399,402
41,4.63787472944,5.04835981513,5.46681301673,1302
42,7.13628798808,8.99538302271,10.6942103916,403
43,3.57550043396,4.16896711813,4.92800699297,244
44,8.70538022253,9.85165968974,11.1998987321,728
45,7.9260717779,10.0378015253,11.9030982503,253
46,6.70083745182,7.39854462049,8.26796983356,967
47,6.11331180669,7.36947280791,8.73774693415,290
48,7.7592769434,8.47874881463,9.03110657302,1414
49,6.52363942872,7.9559710209,9.60666340734,304
50,7.61702680921,9.0841028998,10.4525731316,415
52,7.49987425159,8.4585293418,9.54420296369,663
53,6.33665784109,7.81703041053,9.40469225539,237
55,7.1339924218,8.09845421359,9.10588213847,615
56,4.47376222704,5.47377793891,6.6497297544,225
57,5.06098261868,5.69463666061,6.64599687377,322
58,4.6778964557,5.53292877928,6.10669435376,291
59,7.40667592276,8.36471079001,9.18456278092,916
60,7.34915476196,8.76530007334,10.7785928354,239
61,5.15515478709,5.32168615575,5.47865575938,11927
62,4.62091073939,5.27923598294,6.52716344528,305
63,3.56439861607,3.87528478601,4.24969935801,1058
64,4.84993685067,5.53693556688,6.3680700904,472
66,6.61298472505,9.02813549,11.0396261081,218
68,5.63856612268,6.99009064754,8.63145764799,271
69,2.690810777,2.90651356134,3.17811666978,1857
70,8.40477217843,8.90068832332,9.45358833891,3364
71,8.34423371108,9.97713673775,11.6995881362,405
72,6.82059217259,8.3832652069,10.4982472048,201
73,10.0258071085,12.5558081756,15.8308938831,239
74,5.06343356291,6.39229414627,8.06258331799,233
76,5.63546587897,6.51800491579,7.873768373,350
77,5.61923446073,6.19540655507,7.15048859785,734
78,10.2556423354,12.3284063668,15.0620553439,444
79,4.95319571492,5.46932731971,6.1493747323,882
80,7.85783860164,9.17077554506,10.800608522,376
81,4.01047897124,4.45446634253,4.84404860275,695
82,5.30199455304,6.39196032411,7.59514525744,241
83,5.79036434734,6.5846375743,7.67836193918,483
88,9.48319825556,12.2675085575,15.1907789779,234
89,5.26726618966,6.43070436314,7.71702030029,346
91,8.10775961119,8.84374767992,10.1401642156,676
92,5.63154831059,5.91902697108,6.29480241246,2825
94,9.19692247462,10.7886890234,12.379964836,407
95,4.8074007029,5.10480518789,5.4918303094,2053
