#OK
#SQL= select * from miniMDR1..FOF as m where m.snapnum = 85 order by np desc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2014-05-27 10:58:12.232 CEST
#QUERYTIME 20 millisec
#COLUMN 1 name=fofId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=level JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 4 name=NInFile JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=size JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=disp JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=disp_v JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=delta JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=angMom_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=angMom_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=angMom_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=angMom JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axis1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axis2 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis3 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 28 name=axis2_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 29 name=axis2_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 30 name=axis2_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 31 name=axis3_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 32 name=axis3_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 33 name=axis3_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 34 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 35 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 36 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 37 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
#fofId,snapnum,level,NInFile,x,y,z,vx,vy,vz,np,mass,size,disp,disp_v,delta,spin,angMom_x,angMom_y,angMom_z,angMom,axis1,axis2,axis3,axis1_x,axis1_y,axis1_z,axis2_x,axis2_y,axis2_z,axis3_x,axis3_y,axis3_z,ix,iy,iz,phkey
85001892815,85,0,1892815,348.8073,461.6745,883.0197,137.59,214.29,-266.6,221,1.92734088E12,0.2065,0.1413,210.0,696.8,0.1771,-1.30799999E13,1.34800002E13,5.2970002E12,1.95100001E13,0.1158,0.0646,0.0483,0.6813,0.7219,0.1215,0.1229,-0.2764,0.9532,0.7216,-0.6344,-0.277,357,472,904,994163911
85001892816,85,0,1892816,372.7894,436.1227,893.5084,238.63,120.57,-382.29,221,1.92734088E12,0.2196,0.1364,200.0,579.0,0.0284,2.48899987E12,-1.50200005E12,1.38999995E12,3.22200011E12,0.1007,0.0679,0.0618,0.8036,0.269,0.5309,-0.3859,-0.4436,0.8089,0.4531,-0.8549,-0.2527,381,446,914,994930723
85001892817,85,0,1892817,368.6257,494.4979,914.5739,-32.78,-324.86,-136.27,221,1.92734088E12,0.2424,0.1597,180.0,430.2,0.057,1.33500004E12,-6.0860001E12,-3.4869999E12,7.1399999E12,0.1109,0.0835,0.0787,0.9977,6.0E-4,0.0675,0.0673,-0.088,-0.9938,0.0054,0.9961,-0.0879,377,506,936,994307769
85001893586,85,0,1893586,391.16,487.6693,873.4279,-464.98,-1166.37,403.8,221,1.92734088E12,0.2198,0.1659,190.0,577.3,0.1105,3.3349999E12,-6.5050001E12,1.12799997E13,1.34500005E13,0.1391,0.0678,0.0592,0.7353,0.6498,0.1925,-0.5676,0.4353,0.6988,0.3703,-0.6231,0.689,400,499,894,991106627
85001893587,85,0,1893587,378.4496,430.4467,910.6938,143.82,-3.1,-158.75,221,1.92734088E12,0.2199,0.1273,200.0,576.8,0.0488,-2.43500004E12,2.06200006E12,-4.667E12,5.6539999E12,0.0921,0.0632,0.0608,0.3824,-0.6984,-0.605,-0.258,0.548,-0.7957,0.8872,0.4604,0.0294,387,440,932,993165145
85001893593,85,0,1893593,421.3775,470.0243,897.5701,-438.22,-234.29,-68.86,221,1.92734088E12,0.2052,0.118,230.0,710.2,0.0644,-2.56700003E12,7.7350003E10,-5.9680002E12,6.497E12,0.0766,0.0662,0.0603,0.6467,-0.5346,-0.544,-0.7379,-0.2583,-0.6235,0.1928,0.8047,-0.5615,431,481,919,993998513
85001893596,85,0,1893596,386.8694,463.9151,918.1098,104.56,204.6,-131.34,221,1.92734088E12,0.21,0.132,200.0,662.2,0.0497,-4.7339998E12,-1.80499998E12,-2.29799992E12,5.5629998E12,0.1043,0.0633,0.05,0.119,0.6777,-0.7256,-0.7499,0.5404,0.3817,0.6508,0.4987,0.5725,396,475,940,993908633
85001900868,85,0,1900868,396.312,472.5155,821.7684,-248.31,-55.11,374.79,220,1.91862001E12,0.2293,0.1456,200.0,505.9,0.0296,6.7730001E11,1.11799999E12,-3.09000012E12,3.35499991E12,0.1064,0.0775,0.0619,0.243,0.8287,-0.5041,-0.3544,0.5597,0.7491,0.903,-0.0034,0.4297,405,483,841,990968799
85001900869,85,0,1900869,416.4222,433.3381,854.0085,35.75,123.06,564.87,220,1.91862001E12,0.2261,0.1584,180.0,527.9,0.0383,1.40699999E12,-1.21800006E12,4.44E12,4.8139998E12,0.1273,0.0738,0.0583,0.9349,0.2734,0.2264,-0.3372,0.4847,0.8071,0.111,-0.8309,0.5453,426,443,874,991420059
85001900942,85,0,1900942,360.9915,425.2965,838.1317,57.37,-115.16,641.18,220,1.91862001E12,0.2129,0.1293,210.0,632.3,0.0371,2.41699992E12,-2.195E12,-2.12800006E12,3.89699994E12,0.0989,0.0672,0.0489,0.4206,0.4916,-0.7625,0.183,0.7772,0.602,0.8886,-0.3927,0.2369,369,435,858,997226034
85001900948,85,0,1900948,368.2231,458.9332,874.4789,428.54,-273.82,-416.07,220,1.91862001E12,0.2539,0.2532,440.0,372.6,1.1227,4.1779999E13,-1.84099998E13,3.4379999E13,5.7150001E13,0.2121,0.1036,0.0909,0.6686,0.7176,-0.1952,0.1125,0.1619,0.9804,0.7351,-0.6774,0.0275,377,469,895,997153933
85001901735,85,0,1901735,380.5375,481.8999,878.1064,342.94,-589.16,-618.34,220,1.91862001E12,0.2259,0.1868,180.0,529.7,0.0846,9.1699995E12,-3.44300008E12,4.20600008E12,1.06599998E13,0.1686,0.0604,0.0524,0.0394,-0.9033,-0.4271,-0.0977,0.4219,-0.9013,0.9944,0.0773,-0.0716,389,493,899,994036381
85001901736,85,0,1901736,393.8949,459.8589,858.159,-784.32,-94.65,1129.74,220,1.91862001E12,0.2253,0.1518,200.0,533.6,0.0196,-6.1390003E11,-2.13400001E12,-2.56300007E11,2.23599998E12,0.1128,0.079,0.0634,0.7373,0.6441,-0.2039,-0.0661,0.369,0.9271,0.6724,-0.67,0.3146,403,470,878,991143595
85001901738,85,0,1901738,430.0244,456.5521,913.3206,-165.15,-406.25,223.62,220,1.91862001E12,0.2254,0.1409,200.0,533.0,0.0391,-2.38200003E12,2.977E11,-3.58699998E12,4.3159999E12,0.0936,0.0759,0.0728,0.2123,0.967,-0.1411,-0.8967,0.2502,0.3653,0.3885,0.0489,0.9202,440,467,935,993864438
85001909930,85,0,1909930,392.6452,460.0408,879.8879,-456.46,448.64,-372.23,219,1.909899E12,0.2115,0.1242,200.0,642.1,0.0364,2.36399991E12,-4.6479999E11,-3.29800011E12,4.0840001E12,0.081,0.0732,0.0588,0.7836,0.0843,0.6156,0.0707,-0.9964,0.0465,0.6173,0.0071,-0.7867,402,471,901,993937572
85001909931,85,0,1909931,383.2274,483.8386,868.7672,-169.48,-1175.82,493.52,219,1.909899E12,0.2337,0.1534,180.0,475.7,0.0461,-2.03300004E10,-5.0119998E12,-2.52100005E12,5.6100001E12,0.1124,0.0822,0.064,0.2197,-0.6002,0.7691,0.489,-0.6144,-0.6192,0.8441,0.5122,0.1585,392,495,889,991130616
85001909932,85,0,1909932,383.0056,482.4149,876.0052,515.01,-1123.76,-297.63,219,1.909899E12,0.2154,0.1394,210.0,607.8,0.0581,5.8300002E12,-2.11199997E12,-9.4980001E11,6.273E12,0.091,0.0824,0.0656,0.08,0.1745,0.9814,0.6721,-0.7365,0.0762,0.7361,0.6535,-0.1762,392,493,897,994035024
85001909935,85,0,1909935,429.5536,463.9727,884.2825,-237.46,-137.92,-74.12,219,1.909899E12,0.2341,0.1735,180.0,473.2,0.1004,-2.97100011E12,-1.19099999E13,1.42299995E12,1.23500002E13,0.1341,0.0927,0.0588,0.9673,0.2303,-0.1061,-0.2504,0.9336,-0.2564,0.04,0.2746,0.9607,439,475,905,993976695
85001910069,85,0,1910069,402.0437,517.0142,833.092,-197.68,-215.43,218.91,219,1.909899E12,0.2188,0.1419,200.0,580.3,0.054,3.50300013E12,3.67000001E12,3.05199999E12,5.92E12,0.0956,0.0861,0.0596,0.7498,0.6493,-0.1276,-0.5858,0.741,0.3283,0.3077,-0.1714,0.9359,411,529,853,812464861
85001916495,85,0,1916495,395.7456,471.8842,853.9035,-545.1,-572.52,910.67,218,1.901178E12,0.2492,0.2039,410.0,390.5,1.3057,1.8960001E13,4.4809999E12,-6.8440002E13,7.116E13,0.1712,0.0829,0.0729,0.9047,0.3304,0.2691,0.3306,-0.9427,0.0461,0.2689,0.0473,-0.962,405,483,874,991116130
85001917155,85,0,1917155,418.1676,450.4119,831.1863,58.06,105.29,487.69,218,1.901178E12,0.2126,0.1228,200.0,629.5,0.021,3.33099991E11,4.52899996E11,2.2210001E12,2.29099989E12,0.0809,0.0754,0.053,0.6673,-0.6051,-0.4343,-0.1524,0.4599,-0.8748,0.7291,0.6499,0.2146,428,461,851,991025560
85001917241,85,0,1917241,366.3636,442.5413,868.933,979.23,696.85,731.95,218,1.901178E12,0.2192,0.1392,240.0,574.3,0.106,-9.6940002E12,-2.043E12,-7.284E11,9.9340004E12,0.0976,0.0758,0.0637,0.3953,0.8306,0.3923,-0.9077,0.2876,0.3056,0.141,-0.4769,0.8676,375,453,889,997157679
85001917242,85,0,1917242,345.2937,477.1766,882.0204,-27.59,-81.1,-29.77,218,1.901178E12,0.2318,0.1461,190.0,485.4,0.0549,5.6150002E12,-2.82800003E12,-1.40299993E11,6.2879999E12,0.1036,0.0798,0.0648,0.7135,-0.51,0.4804,-0.0391,-0.7136,-0.6995,0.6996,0.4802,-0.5291,353,488,903,994069500
85001917243,85,0,1917243,367.4647,489.0005,903.9373,12.1,-178.28,-232.63,218,1.901178E12,0.2071,0.1205,210.0,680.9,0.0402,-3.35599999E12,1.93800005E12,-1.65299998E12,4.21300011E12,0.0834,0.0665,0.0558,0.6854,-0.2048,0.6988,0.0411,-0.9472,-0.3179,0.727,0.2466,-0.6408,376,500,925,994057351
85001918042,85,0,1918042,391.8333,469.1279,891.1384,-649.93,-375.9,-423.02,218,1.901178E12,0.2111,0.1194,220.0,643.2,0.0508,-3.75499994E12,-3.31599997E12,1.28900006E12,5.1729997E12,0.0824,0.0684,0.0524,0.0942,0.1651,0.9818,0.485,-0.8688,0.0996,0.8694,0.4668,-0.1619,401,480,912,994027957
85001918043,85,0,1918043,408.3953,477.1954,884.1605,-609.25,-610.75,-11.38,218,1.901178E12,0.2391,0.1828,170.0,442.2,0.0539,3.399E12,-5.5279999E12,-2.93499988E12,7.122E12,0.1442,0.0915,0.0648,0.8439,0.4226,0.3304,0.536,-0.6907,-0.4855,0.0231,0.5868,-0.8094,418,488,905,993985563
85001918051,85,0,1918051,426.028,491.907,887.7568,-212.33,-458.02,248.52,218,1.901178E12,0.2209,0.1429,200.0,560.9,0.0316,3.09699989E12,-2.672E10,1.67599997E12,3.52200006E12,0.1033,0.083,0.0532,0.6034,0.6925,0.3954,-0.3451,-0.2202,0.9124,0.7189,-0.687,0.1061,436,503,909,994010878
85001918147,85,0,1918147,369.7549,503.9458,883.8299,109.88,-1005.27,161.9,218,1.901178E12,0.2325,0.1517,170.0,480.8,0.0405,4.6479998E12,2.12499995E12,6.8269998E11,5.1560002E12,0.1066,0.0866,0.064,0.2146,-0.8058,-0.552,-0.9687,-0.1035,-0.2255,0.1245,0.5831,-0.8028,378,516,905,809499887
85001918182,85,0,1918182,425.605,505.6575,852.6655,-34.34,-367.65,290.81,218,1.901178E12,0.2088,0.1193,220.0,664.4,0.0341,3.02099988E12,1.54500006E12,7.4139999E11,3.4730001E12,0.0819,0.0689,0.0523,0.569,-0.7784,0.2652,-0.4,-0.5437,-0.7378,0.7185,0.3138,-0.6207,435,517,873,812399583
85001925499,85,0,1925499,354.3128,428.1469,874.5322,443.12,128.86,32.88,217,1.89245699E12,0.2156,0.1394,190.0,600.4,0.0183,4.80999997E11,-1.83700003E12,9.4849997E11,2.12300005E12,0.1067,0.0719,0.0532,0.4973,0.6677,0.554,-0.4806,-0.3196,0.8166,0.7223,-0.6724,0.1619,362,438,895,997254317
85001925500,85,0,1925500,356.1129,428.3617,865.0745,556.9,100.42,369.76,217,1.89245699E12,0.216,0.1342,200.0,597.1,0.0323,-1.97299995E12,2.342E12,1.86000002E12,3.58299992E12,0.0921,0.0753,0.0619,0.3385,0.8875,-0.3128,0.5925,0.0573,0.8035,0.731,-0.4573,-0.5064,364,438,885,997255135
85001925501,85,0,1925501,334.1224,462.6416,913.0667,-83.05,324.84,-189.48,217,1.89245699E12,0.2182,0.1362,200.0,579.8,0.025,4.49999995E11,2.72000011E12,1.14700001E11,2.75900006E12,0.0993,0.0673,0.0643,0.8269,0.2967,0.4776,-0.0302,-0.8248,0.5647,0.5615,-0.4814,-0.673,342,473,934,994234035
85001926326,85,0,1926326,406.0365,449.1184,883.7986,-219.4,470.91,-366.58,217,1.89245699E12,0.2289,0.1629,180.0,501.9,0.0443,1.71399997E12,4.615E12,2.11199997E12,5.3570002E12,0.1243,0.0792,0.0689,0.4464,0.3286,-0.8323,-0.8752,0.3542,-0.3296,0.1865,0.8755,0.4457,415,459,905,993950709
85001926433,85,0,1926433,332.0883,503.6761,853.5123,-9.33,-443.61,110.69,217,1.89245699E12,0.2089,0.1232,200.0,660.3,0.0583,5.4860002E12,1.36800004E12,-2.72300009E12,6.276E12,0.0816,0.0765,0.0513,0.1216,-0.8911,0.4372,-0.5783,-0.4216,-0.6984,0.8067,-0.1679,-0.5666,340,515,873,809735932
85001926434,85,0,1926434,339.7186,499.1386,831.6678,48.18,-223.06,105.77,217,1.89245699E12,0.2256,0.183,170.0,524.3,0.0456,-1.41900002E12,3.617E12,4.27800003E12,5.7790001E12,0.1309,0.1172,0.0503,0.4153,0.7296,-0.5433,-0.2023,0.6563,0.7268,0.8869,-0.192,0.4202,347,511,851,997044457
85001926460,85,0,1926460,406.8858,516.0899,852.2614,-197.64,-473.59,26.04,217,1.89245699E12,0.2197,0.1492,170.0,567.4,0.0508,-2.60100011E12,-2.81200008E12,5.114E12,6.3900001E12,0.1074,0.0758,0.0703,0.4569,0.3406,0.8217,0.8893,-0.1953,-0.4135,0.0196,0.9197,-0.3922,416,528,872,812408758
85001933761,85,0,1933761,393.9571,479.7399,846.4443,-105.22,-416.33,880.75,216,1.88373598E12,0.2081,0.1322,210.0,664.7,0.0824,5.8530002E12,4.33600004E11,6.3919998E12,8.6779998E12,0.104,0.0631,0.0513,0.7274,0.4884,-0.482,0.1635,0.5589,0.813,0.6664,-0.6702,0.3267,403,491,866,991116846
85001933763,85,0,1933763,394.7768,473.3997,853.5521,-532.93,-674.24,510.6,216,1.88373598E12,0.2157,0.1289,220.0,597.0,0.05,-6.095E11,4.8889998E12,7.9710002E11,4.991E12,0.0887,0.0756,0.0546,0.0036,0.78,-0.6257,-0.8864,0.2922,0.359,0.4629,0.5534,0.6925,404,484,874,991116062
85001933853,85,0,1933853,360.379,479.3229,891.5278,187.21,19.97,-263.85,216,1.88373598E12,0.2293,0.1436,180.0,497.1,0.0163,-1.62999999E12,3.77299993E11,9.9110001E11,1.94499995E12,0.0876,0.0842,0.0763,0.8486,-0.5258,0.0586,0.0966,0.0451,-0.9943,0.5202,0.8494,0.0891,369,490,912,994060205
85001933854,85,0,1933854,374.2367,467.4905,916.7399,16.89,48.26,-290.6,216,1.88373598E12,0.1958,0.106,240.0,799.3,0.0729,6.0209999E12,1.75800005E12,1.96799994E12,6.574E12,0.0667,0.0621,0.054,0.9993,0.0331,-0.0163,0.0065,0.276,0.9611,0.0363,-0.9606,0.2756,383,478,938,994192301
85001934564,85,0,1934564,410.4072,447.597,886.9675,-327.59,375.69,-275.14,216,1.88373598E12,0.2232,0.1329,200.0,538.7,0.0411,-3.09600007E12,-2.39799999E12,-2.33099991E12,4.558E12,0.0895,0.0748,0.0633,0.1824,0.6907,0.6997,0.8414,-0.4778,0.2523,0.5087,0.5428,-0.6683,420,458,908,993953048
85001934565,85,0,1934565,414.4132,434.4237,874.41,7.6,456.75,-32.19,216,1.88373598E12,0.2247,0.1363,190.0,528.4,0.013,-1.09399998E12,-8.4350001E10,9.497E11,1.45099994E12,0.0922,0.0821,0.0574,0.8299,-0.3088,0.4647,-0.3928,-0.9148,0.0936,0.3962,-0.2602,-0.8805,424,444,895,991424025
85001934566,85,0,1934566,383.2867,444.993,858.8654,-437.32,360.83,622.58,216,1.88373598E12,0.2339,0.1558,200.0,468.4,0.0259,1.64400005E12,-2.30000008E12,4.02700009E11,2.8559999E12,0.1129,0.0909,0.0567,0.7605,-0.6082,-0.2273,-0.6253,-0.5919,-0.5085,0.1748,0.5289,-0.8305,392,455,879,991158454
85001934672,85,0,1934672,360.7818,510.7775,873.0756,-266.97,-819.86,-35.27,216,1.88373598E12,0.2228,0.1399,190.0,542.1,0.039,-2.42699993E12,-3.10000012E12,1.93300005E12,4.38599995E12,0.1021,0.0769,0.0565,0.0447,0.7618,0.6463,0.9238,-0.2777,0.2636,0.3803,0.5852,-0.7162,369,523,894,809503088
85001934691,85,0,1934691,385.442,503.1184,838.3477,-228.82,-444.91,104.73,216,1.88373598E12,0.2264,0.1507,210.0,516.2,0.0518,-1.87099998E12,4.8339998E12,1.77600004E12,5.4789999E12,0.105,0.0852,0.0663,0.9262,0.3759,0.0308,-0.377,0.92,0.1069,0.0119,-0.1106,0.9938,394,515,858,812454173
85001934692,85,0,1934692,378.2601,499.7434,888.0306,209.26,-1360.45,298.09,216,1.88373598E12,0.2321,0.1786,170.0,479.1,0.0618,2.55100007E12,-6.517E12,-3.97200012E12,8.0469998E12,0.1383,0.0916,0.0657,0.1398,0.491,-0.8599,-0.882,0.4564,0.1172,0.45,0.7421,0.4969,387,511,909,994046005
85001934694,85,0,1934694,428.7948,500.6846,871.0129,-22.7,-496.35,51.12,216,1.88373598E12,0.2193,0.1385,190.0,567.9,0.0312,-1.85000002E12,-9.2760002E11,2.86100003E12,3.53099999E12,0.0979,0.0749,0.0629,0.8263,-0.5316,0.1863,0.3977,0.3163,-0.8612,0.3989,0.7857,0.4728,439,512,891,812385270
85001942324,85,0,1942324,365.0704,426.1741,844.1132,-6.97,-111.02,753.25,215,1.87501498E12,0.2326,0.1663,180.0,474.0,0.0384,2.92599995E12,-2.30799992E12,-2.79999991E12,4.6619998E12,0.1292,0.0824,0.064,0.6339,0.6694,0.3874,-0.7645,0.4666,0.4448,0.117,-0.5781,0.8075,373,436,864,997229621
85001942325,85,0,1942325,334.7591,462.1424,842.0369,-58.37,-38.38,62.18,215,1.87501498E12,0.21,0.1206,210.0,644.6,0.0392,2.28300004E12,-3.04199998E12,1.52300002E12,4.09700008E12,0.0814,0.0654,0.0601,0.2795,-0.1151,0.9532,0.7822,-0.5485,-0.2955,0.5569,0.8282,-0.0633,342,473,862,997078195
85001942326,85,0,1942326,350.2221,482.411,863.3124,170.97,-209.62,277.98,215,1.87501498E12,0.2224,0.1525,190.0,542.3,0.0318,-1.14800001E12,2.38500001E12,-2.4529999E12,3.60899989E12,0.118,0.0717,0.0643,0.6568,-0.1369,-0.7415,-0.7529,-0.0642,-0.655,0.0421,0.9885,-0.1452,358,493,884,996990715
85001942333,85,0,1942333,356.7361,441.891,878.4313,884.84,237.73,-547.94,215,1.87501498E12,0.231,0.1617,200.0,484.0,0.0625,4.40200004E11,1.10500001E12,6.7230001E12,6.8279998E12,0.1161,0.0891,0.0684,0.41,-0.8644,-0.2911,0.912,0.3932,0.1169,0.0134,-0.3134,0.9495,365,452,899,994152216
85001943156,85,0,1943156,383.8418,467.6191,869.5212,513.28,-319.12,1851.36,215,1.87501498E12,0.2235,0.1515,190.0,533.9,0.0328,1.18899999E12,1.71199994E12,-3.11399993E12,3.74700009E12,0.1167,0.0727,0.0633,0.2136,0.3438,0.9144,0.797,-0.6026,0.0404,0.5649,0.7202,-0.4027,393,478,890,991135571
85001943157,85,0,1943157,382.664,490.3503,873.949,-329.26,-1283.66,443.21,215,1.87501498E12,0.2261,0.1417,200.0,515.9,0.0541,-3.59899988E12,1.48799999E12,-4.426E12,5.8960002E12,0.0937,0.085,0.0635,0.2156,0.757,0.6169,-0.7883,-0.2379,0.5674,0.5763,-0.6086,0.5455,391,502,894,991129291
85001943159,85,0,1943159,430.4039,419.9931,905.4388,389.67,-78.61,61.63,215,1.87501498E12,0.1944,0.1063,210.0,812.2,0.0219,1.69899996E12,6.961E11,1.32800001E12,2.266E12,0.0744,0.0582,0.0484,0.9783,0.0532,-0.2002,0.0080,0.9561,0.2928,0.207,-0.2881,0.935,440,430,927,993067959
85001943162,85,0,1943162,419.4904,478.5807,904.7615,-281.21,-431.91,-47.22,215,1.87501498E12,0.1995,0.1182,230.0,751.6,0.0554,4.5690001E12,-9.8800003E11,2.32700012E12,5.2220002E12,0.0955,0.0545,0.043,0.2799,-0.161,-0.9464,-0.5373,0.7907,-0.2934,0.7956,0.5907,0.1348,429,490,926,994000803
85001943265,85,0,1943265,337.3974,510.8825,830.5689,81.59,-283.12,438.74,215,1.87501498E12,0.2017,0.115,200.0,727.0,0.0523,1.50200005E12,-4.7819999E12,2.30799992E12,5.5180001E12,0.0733,0.0667,0.0581,0.1808,-0.0377,-0.9828,0.808,0.5754,0.1266,0.5607,-0.817,0.1345,345,523,850,809713826
85001950119,85,0,1950119,338.7753,497.7866,820.9271,-210.84,-165.67,357.39,214,1.86629397E12,0.212,0.1201,210.0,623.3,0.0442,-1.29099996E12,-3.50300013E12,2.59499989E12,4.5469999E12,0.0833,0.0664,0.0553,0.8848,-0.2791,-0.3732,-0.4268,-0.1641,-0.8893,0.187,0.9461,-0.2643,346,509,840,997043833
85001950830,85,0,1950830,405.4777,460.4564,845.8786,-399.73,-34.21,702.26,214,1.86629397E12,0.2302,0.1437,210.0,486.6,0.0404,-3.48999988E12,8.6669997E11,1.97499997E12,4.10300003E12,0.1055,0.0764,0.0602,0.0604,0.0671,-0.9959,-0.6359,0.7717,0.0134,0.7694,0.6325,0.0892,415,471,866,991144888
85001950831,85,0,1950831,417.9588,452.7856,831.9151,-37.56,-27.87,388.2,214,1.86629397E12,0.2204,0.147,190.0,554.7,0.0957,-2.82699996E12,2.66300005E12,-9.8730005E12,1.06099995E13,0.1098,0.0787,0.0575,0.4283,-0.7934,-0.4326,0.708,0.592,-0.3849,0.5615,-0.1414,0.8153,427,463,851,991025257
85001950943,85,0,1950943,345.8957,481.8194,861.3918,274.39,-109.23,98.8,214,1.86629397E12,0.2257,0.159,170.0,516.6,0.0884,1.00600004E13,3.45699988E12,3.14600011E12,1.10899998E13,0.1163,0.087,0.0644,0.7475,-0.1615,-0.6443,-0.5383,0.4211,-0.73,0.3893,0.8925,0.2278,354,493,882,996990931
85001950944,85,0,1950944,369.1761,474.995,860.4648,562.43,-427.91,612.35,214,1.86629397E12,0.2327,0.1626,190.0,470.9,0.0338,-8.7009998E11,-2.55899992E12,2.67199998E12,3.80099992E12,0.1211,0.0885,0.0623,0.6181,-0.2401,0.7485,-0.7681,-0.3871,0.5101,0.1673,-0.8902,-0.4237,378,486,881,996978547
85001950945,85,0,1950945,348.8865,482.8849,861.6199,174.42,-283.75,292.78,214,1.86629397E12,0.2296,0.1611,200.0,490.6,0.0711,-1.97600005E12,-8.9999999E11,-7.4570001E12,7.7670001E12,0.1167,0.0963,0.0548,0.9254,-0.047,0.3759,0.0050,-0.9906,-0.1364,0.3788,0.1281,-0.9165,357,494,882,996990739
85001950953,85,0,1950953,345.4554,472.5156,882.0219,167.43,-234.45,142.27,214,1.86629397E12,0.22,0.1457,200.0,557.4,0.0299,-2.70699987E12,-1.20100002E12,-1.35800003E12,3.25800008E12,0.0917,0.0822,0.0775,0.7158,0.0783,0.6939,-0.5003,-0.6358,0.5878,0.4872,-0.7679,-0.4159,353,483,903,994070001
85001950954,85,0,1950954,358.7417,463.914,875.1733,544.85,-600.69,-575.26,214,1.86629397E12,0.2277,0.1542,190.0,503.0,0.0516,1.01E12,4.5800001E12,3.45499999E12,5.8250001E12,0.1013,0.0909,0.0721,0.4384,0.2544,0.862,-0.5909,-0.641,0.4898,0.6772,-0.7241,-0.1307,367,475,896,994160854
85001951734,85,0,1951734,378.6576,467.8606,878.9641,763.45,-399.47,-984.48,214,1.86629397E12,0.2338,0.1538,190.0,464.6,0.016,1.20699997E12,3.05200005E11,1.23100004E12,1.75100002E12,0.1099,0.0905,0.0578,0.6249,-0.4699,-0.6235,0.513,0.8491,-0.1258,0.5885,-0.2412,0.7717,387,479,900,993940390
85001951735,85,0,1951735,388.4763,422.8607,914.8223,182.92,-210.39,-24.25,214,1.86629397E12,0.2459,0.1976,190.0,398.9,0.0765,1.61900003E12,7.5970002E12,3.57599989E12,8.5520003E12,0.1486,0.108,0.0722,0.432,-0.6711,0.6025,0.5004,-0.3774,-0.7792,0.7503,0.6381,0.1728,397,433,936,993162564
85001951846,85,0,1951846,332.4603,505.3721,889.7261,-312.72,-435.86,59.68,214,1.86629397E12,0.2081,0.1175,210.0,658.7,0.0578,1.51099998E12,2.36799997E12,5.126E12,5.8450001E12,0.0786,0.066,0.0569,0.7827,-0.4122,-0.4664,0.5423,0.8194,0.1859,0.3055,-0.3984,0.8648,340,517,911,809244616
85001951873,85,0,1951873,384.7155,501.7183,880.7324,-293.46,-1031.31,320.64,214,1.86629397E12,0.2116,0.1474,200.0,626.9,0.1099,-1.24100005E12,-2.96599998E12,-1.15800004E13,1.20199997E13,0.1105,0.0875,0.0423,0.8659,0.4846,-0.1243,-0.5002,0.8423,-0.201,0.0073,0.2362,0.9717,393,513,901,806576979
