85004308069 451.493700 543.082400 492.647700 1215828.140872 3647254.619936 270406.591580 0.018329 0.051093 0.003527 0.000000 0.000000
85000863812 461.932400 520.886500 481.250500 456886.371995 1483640.770982 159707.133287 0.046522 0.076000 0.017615 0.419359 9.014297
85005406211 506.150500 487.915500 455.758100 1066054.491360 2423710.300267 220760.570102 0.017155 0.047712 0.006636 0.229050 13.351439
85003424607 525.333100 512.537700 544.286100 1299125.625021 2321237.500446 622286.576787 0.019023 0.031715 0.009512 0.253664 13.334451
85004312942 537.775500 480.715800 486.049700 571338.995577 958195.089965 194140.156106 0.023887 0.036545 0.012610 0.230872 9.665020
85000908995 544.914800 485.261700 475.257500 619155.046933 930246.867559 301129.054633 0.040102 0.070348 0.015406 0.401372 10.008896
85000910710 497.561000 523.873300 455.071000 132632.974196 459694.440044 3882.987071 0.078400 0.143586 0.018729 0.402471 5.133535
85006200792 451.832700 459.196700 465.809500 89673.358747 108153.846815 60234.507053 0.050118 0.161286 0.002959 0.000000 0.000000
85007504096 459.212100 545.281700 456.095300 133672.625978 468081.192493 65425.017835 0.036910 0.090658 0.001791 0.181110 4.906852
85005630863 474.588200 495.317600 546.366000 10826084.374502 31590477.694961 2879090.489560 0.007059 0.018178 0.001463 0.000000 0.000000
85000006377 495.000900 526.404400 509.162600 681379.023963 1328887.025802 61718.931853 0.134853 0.312365 0.044410 1.477018 10.952808
85001328122 503.341700 454.234500 476.986000 293241.857582 418330.461707 169371.870745 0.050126 0.095054 0.022032 0.000000 0.000000
85000461241 507.738800 471.075400 509.178000 578231.160868 772856.158639 388317.956581 0.049171 0.075597 0.026729 0.494034 10.047312
85003291370 547.020900 494.368000 456.825200 2815783.186879 5032615.895319 916210.114505 0.014156 0.021701 0.006654 0.254167 17.955071
85003812493 520.328300 544.420600 459.132400 4296838.166180 6139797.643221 2417749.657357 0.011449 0.017255 0.005731 0.241078 21.056579
85008665062 505.304300 495.275300 478.855700 204915.299588 335789.940108 74636.959344 0.025501 0.042754 0.015061 0.173761 6.813871
85003017188 483.777800 516.770500 466.634800 437766.087543 755782.323828 156088.588492 0.032170 0.048319 0.015812 0.000000 0.000000
85002916181 483.498900 541.947300 488.504200 377967.314014 809380.065629 188736.095845 0.033567 0.052612 0.015046 0.264291 7.873518
85004541533 513.389200 484.673300 488.922700 522289.337655 1124315.919107 207692.936271 0.023892 0.037396 0.012732 0.206716 8.652124
85008052689 482.365200 531.688900 482.704300 63246.495630 95614.345272 30194.964426 0.046983 0.245232 0.015136 0.171420 3.648539
85006100525 460.477500 463.972800 544.845300 201528.078892 568180.971079 132406.498022 0.032010 0.045870 0.017912 0.198596 6.204255
85005330584 475.566400 532.647900 502.939100 1727692.048861 2869559.370327 612055.979797 0.015032 0.020659 0.009316 0.000000 0.000000
85005271833 520.139500 460.574600 467.537900 94492.240595 151656.169474 45553.010832 0.049882 0.106449 0.022310 0.000000 0.000000
85007373862 538.380600 451.804600 511.591200 284781.358024 657144.300651 215275.094815 0.026087 0.047459 0.007343 0.197513 7.571392
85002543648 525.024800 463.069800 522.097200 463100.327658 855571.485058 132201.030318 0.033254 0.074691 0.010622 0.000000 0.000000
85000894226 541.705100 452.651600 503.970500 344493.671787 1036062.325472 44925.057879 0.051219 0.075272 0.028947 0.401251 7.834043
85007909451 483.652300 529.760100 502.557800 187541.418750 222231.075468 130048.094920 0.030572 0.097893 0.015754 0.189159 6.187234
85002339729 492.292700 529.289700 456.064500 339973.856164 1157215.980222 98465.744982 0.033508 0.084243 0.010392 0.224018 6.685431
85008661786 489.343800 532.735400 510.462600 123030.921861 208450.940634 39922.185673 0.032349 0.057922 0.018478 0.168774 5.217215
85006377655 458.636800 547.164300 475.690400 582177.113997 874037.298156 291003.543488 0.021509 0.036485 0.007191 0.000000 0.000000
85000282665 512.480800 458.168400 451.973200 166416.340056 333677.450183 61561.133456 0.088793 0.175025 0.044974 0.513936 5.788002
85006013333 480.527900 531.463700 522.455800 226879.654615 1996679.652719 28969.273130 0.029871 0.076041 0.010301 0.224040 7.500190
85003341607 483.298100 455.203800 538.173700 315560.594134 1585339.231420 126907.911992 0.033175 0.056526 0.010052 0.254827 7.681271
85008504355 487.524600 511.578000 535.456400 917442.328762 3120069.104500 160044.151016 0.015820 0.022423 0.009227 0.000000 0.000000
85007504111 490.571600 533.847700 450.223200 1015330.770870 3217651.776374 404317.201055 0.016389 0.027174 0.005820 0.000000 0.000000
85008367821 497.564700 472.861300 452.993800 716355.620990 1081132.520535 346229.717649 0.017515 0.028094 0.008351 0.000000 0.000000
85002955651 478.731500 494.313200 454.193500 5966398.279251 13794508.460160 2172269.431512 0.009896 0.016555 0.003093 0.219479 22.177670
85005016396 475.717200 465.418200 527.909900 64717.893286 138925.697740 19155.554409 0.046892 0.080596 0.012904 0.195382 4.166648
85005022763 516.919900 482.142800 472.445600 212061.583568 504274.998321 39394.283660 0.033825 0.075186 0.011355 0.209243 6.186102
85007648707 485.809400 477.109300 462.646100 19719.593217 70142.145416 2880.928739 0.071017 0.438351 0.011048 0.157832 2.222450
85003991578 522.627100 454.114500 484.475700 182840.597441 2374014.523369 32327.482538 0.040218 0.069218 0.011684 0.245799 6.111733
85006013340 453.165700 495.543300 520.466600 288488.354953 595650.266065 66856.445819 0.028103 0.055776 0.010702 0.217381 7.735149
85007769424 479.728500 466.984800 528.007300 302318.083895 811230.821663 145433.177655 0.027625 0.042148 0.012942 0.000000 0.000000
85007636577 518.280200 528.937300 470.152500 864107.965458 1296688.612107 430926.278825 0.017666 0.030753 0.010823 0.000000 0.000000
85000116395 484.767300 544.077900 518.615900 175921.297375 446988.173499 67786.409230 0.122133 0.182762 0.062692 0.740471 6.062807
85003884038 476.841500 469.874700 493.730000 96516.571696 143237.035230 48911.638395 0.044806 0.074888 0.016203 0.190327 4.247793
85001385670 464.382900 521.408600 452.931100 947980.299592 1380569.184855 513776.259281 0.029729 0.070721 0.008843 0.345847 11.633472
85002364830 456.309900 494.692400 489.960500 162213.557135 316921.360596 46418.947214 0.052193 0.094266 0.013725 0.280448 5.373266
85004852834 545.054300 547.746900 531.008200 232431.770331 463939.983034 16060.433827 0.033738 0.138020 0.009299 0.217307 6.441025
85003170535 540.309300 481.467800 517.292100 1710236.118601 6762355.254568 91825.562826 0.016958 0.037893 0.010037 0.260522 15.362543
