#halo	rs		dc	Rvir(Rmax),Mvir=mp*Nlines
000000,0.00149428,1.62730875e+10,0.09679953,1553.00000000
000001,0.00944206,2.75431520e+07,0.05830882,343.00000000
000002,0.00593827,1.68824800e+08,0.07454056,712.00000000
000003,0.01540574,7.10978800e+06,0.05475078,284.00000000
000005,0.00354735,3.60523104e+08,0.05794939,334.00000000
000006,0.02997851,1.43876012e+06,0.05064959,221.00000000
000007,0.02522994,2.07445988e+06,0.05141421,236.00000000
000008,0.00463809,2.28721008e+08,0.06002571,372.00000000
000012,0.00440367,1.60914464e+08,0.05166040,240.00000000
000013,0.01058400,1.97193072e+08,0.13996498,4685.00000000
000014,0.01304490,2.73844560e+07,0.08280424,977.00000000
000017,0.00304376,6.45249216e+08,0.05872928,351.00000000
000019,0.01254382,5.29656600e+07,0.10050426,1744.00000000
000020,0.00888170,1.51968800e+08,0.10657597,2078.00000000
000021,0.00686319,7.18229360e+07,0.05673652,320.00000000
000023,0.02770329,7.90344960e+07,0.26209542,30689.00000000
000025,0.00093069,8.14820721e+10,0.10295478,1879.00000000
000026,0.01624662,9.08632100e+06,0.06575415,490.00000000
000028,0.01930536,3.58664350e+06,0.05150013,237.00000000
000031,0.00318504,5.35563904e+08,0.05915860,346.00000000
000032,0.01831314,9.98333700e+06,0.07532656,728.00000000
000033,0.02516959,1.70272762e+06,0.05231413,244.00000000
000034,0.00870972,1.41092672e+08,0.09695853,1557.00000000
000035,0.00444910,4.13085600e+08,0.07785357,808.00000000
000036,0.00331571,2.74763552e+08,0.05079957,237.00000000
000037,0.00271904,7.20096704e+08,0.05539421,296.00000000
000038,0.00568428,2.00530224e+08,0.07566069,748.00000000
000039,0.00516332,1.56663200e+08,0.06143278,403.00000000
000041,0.01034175,7.47352480e+07,0.09130403,1303.00000000
000043,0.01349104,8.23924650e+06,0.05217727,245.00000000
000044,0.00743305,1.00360816e+08,0.07516944,729.00000000
000045,0.00033869,2.38585004e+11,0.05265791,254.00000000
000046,0.01427509,2.38097040e+07,0.08236486,968.00000000
000047,0.00275778,6.50848896e+08,0.05521388,291.00000000
000048,0.00170799,1.09858929e+10,0.09383994,1415.00000000
000049,0.00891326,3.11792980e+07,0.05645433,305.00000000
000050,0.00153572,4.92511642e+09,0.06248908,416.00000000
000052,0.00338889,7.81562688e+08,0.07263500,664.00000000
000055,0.00289229,1.11797402e+09,0.07101192,616.00000000
000056,0.01217889,1.18717480e+07,0.05050473,226.00000000
000057,0.01671669,6.59805800e+06,0.05677037,323.00000000
000059,0.00160699,8.19376691e+09,0.08097595,917.00000000
000061,0.04160146,1.37397740e+07,0.19128060,11928.00000000
000062,0.01630732,6.21832100e+06,0.05583677,306.00000000
000063,0.04109862,2.53097000e+06,0.08515310,1059.00000000
000064,0.00196889,2.96927155e+09,0.06507999,473.00000000
000066,0.00682412,3.89001600e+07,0.04987148,219.00000000
000068,0.00534841,9.81755360e+07,0.05377794,272.00000000
000069,0.03169789,6.66551200e+06,0.10296746,1858.00000000
000070,0.01273311,8.87214400e+07,0.12523220,3365.00000000
000074,0.02114456,2.92491375e+06,0.05129787,234.00000000
000077,0.00400365,5.23881088e+08,0.07533728,735.00000000
000078,0.00965472,3.26310120e+07,0.06393717,445.00000000
000079,0.02650822,4.97616650e+06,0.08012249,883.00000000
000080,0.00038251,2.63843185e+11,0.06035414,377.00000000
000081,0.02749013,4.17050675e+06,0.07397767,696.00000000
000082,0.00144690,3.46648422e+09,0.05137847,242.00000000
000083,0.00515856,1.91905936e+08,0.06554941,484.00000000
000088,0.01069226,1.28975860e+07,0.05142550,235.00000000
000091,0.00394136,5.67570368e+08,0.07324438,677.00000000
000092,0.01952398,2.74586460e+07,0.11842006,2826.00000000
000095,0.01818072,2.52222140e+07,0.10633724,2054.00000000
000096,0.02587819,1.56695110e+07,0.12537721,3367.00000000
000098,0.00743502,5.84830880e+07,0.06044945,384.00000000
000100,0.01023671,2.67268900e+07,0.06264100,428.00000000
000101,0.02806921,2.53079950e+06,0.06516303,475.00000000
000102,0.00256202,9.75080128e+08,0.05736364,333.00000000
000105,0.00412114,4.00768032e+08,0.07069989,606.00000000
000106,0.00108986,8.37154509e+09,0.05211649,241.00000000
000107,0.02744710,1.77798620e+07,0.14129959,4805.00000000
000110,0.00547952,1.34481088e+08,0.05417069,273.00000000
000111,0.00662928,9.08515760e+07,0.06228242,421.00000000
000112,0.00895885,2.75011560e+07,0.05476300,287.00000000
000114,0.00229342,1.78927501e+09,0.06790633,542.00000000
000115,0.00399498,2.89955872e+08,0.05880501,351.00000000
000117,0.01950019,8.42088900e+06,0.07192035,639.00000000
000119,0.01548434,1.83784360e+07,0.08242163,957.00000000
000122,0.00054112,1.10899323e+11,0.06148866,406.00000000
000123,0.00799233,6.29013880e+07,0.07042743,616.00000000
000124,0.01636199,2.07066440e+07,0.09038828,1269.00000000
000126,0.00048519,1.33485748e+11,0.06078087,383.00000000
000127,0.01532307,2.19768460e+07,0.08500885,1075.00000000
000129,0.02060686,1.89048220e+07,0.10799450,2153.00000000
000131,0.00912126,4.02289760e+07,0.06450205,459.00000000
000132,0.00857337,2.76943960e+07,0.05296399,258.00000000
000133,0.01290347,6.57421520e+07,0.11075190,2317.00000000
000134,0.02162112,1.55566710e+07,0.10589135,2030.00000000
000135,0.00562320,1.30055208e+08,0.06148208,408.00000000
000136,0.04590139,7.83820812e+05,0.05675726,314.00000000
000137,0.00885738,1.92733880e+07,0.05006411,217.00000000
000141,0.00466669,1.94409680e+08,0.06106339,391.00000000
000143,0.00727589,1.90201168e+08,0.09750109,1590.00000000
000144,0.00921901,7.90911520e+07,0.08307751,986.00000000
000145,0.00019674,1.45251107e+12,0.05584716,302.00000000
000147,0.01232868,2.23251860e+07,0.07087413,609.00000000
000149,0.00959444,3.66763000e+07,0.06376269,442.00000000
000150,0.00504865,3.18759200e+08,0.08001605,875.00000000
000151,0.00371408,2.54278928e+08,0.04998168,223.00000000
000152,0.00654581,4.81004880e+07,0.05046254,223.00000000
000154,0.00577488,2.05421840e+08,0.07739861,807.00000000
000155,0.01896693,1.11263030e+07,0.07930198,855.00000000
000157,0.00554215,7.09136128e+08,0.11720265,2755.00000000
000159,0.01856824,4.78777650e+06,0.05425097,278.00000000
000161,0.00806923,2.59746460e+07,0.05157789,238.00000000
000162,0.00057866,5.69336259e+10,0.05782976,336.00000000
000163,0.01003387,2.08744000e+07,0.05778296,339.00000000
000166,0.00865424,2.70328160e+07,0.05343809,259.00000000
000167,0.01241302,1.33774450e+07,0.05503553,290.00000000
000168,0.01730296,5.28108000e+06,0.05536722,292.00000000
000170,0.00507490,4.38432096e+08,0.08888315,1202.00000000
000173,0.00073998,2.95899914e+10,0.05313699,266.00000000
000174,0.00639366,1.08829488e+08,0.06737692,531.00000000
000176,0.00708823,1.74108480e+08,0.08900540,1208.00000000
000179,0.00319072,6.26552768e+08,0.06271663,428.00000000
000181,0.00092985,4.90284401e+10,0.08154588,939.00000000
000182,0.00140209,3.90309427e+09,0.05305424,253.00000000
000183,0.03860640,3.50547150e+06,0.09422274,1426.00000000
000185,0.01001470,3.95727160e+07,0.07085774,610.00000000
000186,0.00816559,7.22468480e+07,0.07312607,674.00000000
000187,0.00873959,8.73261680e+07,0.08620418,1107.00000000
000188,0.00683773,1.81621168e+08,0.08917831,1216.00000000
000192,0.01178834,2.07052640e+07,0.06598514,498.00000000
000196,0.01042769,6.17318120e+07,0.09131487,1303.00000000
000198,0.00637739,6.96360640e+07,0.05246153,267.00000000
000199,0.00006762,1.28969672e+14,0.08728176,1137.00000000
000200,0.00713092,7.79602160e+07,0.06305997,438.00000000
000201,0.00289650,4.99458080e+08,0.05167106,243.00000000
000202,0.00126269,1.01826068e+10,0.07143806,632.00000000
000203,0.00877310,8.67858240e+07,0.08488324,1049.00000000
000204,0.02011360,2.98720660e+07,0.12904055,3664.00000000
000206,0.01170175,3.01308660e+07,0.07619289,756.00000000
000207,0.00313031,8.37944960e+08,0.06835687,549.00000000
000210,0.00022529,8.86009758e+11,0.05150362,238.00000000
000211,0.02019038,5.80536800e+06,0.06358144,441.00000000
000213,0.03091239,3.10293720e+07,0.19822140,13275.00000000
000214,0.01080150,1.29802264e+08,0.12227449,3126.00000000
000216,0.02983209,1.92465760e+07,0.15702184,6599.00000000
000217,0.02983285,4.15265700e+06,0.08306758,988.00000000
000221,0.00615990,6.07027920e+07,0.05434019,280.00000000
000224,0.00048716,1.00060496e+11,0.05510122,284.00000000
000225,0.00372633,2.72381600e+08,0.05163641,236.00000000
000228,0.00872569,4.13286200e+07,0.06317989,431.00000000
000231,0.00726670,1.09274200e+08,0.07563440,762.00000000
000232,0.00430844,8.53800384e+08,0.09843994,1633.00000000
000233,0.00803668,1.16044792e+08,0.08847381,1186.00000000
000234,0.01087942,2.47093020e+07,0.06473178,469.00000000
000235,0.00418213,4.13863680e+08,0.07188108,644.00000000
000236,0.00501192,1.18645472e+08,0.05337697,267.00000000
000237,0.00157291,3.23614259e+09,0.05126628,230.00000000
000238,0.01160683,4.75035640e+07,0.08666716,1126.00000000
000241,0.00396049,1.92690992e+08,0.05018950,224.00000000
000242,0.01038918,1.64320144e+08,0.13016045,3767.00000000
000243,0.01043237,3.17978160e+07,0.06763218,546.00000000
000245,0.05757529,1.90466588e+06,0.10347693,1887.00000000
000247,0.01144287,6.30365680e+07,0.09668495,1560.00000000
000248,0.04137773,1.84149500e+07,0.21546626,17046.00000000
000251,0.00229884,1.17973427e+09,0.05158193,241.00000000
000252,0.01768590,5.01404450e+06,0.05366165,271.00000000
000253,0.05231307,5.55523700e+06,0.15725604,6634.00000000
000256,0.01385405,3.98221360e+07,0.09924867,1672.00000000
000257,0.00155311,2.81462963e+09,0.05284671,272.00000000
000258,0.00424302,1.68161888e+08,0.05326733,258.00000000
000259,0.00034917,3.60679965e+11,0.05635371,308.00000000
000260,0.01205535,5.16552160e+07,0.09467759,1459.00000000
000261,0.00904381,2.81660800e+08,0.13805348,4488.00000000
000262,0.07715628,5.73851375e+05,0.07790333,810.00000000
