#haloID,c_low,c_mid,c_high,n_particles
42383,9.43608476528,9.53689207809,9.6193914673,232
42384,4.49648909483,4.54619446267,4.61432312847,281
42385,10.9110186893,11.0595958361,11.1594868315,247
42386,3.30909529104,3.35850090579,3.39163501104,288
42387,6.1931490524,6.22092125841,6.2438286041,738
42388,9.88122027279,9.9703044794,10.099300533,298
42389,4.56014564834,4.64017036986,4.69429702948,215
42390,5.30651125574,5.3602127612,5.40687630358,337
42391,6.21853339611,6.27466686935,6.33709662992,376
42392,5.97081106583,6.00900893246,6.05109286185,484
42393,7.29602421173,7.37366793304,7.45907656669,238
42394,7.1702510886,7.17338013577,7.17532619393,7558
42395,2.38911556807,2.41708568107,2.44462585091,330
42396,6.76263025995,6.77349690579,6.78291292196,1798
42397,9.61180092301,9.62271207216,9.62797534555,4508
42398,8.80524593663,8.83688399558,8.85566536215,1205
42399,7.61097875461,7.67278273269,7.78424046044,277
42400,6.07495787969,6.15376274673,6.22646794624,203
42401,10.0892330473,10.113147904,10.1456998668,956
42402,6.11269802513,6.16005226223,6.21487813249,420
42403,7.41830640007,7.47077826324,7.5016612654,567
42404,9.71621477299,9.77649654271,9.84264794664,455
42405,8.88089615497,8.97998844068,9.06686185778,328
42406,10.0249046671,10.0372382207,10.0512573004,2427
42409,7.02868258754,7.13221701013,7.21539179016,202
42410,7.80542928572,7.82284573999,7.84292889423,1145
42411,8.4120462479,8.50128708484,8.57731607007,301
42412,6.53510923826,6.62401163797,6.70857758124,266
42413,4.20792959687,4.26818194529,4.32237799147,229
42414,4.71807634989,4.78845315982,4.86279481385,208
42415,6.73585332773,6.77730113648,6.80535201622,626
42418,12.896284177,13.0491542393,13.1840505159,279
42419,3.63116039166,3.68783455996,3.73295711624,218
42420,8.37399371291,8.39233792248,8.40834703729,1273
42421,6.48038836154,6.50710493485,6.53322491505,749
42423,7.01217957164,7.11262631976,7.22751273177,209
42425,8.49503019319,8.55809728864,8.62082143545,380
42426,3.74506507684,3.82388124347,3.87929339908,201
42427,4.6142125288,4.67907604785,4.73253884083,230
42428,8.97430674298,9.04994637202,9.09719504722,427
42429,6.90913365571,6.95644603594,7.01331668158,351
42430,6.24140850515,6.25236269509,6.25907628197,2442
42431,6.43941734364,6.47986578148,6.52847824984,587
42432,8.40456814172,8.4894928703,8.59360598098,246
42433,9.20931612666,9.24802407891,9.29164356143,740
42434,4.67818479175,4.74888730324,4.82164555466,211
42435,2.39639113106,2.40889383476,2.42007257476,947
42436,5.93618851129,5.9717138795,6.01891482337,470
42437,4.78500326735,4.87066509437,4.92453527214,202
42439,7.71207584494,7.82591824968,7.92728795646,206
42440,6.08029117656,6.15560021099,6.21032431301,276
42441,8.24181621074,8.26049798082,8.28296857751,1297
42442,5.79521432783,5.80465772782,5.8156403814,1848
42444,4.76053879199,4.76264499593,4.76457483102,8712
42445,12.6230020885,12.7791740572,12.9441879806,202
42446,7.67568363597,7.69814162264,7.71458102446,1291
42447,6.50934432764,6.58658703745,6.65081084468,316
42448,5.51069026623,5.5814347555,5.64861649118,234
42449,4.64276615309,4.67987309982,4.72596052707,428
42450,9.96697609397,10.0530992695,10.1132803042,468
42451,7.06441714883,7.15162927962,7.24307860603,216
42452,8.59296824783,8.70366096012,8.79594433707,294
42453,6.78198992346,6.78438590051,6.78619825486,10642
42454,8.74689235774,8.84879114588,8.94124791402,337
42455,7.24369378151,7.31836738711,7.38619472085,265
42456,6.14450140222,6.19157884268,6.22136142499,438
42457,7.02072668952,7.02556143347,7.03503542483,2757
42458,4.28379388838,4.30262830937,4.31823234603,906
42459,7.17215164935,7.17743479759,7.18005065256,5377
42461,11.8937031513,12.0170915982,12.1225572919,360
42462,8.27997755117,8.32721186333,8.39267430381,346
42463,10.235537273,10.3599395231,10.5072227325,225
42464,9.97700659072,10.0024165387,10.0242471573,1418
42466,7.88090211922,8.03331891345,8.14998647409,201
42467,4.10032943219,4.16406900428,4.21364978183,206
42468,6.67887858894,6.73722145653,6.79804556954,469
42469,7.02369354033,7.15901209357,7.23831973114,213
