rs=      0.25326395 dc=    152.02238464 
rs=      0.22689092 dc=    198.66969299 
rs=      0.14824885 dc=    565.54449463 
rs=      0.14824885 dc=    565.54449463 
rs=      0.16393344 dc=    414.02886963 
rs=      0.09606645 dc=   1627.67138672 
rs=      0.09606645 dc=   1627.67138672 
rs=      0.09606645 dc=   1627.67138672 
rs=      0.09606645 dc=   1627.67138672 
rs=      0.09644588 dc=   1616.67871094 
rs=      0.07703257 dc=   2794.96459961 
rs=      0.07703257 dc=   2794.96459961 
rs=      0.07703257 dc=   2794.96459961 
rs=      0.07090480 dc=   3502.17407227 
rs=      0.07094558 dc=   3507.77954102 
rs=      0.05680724 dc=   6460.60546875 
rs=      0.05680724 dc=   6460.60546875 
rs=      0.05090592 dc=   8233.48828125 
rs=      0.03623863 dc=  21516.45507812 
rs=      0.03623863 dc=  21516.45507812 
rs=      0.03623863 dc=  21516.45507812 
rs=      0.03623863 dc=  21516.45507812 
rs=      0.02902367 dc=  37617.40625000 
rs=      0.02779650 dc=  42532.02343750 
rs=      0.02779650 dc=  42532.02343750 
rs=      0.02427353 dc=  62941.82421875 
rs=      0.01529217 dc= 222382.25000000 
rs=      0.01532818 dc= 221140.31250000 
rs=      0.01532818 dc= 221140.31250000 
rs=      0.01532818 dc= 221140.31250000 
rs=      0.01270047 dc= 382686.71875000 
rs=      0.01270047 dc= 382686.71875000 
rs=      0.01221859 dc= 428649.65625000 
rs=      0.01221859 dc= 428649.65625000 
rs=      0.01221859 dc= 428649.65625000 
rs=      0.01221859 dc= 428649.65625000 
rs=      0.01172651 dc= 483820.21875000 
rs=      0.01124154 dc= 547578.06250000 
rs=      0.01124154 dc= 547578.06250000 
rs=      0.01124154 dc= 547578.06250000 
rs=      0.01129112 dc= 541165.50000000 
rs=      0.01129112 dc= 541165.50000000 
rs=      0.00937100 dc= 934334.87500000 
rs=      0.00937100 dc= 934334.87500000 
rs=      0.00937100 dc= 934334.87500000 
rs=      0.00934556 dc= 942796.56250000 
rs=      0.00883240 dc=1112654.12500000 
rs=      0.00570986 dc=3722544.00000000 
rs=      0.00570986 dc=3722544.00000000 
rs=      0.00543063 dc=4318040.50000000 
rs=      0.00543063 dc=4318040.50000000 
rs=      0.00521736 dc=4864195.00000000 
rs=      0.00521736 dc=4864195.00000000 
rs=      0.00521736 dc=4864195.00000000 
rs=      0.00521736 dc=4864195.00000000 
rs=      0.00521736 dc=4864195.00000000 
rs=      0.00521736 dc=4864195.00000000 
rs=      0.00521736 dc=4864195.00000000 
rs=      0.00450005 dc=7538477.50000000 
rs=      0.00450005 dc=7538477.50000000 
rs=      0.00450005 dc=7538477.50000000 
rs=      0.00454322 dc=7339268.50000000 
rs=      0.00427240 dc=8801846.00000000 
rs=      0.00427240 dc=8801846.00000000 
rs=      0.00427240 dc=8801846.00000000 
rs=      0.00432073 dc=8516341.00000000 
rs=      0.00432073 dc=8516341.00000000 
rs=      0.00432073 dc=8516341.00000000 
rs=      0.00432073 dc=8516341.00000000 
rs=      0.00401415 dc=10588140.00000000 
rs=      0.00401415 dc=10588140.00000000 
rs=      0.00392005 dc=11369501.00000000 
rs=      0.00395864 dc=11048877.00000000 
rs=      0.00321068 dc=20571002.00000000 
rs=      0.00321068 dc=20571002.00000000 
rs=      0.00321068 dc=20571002.00000000 
rs=      0.00321068 dc=20571002.00000000 
rs=      0.00321068 dc=20571002.00000000 
rs=      0.00324316 dc=19969162.00000000 
rs=      0.00000000 dc=1272118609427007101162487808.00000000 
rs=      0.00000000 dc=1272118609427007101162487808.00000000 
rs=      0.00000000 dc=1272118609427007101162487808.00000000 
rs=      0.00000000 dc=1657337391125753387590615040.00000000 
rs=      0.00000000 dc=1657337391125753387590615040.00000000 
rs=      0.00000000 dc=1657337391125753387590615040.00000000 
rs=      0.00000000 dc=1657337391125753387590615040.00000000 
rs=      0.00000000 dc=1657337391125753387590615040.00000000 
rs=      0.00000000 dc=2735668565799387442409208020992.00000000 
rs=      0.00000000 dc=2735668565799387442409208020992.00000000 
rs=      0.00000000 dc=2735668565799387442409208020992.00000000 
rs=      0.00000000 dc=2735668565799387442409208020992.00000000 
rs=      0.00000000 dc=2371324769019842279165963272192.00000000 
rs=      0.00000000 dc=2371324769019842279165963272192.00000000 
rs=      0.00000000 dc=15524252927306353310957568.00000000 
rs=      0.00000000 dc=15524252927306353310957568.00000000 
rs=      0.00000000 dc=10279317854944627064307712.00000000 
rs=      0.00000000 dc=10279317854944627064307712.00000000 
rs=      0.00000000 dc=10279317854944627064307712.00000000 
rs=      0.00000000 dc=10279317854944627064307712.00000000 
rs=      0.00000000 dc=10279317854944627064307712.00000000 
rs=      0.84455866 dc=    111.68046570 
rs=      0.71638858 dc=    150.31480408 
rs=      0.61228240 dc=    202.18539429 
rs=      0.63116968 dc=    189.58451843 
rs=      0.53125358 dc=    264.69000244 
rs=      0.42629606 dc=    409.23495483 
rs=      0.42629606 dc=    409.23495483 
rs=      0.41217068 dc=    439.30572510 
rs=      0.39538133 dc=    478.11462402 
rs=      0.37824258 dc=    524.02459717 
rs=      0.31377718 dc=    776.75689697 
rs=      0.30898410 dc=    802.68499756 
rs=      0.29516417 dc=    886.58697510 
rs=      0.27776310 dc=   1013.15148926 
rs=      0.27052400 dc=   1067.75500488 
rs=      0.25681147 dc=   1197.35388184 
rs=      0.24706025 dc=   1307.89831543 
rs=      0.22838598 dc=   1557.54577637 
rs=      0.17248778 dc=   2960.43945312 
rs=      0.16963789 dc=   3077.45800781 
rs=      0.16831800 dc=   3131.95825195 
rs=      0.16707492 dc=   3186.47973633 
rs=      0.16907589 dc=   3066.52124023 
rs=      0.16316351 dc=   3333.59399414 
rs=      0.16068867 dc=   3456.98144531 
rs=      0.14002089 dc=   4774.43652344 
rs=      0.11593189 dc=   7532.22802734 
rs=      0.11289663 dc=   8036.91601562 
rs=      0.11289663 dc=   8036.91601562 
rs=      0.11368061 dc=   7864.50683594 
rs=      0.10642782 dc=   9223.06738281 
rs=      0.10635247 dc=   9240.39550781 
rs=      0.10375687 dc=   9828.16992188 
rs=      0.10303755 dc=   9997.79199219 
rs=      0.10178458 dc=  10307.59277344 
rs=      0.09832636 dc=  11234.58496094 
rs=      0.09977677 dc=  10751.97851562 
rs=      0.09855325 dc=  11070.61230469 
rs=      0.09855325 dc=  11070.61230469 
rs=      0.09606063 dc=  11796.34570312 
rs=      0.09467496 dc=  12235.36328125 
rs=      0.09467496 dc=  12235.36328125 
rs=      0.09285028 dc=  12835.39257812 
rs=      0.09285028 dc=  12835.39257812 
rs=      0.09285028 dc=  12835.39257812 
rs=      0.09101482 dc=  13475.23535156 
rs=      0.08979318 dc=  13948.59667969 
rs=      0.08847813 dc=  14465.83886719 
rs=      0.08670048 dc=  15222.47363281 
rs=      0.07943141 dc=  18966.65039062 
rs=      0.08185345 dc=  17503.58203125 
rs=      0.07921214 dc=  19035.15820312 
rs=      0.07921214 dc=  19035.15820312 
rs=      0.07904251 dc=  19120.93945312 
rs=      0.07885364 dc=  19220.77929688 
rs=      0.07885364 dc=  19220.77929688 
rs=      0.07693747 dc=  20472.66601562 
rs=      0.07596032 dc=  21147.54687500 
