# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
85001786107,386.463000,478.324000,899.770600,29.751879,56.573933,8.282903,0.412620,234,235
85001786108,408.174100,485.170200,877.775700,11.910763,14.639257,9.231337,0.344875,234,235
85001786109,383.740600,431.703900,913.077100,10.543775,12.962143,8.143806,0.395863,234,235
85001786111,423.100900,481.533800,866.480600,30.922292,39.010238,22.972058,0.402358,234,235
85001786193,373.402800,500.975900,889.169100,17.028077,20.469729,13.670929,0.361560,234,235
85001786209,381.889800,505.626200,902.364000,46.179475,73.532848,19.335545,0.461022,234,235
85001786225,429.466400,495.914400,895.833200,8.302946,10.177700,6.441181,0.470058,234,235
85001792680,413.275900,439.851100,829.653200,17.882087,22.607208,13.206834,0.500275,233,234
85001792681,405.477400,473.494100,852.647900,12.509400,14.649320,10.357696,0.397880,233,234
85001792762,369.503100,421.810100,839.783700,10.466789,11.787049,9.152910,0.332805,233,234
85001792769,338.408500,442.296400,821.589500,19.430602,28.660861,10.117048,0.334371,233,234
85001792770,366.494500,422.379300,863.154400,19.189926,24.798251,13.617857,0.413811,233,234
85001792779,354.896400,435.809800,910.143700,11.729005,16.502575,6.970524,0.309274,233,234
85001793453,382.000300,473.783100,877.276800,4.724255,5.764108,3.677227,0.375656,233,234
85001793454,378.173800,468.019500,859.263400,17.283147,21.343260,13.190418,0.352371,233,234
85001793548,340.056700,514.125700,898.386900,26.380687,31.962607,20.686104,0.381126,233,234
85001793574,404.659700,517.040800,882.911300,15.934242,18.346851,13.486357,0.325382,233,234
85001799975,354.104000,455.596300,823.004500,6.413181,7.207549,5.601406,0.333139,232,233
85001799976,356.105400,494.255800,862.324700,21.040027,30.240617,11.971032,0.334794,232,233
85001799982,359.556500,450.273600,871.850200,13.315912,15.564040,11.118906,0.411069,232,233
85001799983,369.740600,430.481800,884.242100,12.726493,14.871738,10.550184,0.320897,232,233
85001799984,345.265100,461.235500,914.573100,8.702567,10.137983,7.269776,0.386173,232,233
85001800641,402.270300,453.293700,873.522200,23.891861,34.972833,13.085475,0.347562,232,233
85001800642,386.771300,462.073200,863.874600,25.484876,30.537892,20.424119,0.463685,232,233
85001807189,408.060000,463.193500,822.536500,19.174034,24.703737,13.726140,0.354920,231,232
85001807196,423.645400,438.452300,844.320400,7.328040,8.647473,5.984956,0.371273,231,232
85001807275,359.090800,454.207100,839.754500,7.755298,9.764203,5.737817,0.647087,231,232
85001807284,367.855700,489.716900,876.493800,14.734087,18.791301,10.749917,0.405895,231,232
85001808003,379.539900,439.925300,882.501500,20.680001,26.095399,15.125733,0.446111,231,232
85001808004,385.899000,471.812400,865.220800,28.597222,38.380562,19.068658,0.407566,231,232
85001808114,363.618200,505.669000,821.551200,5.969740,7.190464,4.712823,0.272255,231,232
85001814804,411.703000,474.417000,844.275600,8.219993,9.748661,6.700290,0.358590,230,231
85001814897,342.481400,484.210600,830.817600,23.752270,33.888372,13.852077,0.356715,230,231
85001814898,363.729100,448.087100,843.469100,10.171070,12.765267,7.604206,0.337940,230,231
85001814899,366.318600,427.448300,848.017500,7.943816,9.164903,6.744548,0.330948,230,231
85001814900,336.785100,461.360800,844.194300,30.171028,46.021905,14.446320,0.431263,230,231
85001815563,426.572500,426.156600,891.508400,21.388730,25.141892,17.600165,0.482405,230,231
85001815564,393.024900,481.096900,917.071800,13.180484,19.130423,7.196283,0.292543,230,231
85001822084,400.955600,422.565000,853.214600,12.487401,15.623601,9.360663,0.341501,229,230
85001822189,374.262300,461.654400,884.193300,23.849420,41.983614,5.267087,0.341830,229,230
85001822190,362.311600,478.036300,890.637600,12.973937,16.494141,9.518566,0.299304,229,230
85001822191,339.663600,491.073800,893.060100,26.297667,35.898081,16.797501,0.393831,229,230
85001822914,420.945600,476.980600,885.474200,50.616828,315.719110,9.557845,0.384589,229,230
85001823019,389.442800,503.454000,841.014600,14.430499,17.064509,11.817322,0.304068,229,230
85001823023,424.154900,499.498500,892.088600,19.936447,26.085778,13.909303,0.395173,229,230
85001829125,378.147000,452.477500,856.982700,10.302264,11.740290,8.833194,0.593920,228,229
85001829860,372.096400,450.288800,836.937400,129.391184,994.447789,9.922698,0.565252,228,229
85001829861,370.585500,425.553500,845.206300,11.276281,13.278058,9.257920,0.476910,228,229
85001829862,366.915000,432.370900,858.669300,19.354776,26.543084,12.118957,0.344160,228,229
85001830596,378.281200,489.614800,908.270800,16.960814,39.608980,4.022254,0.363307,228,229
85001830712,413.844900,502.548000,909.199300,16.107246,58.728666,5.432524,0.341182,228,229
