#ID, Rs, Dc, R200, Mvir, xoff, rho_rms, niter
00000   1.91370850e+01   1.67744219e-01   2.07111588e+02   3.08567993e+02   7.48154894e-03   7.27737248e-02           29
00001   1.81791897e+01   3.89978709e-03   2.06750275e+02   6.09700012e+00   1.99393295e-02   2.48928398e-01           28
00002   1.94087620e+01   7.94615000e-02   2.07091110e+02   1.51112000e+02   1.50744170e-02   1.09953552e-01           29
00003   1.82020988e+01   2.74159992e-03   2.04166489e+02   4.25099993e+00   1.92384217e-02   1.12643294e-01           23
00004   1.92617302e+01   1.50657026e-02   2.06998154e+02   2.78590012e+01   2.16077566e-02   1.55093953e-01           27
00005   1.67794895e+01   3.27199744e-03   2.06621857e+02   4.31599998e+00   2.32400391e-02   2.04035267e-01           25
00006   1.61964722e+01   7.15780538e-03   2.06462677e+02   8.48900032e+00   1.31443134e-02   5.54053009e-01           25
00007   2.01525822e+01   2.82192938e-02   2.06937759e+02   5.86949997e+01   9.74365603e-03   2.44021893e-01           27
00008   1.90436897e+01   2.11120415e-02   2.06884155e+02   3.84150009e+01   1.57330167e-02   4.43258435e-02           21
00009   2.35431747e+01   3.46930139e-03   2.06487503e+02   1.03740005e+01   1.85969267e-02   1.55168667e-01           28
00010   1.91805134e+01   4.04560752e-02   2.06996521e+02   7.47630005e+01   1.21891452e-02   1.77195415e-01           26
00011   1.82732449e+01   1.39438212e-02   2.06767395e+02   2.23600006e+01   2.09077951e-02   1.41163349e-01           30
00012   1.92050724e+01   5.93789965e-02   2.06998154e+02   1.09798004e+02   1.89524777e-02   1.57153532e-01           27
00013   1.99020176e+01   5.20929731e-02   2.07111588e+02   1.05079002e+02   9.16632637e-03   1.10649839e-01           30
00014   1.98463097e+01   1.56576596e-02   2.07006790e+02   3.10960007e+01   8.83569010e-03   1.32800728e-01           28
00015   1.88236885e+01   6.33152798e-02   2.07040497e+02   1.12085999e+02   1.21149560e-02   2.45825842e-01           28
00016   1.90230293e+01   3.09928898e-02   2.07006790e+02   5.55750008e+01   1.10110054e-02   1.86372325e-01           28
00017   1.94414825e+01   1.71821583e-02   2.06969940e+02   3.25520020e+01   1.11254342e-02   1.54898673e-01           30
