#npart f_downsample c_low c_med c_up c_vel
330 1000.0 5.95526331105 6.00271687661 6.0493187514 7.36192690964
330 1000.0 6.10620637596 6.1434548944 6.21798148833 6.30443008106
330 1000.0 7.53187862765 7.59742865103 7.66157471546 9.41539140631
330 1000.0 7.47098525019 7.54890020089 7.62395100634 8.57740655751
330 1000.0 6.15178979242 6.21763018348 6.25218194831 8.10923121592
330 1000.0 5.22885365021 5.27549081839 5.33063783174 5.84710668177
330 1000.0 5.40596612726 5.47084947575 5.50887370212 6.18124224034
330 1000.0 6.04971548166 6.11688364694 6.17631863792 7.42578093056
330 1000.0 7.01198851213 7.08893943983 7.14795109108 7.87255523646
330 1000.0 6.51203033497 6.56614717679 6.62636880834 7.06781914092
330 1000.0 7.98340030787 8.07893659097 8.14872560146 8.28317026455
330 1000.0 7.72283906014 7.81291254051 7.85739352464 8.45906262784
330 1000.0 6.5506260629 6.62097734919 6.68096077308 7.89338657863
330 1000.0 5.77222133029 5.82690114216 5.88038871901 8.07453511341
330 1000.0 4.95730358665 5.00739534778 5.04879891061 5.59394917126
330 1000.0 6.26700344177 6.32833232629 6.37826838725 7.05775780795
330 1000.0 8.67068461139 8.75666021301 8.82778750845 10.8198271141
330 1000.0 6.17646145321 6.22785896331 6.28125575501 6.37598876379
330 1000.0 6.76529209788 6.84204202501 6.90457806289 7.90720980725
330 1000.0 5.26675901502 5.32305212589 5.37432181512 6.98099818941
330 1000.0 5.79479278075 5.86585932798 5.92967222537 7.37547178399
330 1000.0 7.02168980136 7.08246802691 7.16014997965 7.1864799567
330 1000.0 8.11218392426 8.20008237923 8.27221012687 8.31225896106
330 1000.0 5.57731938263 5.62870391084 5.67549481101 6.55872060432
330 1000.0 5.65496620319 5.69761181631 5.74757628575 8.50726624107
330 1000.0 6.01172170092 6.0778114389 6.14289322049 8.66585474696
330 1000.0 6.00879433304 6.07299517205 6.12799483588 6.59977863425
330 1000.0 6.37063243691 6.45537138829 6.50359753205 7.69104354201
330 1000.0 7.21723393148 7.2903579153 7.37318340891 7.95151384104
330 1000.0 5.45316805279 5.51009852317 5.54738849504 6.30679876495
330 1000.0 6.21543560784 6.3031092678 6.36568307169 6.44108990869
330 1000.0 6.56994209208 6.63601333379 6.69878352818 6.85307478381
330 1000.0 6.18174589662 6.24136659409 6.29190326162 6.59922322101
330 1000.0 7.41887241959 7.49420461664 7.5617636737 7.90631082775
330 1000.0 6.07283040766 6.12347513109 6.19404443855 6.78042805619
330 1000.0 7.07629808048 7.14254414954 7.19700312363 8.66584435125
330 1000.0 6.70646716706 6.77100462359 6.82709926588 7.46372491555
330 1000.0 6.20407753638 6.25070912475 6.3065726225 7.97909571411
330 1000.0 6.28022753655 6.34700068877 6.40393105016 6.2857754185
330 1000.0 9.65660704889 9.74881696273 9.84170746531 10.5063282163
330 1000.0 8.32951206863 8.39787148924 8.46898026123 9.64208182883
330 1000.0 6.13914244366 6.19539111141 6.25759898613 6.76045009164
330 1000.0 4.92979735852 4.97500093685 5.01915078234 7.21934004755
330 1000.0 6.73405363134 6.80133175658 6.86547506019 8.36696844381
330 1000.0 6.30319349344 6.37319387582 6.43823491374 6.77392434088
330 1000.0 5.60245357727 5.65562529857 5.71290989218 6.46141372592
330 1000.0 6.6712787829 6.72648412077 6.78040339425 8.98058154528
330 1000.0 5.2883717292 5.34617268999 5.37241993545 5.69389216583
330 1000.0 6.29781228212 6.35540235848 6.40166123785 6.9296549919
330 1000.0 6.0276202143 6.0830864943 6.15156979234 8.56778577909
330 1000.0 7.71064148178 7.79741359074 7.87353311622 9.5895654504
