#npart f_downsample c_low c_med c_up c_vel
208 1000.0 5.24593214488 5.39745925526 5.51876910644 7.17812976509
208 1000.0 6.05568749641 6.12842031694 6.19850971256 7.66719777055
208 1000.0 5.79848952893 5.9094657808 6.00395641876 7.07262888857
208 1000.0 7.32590576661 7.42482948188 7.55105446096 9.46865350595
208 1000.0 6.94750105856 7.06647210998 7.1835502069 9.14080157447
208 1000.0 5.83684595927 5.91637764074 5.98538296488 6.5405628769
208 1000.0 8.4019022841 8.53675309422 8.66600931986 8.6702541993
208 1000.0 6.18727952738 6.2909983297 6.40038747583 6.43981746605
208 1000.0 4.88957859474 4.95597157219 5.04387537673 5.393409255
208 1000.0 6.05015530374 6.14929381453 6.25745710056 8.64836737267
208 1000.0 8.13800674834 8.29395693877 8.442824199 11.0298480492
208 1000.0 5.83271300315 5.94446043104 6.03394701108 7.71338546093
208 1000.0 5.32278388975 5.4046794989 5.49528806154 7.2639892074
208 1000.0 4.74947258198 4.84379238755 4.92543226537 6.93632179841
208 1000.0 6.91935984952 7.01017838653 7.09637570601 9.3558626981
208 1000.0 5.44168412274 5.53909091376 5.62401167313 7.05033645883
208 1000.0 9.91875320632 10.0456545977 10.1810696606 13.4341198669
208 1000.0 8.39676760281 8.4794055983 8.59488137166 9.56713465495
208 1000.0 5.64433302566 5.71702613527 5.79594160347 6.04412049831
208 1000.0 5.78834512708 5.86605874824 5.95511377346 7.88850564479
208 1000.0 10.3173779829 10.4514054851 10.6402884642 12.2013590465
208 1000.0 7.17941673661 7.2762747255 7.40679087311 8.29006680411
208 1000.0 5.27043297291 5.34561343116 5.39241392922 6.64952740592
208 1000.0 5.08828044487 5.16054430326 5.21820790336 6.72292361377
208 1000.0 6.15089649939 6.26287426062 6.33977676956 7.11969317002
208 1000.0 6.61536357852 6.73634966146 6.85290566724 6.70748305501
208 1000.0 6.15768629393 6.24455219114 6.31480608351 7.88016137706
208 1000.0 6.48169970282 6.580077231 6.64582503043 6.81841879274
208 1000.0 5.28159901787 5.36857989798 5.4444158036 6.51168135046
208 1000.0 4.12403377082 4.17785583565 4.24098520864 4.76862004743
208 1000.0 5.62445903592 5.72405979483 5.80243029902 7.2548646773
208 1000.0 6.59006558689 6.67856126481 6.79263411652 7.15610414872
208 1000.0 5.4024959733 5.48436511593 5.56247478278 7.18901879053
208 1000.0 7.45950352076 7.54425744943 7.66577031256 8.47887210622
208 1000.0 6.67330705585 6.74895157659 6.85842904742 7.35356152122
208 1000.0 6.59819924597 6.696025243 6.78266446882 7.68077754298
208 1000.0 6.23241610354 6.3709586661 6.46349401198 6.89327076987
208 1000.0 7.33509318621 7.41508078118 7.51490019723 9.67730699723
208 1000.0 5.5454491022 5.62896638207 5.72028743925 6.05068285015
208 1000.0 7.61108462014 7.74249713471 7.86195238721 9.69910641118
208 1000.0 5.39868593973 5.51060174164 5.60391255047 5.55865218454
