#npart f_downsample c_low c_med c_up c_vel
285 1000.0 5.69648123854 5.76860291084 5.81736254275 6.28247122321
285 1000.0 5.6096444681 5.67649457472 5.74901337311 6.35662379678
285 1000.0 6.19436166862 6.28286773743 6.35668050374 7.35168848737
285 1000.0 7.66830549724 7.74781061715 7.84162812505 9.46649418737
285 1000.0 9.43299041165 9.58577943019 9.64076150211 12.1708810114
285 1000.0 6.67009007509 6.73489942385 6.80767397111 7.84213377347
285 1000.0 10.7223613887 10.8309014136 10.935661697 13.7284910816
285 1000.0 7.28309159113 7.36576274664 7.449545627 10.6370032432
285 1000.0 7.79809687752 7.87128368765 7.93756031518 8.38091001889
285 1000.0 8.27805827101 8.39087197255 8.47901129922 9.3426164122
285 1000.0 5.81321374418 5.88271033154 5.95024787053 6.36671767164
285 1000.0 7.24600869717 7.33089942791 7.38855308327 9.56381542675
285 1000.0 6.26944081487 6.35033332326 6.42365700205 7.18093707314
285 1000.0 7.84096516696 7.92474614722 8.00076321102 8.3898225939
285 1000.0 5.05201871088 5.11202997675 5.18167525525 6.16697212115
285 1000.0 4.58020833819 4.62249730275 4.6786956848 6.91219235062
285 1000.0 7.49244653361 7.59333357196 7.67796155255 9.8737860103
285 1000.0 6.94728522765 7.02297428434 7.09177540897 7.86936448261
285 1000.0 7.05163209673 7.13429987169 7.21851796491 7.5483118251
285 1000.0 4.95426453072 5.00357004234 5.05753493783 5.64830779775
285 1000.0 5.68740926277 5.75572244726 5.79959082505 6.48504969469
285 1000.0 5.63023758017 5.71194341529 5.78466110796 6.35149953181
285 1000.0 5.32827607607 5.37408951294 5.43301628962 7.12433297181
285 1000.0 5.77751771325 5.85656585691 5.91474393168 5.9441713608
285 1000.0 7.43114326732 7.50550370712 7.60062835795 8.64017082206
285 1000.0 5.03246465298 5.07339413529 5.13785907695 6.14299023131
285 1000.0 5.76502824147 5.82638103697 5.8817096321 7.13672623707
285 1000.0 3.91215472882 3.94910272077 3.9917973875 4.40535673636
285 1000.0 7.93132337868 8.01921306733 8.10756812875 9.38886889263
285 1000.0 5.60176099262 5.67200695582 5.72991297783 5.5882493127
285 1000.0 6.50663211111 6.5814830554 6.66073262341 7.68800618863
285 1000.0 7.32616680762 7.40313605756 7.4781820881 8.35421530878
285 1000.0 6.91225252646 7.00916649153 7.06103690553 9.37779965644
285 1000.0 7.0279526505 7.09996484592 7.19784595865 7.4594329252
285 1000.0 6.65413333865 6.72265272202 6.78641298944 8.01903525847
285 1000.0 6.14571077035 6.21594159193 6.27639908799 7.14611329754
285 1000.0 8.6193591587 8.72304610935 8.81102423126 10.4416769359
285 1000.0 5.31077007983 5.35099464984 5.40874773482 6.7181819375
285 1000.0 7.01115343904 7.08965901331 7.16181252989 8.58391506084
285 1000.0 5.12617424803 5.20443664799 5.26696352187 6.27241624771
285 1000.0 6.12623524928 6.2034030274 6.26160330447 6.7490575704
285 1000.0 6.98469635487 7.05749559489 7.16324279537 7.73330557053
285 1000.0 8.34269051836 8.42846917209 8.56853209997 9.43878363234
285 1000.0 5.65029603544 5.72342064551 5.79242530183 6.36947759114
285 1000.0 7.02657325493 7.10171344181 7.17800691688 7.54289376355
285 1000.0 4.75943170431 4.81479663978 4.86911907044 5.86898329486
285 1000.0 5.88779882028 5.93675233112 5.99859845904 8.27618229353
285 1000.0 6.98801600565 7.06954524983 7.1335267971 7.5606004668
285 1000.0 7.1700641434 7.2571831432 7.3554374808 7.29503429549
285 1000.0 8.21263409651 8.28647640616 8.37667792205 9.27856348344
285 1000.0 4.87779193564 4.91718080151 4.97597775843 5.49547124528
285 1000.0 6.44092037107 6.49555954723 6.57589814761 6.90027818532
285 1000.0 8.73170012667 8.8145253546 8.90281256993 9.33623493559
285 1000.0 5.88180174271 5.96025532297 6.03954969467 7.94886800684
285 1000.0 5.66043694175 5.72124581053 5.77731395715 6.85079918238
285 1000.0 6.49694591521 6.57591668305 6.63344928035 7.08893036263
285 1000.0 6.36526398646 6.42906565452 6.50525935736 8.86898287028
285 1000.0 6.36134584048 6.41155420826 6.46351842257 8.51417327459
285 1000.0 5.69290399218 5.75446782131 5.81166935299 7.67588716025
285 1000.0 6.44957648096 6.51148147576 6.59578386346 8.30297336478
285 1000.0 5.975488821 6.03366204202 6.09860237195 5.60591450584
285 1000.0 6.08696496228 6.14700340327 6.18993484679 6.7964357901
285 1000.0 6.89013393944 6.97174826121 7.05271147145 7.88086408635
285 1000.0 6.58381844635 6.67036794751 6.73355413068 7.86527449778
285 1000.0 4.36544353815 4.40937370842 4.44361234198 4.81347498892
285 1000.0 8.49650064455 8.57416784101 8.69101703006 10.0505566543
285 1000.0 7.0679682568 7.16037641117 7.24279309254 9.27255955575
285 1000.0 4.50059791123 4.55261156468 4.59555648715 4.1704829027
285 1000.0 5.70903663815 5.76114531389 5.8318460145 8.6084826365
285 1000.0 3.96682969055 4.01680962308 4.0542977738 4.60939833864
285 1000.0 7.69965729136 7.8260544916 7.90022680071 8.33301110616
285 1000.0 6.17231449698 6.23688560976 6.31127975286 7.7373443047
285 1000.0 5.85652963752 5.90582720868 5.96190447141 6.15326477303
285 1000.0 5.44005992284 5.49274983987 5.54066742106 9.02952990142
285 1000.0 7.49949163454 7.56401279769 7.64418206524 9.02174677553
285 1000.0 5.90720344638 5.98793294428 6.03359759292 6.59015203533
285 1000.0 6.88061359539 6.9603233027 7.01193978612 6.87714359679
285 1000.0 7.30100269051 7.37512085862 7.46190352194 7.47178726252
