#OK
#SQL= select * from miniMDR1..BDMW as m where m.snapnum = 85 order by np desc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2014-05-27 10:56:09.315 CEST
#QUERYTIME 465 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8511495609,85,11495609,-1,376.3837,458.4128,843.3235,-231.73,415.53,787.21,178,1.54399998E12,1.60400002E12,0.1909,204.3,202.7,5.835,0.1122,0.144,0.0164,0.1003,0.8294,0.6667,0.5433,0.8223,0.1692,385,469,863,990931885
8511495329,85,11495329,-1,365.5507,440.1567,840.4313,-163.58,10.73,580.58,178,1.54399998E12,1.60400002E12,0.1909,202.2,194.7,4.364,0.099,0.198,0.0278,0.1049,0.8677,0.6429,-0.2705,0.5596,0.7834,374,450,860,997164706
8511628356,85,11628356,-1,428.983,484.2256,885.1443,-279.68,-415.5,72.67,177,1.53500005E12,1.59600004E12,0.1905,201.8,198.6,5.141,0.0376,0.1716,0.056,0.1033,0.9295,0.6218,0.4152,0.8974,-0.1496,439,495,906,993990664
8511629774,85,11629774,-1,426.0506,491.928,887.759,-220.87,-467.83,229.83,177,1.53500005E12,1.53500005E12,0.1881,209.5,221.2,9.074,0.0445,0.115,0.0334,0.0954,0.8352,0.6984,0.7297,0.6789,-0.081,436,503,909,994010878
8511627594,85,11627594,-1,420.4228,438.5827,871.9793,-176.67,295.11,-431.65,177,1.53500005E12,1.55199996E12,0.1888,203.0,207.3,6.568,0.0983,0.1368,0.0677,0.1006,0.8405,0.5359,0.7295,0.4779,-0.4893,430,449,892,991059371
8511538976,85,11538976,-1,377.4552,435.7989,908.561,90.24,31.68,-207.28,177,1.53500005E12,1.54399998E12,0.1885,198.6,203.3,5.807,0.0868,0.1097,0.0442,0.1001,0.825,0.4741,0.987,-0.1572,-0.0348,386,446,930,993165260
8511633614,85,11633614,-1,410.4007,447.5879,886.9651,-332.0,360.17,-263.15,177,1.53500005E12,1.53500005E12,0.1881,206.3,217.9,8.461,0.0161,0.07671,0.035,0.0961,0.8675,0.7142,0.2183,0.9307,0.2935,420,458,908,993953048
8511489575,85,11489575,-1,367.6447,489.0572,826.8054,-63.25,-162.5,382.68,177,1.53500005E12,1.53500005E12,0.1884,202.8,201.0,5.372,0.0869,0.1274,0.0291,0.1013,0.8385,0.829,0.281,-0.1844,0.9418,376,500,846,996936840
8511502275,85,11502275,-1,352.5563,449.8163,853.6518,319.77,134.08,552.8,177,1.53500005E12,1.54399998E12,0.1885,212.1,219.6,8.822,0.0588,0.1367,0.0266,0.0978,0.9296,0.6963,-0.272,0.894,-0.3561,361,460,874,997133039
8511502972,85,11502972,-1,390.7925,487.4915,849.424,-385.58,-894.29,602.81,177,1.53500005E12,1.55199996E12,0.1889,200.8,210.3,7.118,0.0499,0.08026,0.0458,0.1014,0.972,0.8345,0.8525,-0.2467,-0.4609,400,499,869,991111258
8511504563,85,11504563,-1,383.0963,460.0181,864.1232,283.33,599.62,776.98,177,1.53500005E12,1.66500001E12,0.1933,230.2,256.3,17.55,0.042,0.1281,0.0128,0.0872,0.9596,0.88,0.7524,0.5554,-0.3543,392,471,884,991136553
8511488136,85,11488136,-1,338.7827,497.7912,820.9584,-258.68,-157.55,394.36,176,1.52599999E12,1.62999999E12,0.1918,211.9,213.4,8.118,0.0868,0.1757,0.0511,0.097,0.9052,0.8678,0.8142,-0.0139,-0.5804,346,509,840,997043833
8511530453,85,11530453,-1,399.0957,507.4928,894.6367,-328.66,-534.56,92.43,176,1.52599999E12,1.57800006E12,0.1899,200.9,201.5,5.722,0.1112,0.121,0.0378,0.1008,0.6444,0.4956,0.4812,-0.5019,0.7187,408,519,916,806562569
8511632274,85,11632274,-1,403.6781,488.1612,890.9141,-374.91,-815.28,89.3,176,1.52599999E12,1.52599999E12,0.188,208.9,219.7,8.892,0.0567,0.09404,0.0251,0.094,0.926,0.8062,0.9777,0.0581,-0.2016,413,499,912,994025434
8511613640,85,11613640,-1,429.2462,476.6447,857.3677,-138.79,-8.29,234.97,176,1.52599999E12,1.58699998E12,0.1905,209.1,206.0,6.591,0.1633,0.1769,0.0633,0.0975,0.6254,0.5174,0.5657,-0.7686,0.2987,439,488,877,991082522
8511514758,85,11514758,-1,357.9496,487.5495,870.9701,-87.77,-428.58,244.34,176,1.52599999E12,1.54399998E12,0.1885,204.7,212.6,7.608,0.07,0.08185,0.0534,0.0958,0.9076,0.7821,-0.4748,-0.0912,0.8754,366,499,891,996992472
8511494978,85,11494978,-1,393.7359,466.7456,842.3729,-385.56,12.53,813.17,176,1.52599999E12,1.52599999E12,0.1875,201.5,202.4,5.656,0.0832,0.1398,0.0394,0.1018,0.787,0.6964,-0.2822,0.9515,-0.1227,403,477,862,990928272
8511494127,85,11494127,-1,360.899,501.3283,828.0406,-190.66,-277.29,213.78,176,1.52599999E12,1.64799998E12,0.1923,214.9,223.4,10.12,0.082,0.1883,0.0913,0.105,0.5617,0.5559,0.7807,0.1725,-0.6006,369,513,847,809541629
8511498099,85,11498099,-1,389.5602,446.2217,850.1485,-326.28,330.9,860.13,176,1.52599999E12,1.54399998E12,0.1885,190.2,197.4,4.826,0.0649,0.06701,0.0258,0.1038,0.8775,0.6792,0.5665,-0.0161,0.8239,398,456,870,991159298
8511499004,85,11499004,-1,360.1698,453.2075,841.2634,287.0,79.83,300.68,176,1.52599999E12,1.54399998E12,0.1885,212.9,213.4,7.763,0.0638,0.1352,0.022,0.0947,0.7672,0.6958,0.8596,-0.1651,0.4837,368,464,861,997171173
8511499110,85,11499110,-1,396.8002,445.5105,854.162,-255.81,209.35,841.2,176,1.52599999E12,1.56999995E12,0.1897,218.5,239.7,13.24,0.0369,0.08487,0.0502,0.0918,0.8389,0.7173,0.708,0.7058,0.0243,406,456,874,991156422
8511523118,85,11523118,-1,348.9193,476.7059,880.0791,51.89,-220.44,-10.93,176,1.52599999E12,1.56999995E12,0.1902,203.0,210.3,7.353,0.1125,0.08523,0.0187,0.0976,0.9881,0.771,0.6665,0.2904,0.6866,357,488,901,994069284
8511522390,85,11522390,-1,390.7551,445.6164,877.9758,-453.0,485.04,-147.0,175,1.51800001E12,1.71699995E12,0.1952,209.5,217.9,9.468,0.0318,0.1117,0.0297,0.096,0.8219,0.5395,-0.6315,0.4646,0.6207,400,456,899,993949375
8511615747,85,11615747,-1,409.1939,454.0121,871.7173,-586.29,-546.33,656.43,175,1.51800001E12,1.71699995E12,0.1953,205.5,188.3,3.838,0.2626,0.2352,0.0787,0.1177,0.2891,0.2632,-0.5884,0.3169,0.7439,419,464,892,991055833
8511531297,85,11531297,-1,340.0594,514.1292,898.3882,-436.96,-746.75,185.43,175,1.51800001E12,1.54399998E12,0.1885,229.1,245.1,14.44,0.057,0.1722,0.0314,0.0893,0.9628,0.822,0.7007,-0.3986,0.5917,348,526,919,809264193
8511528708,85,11528708,-1,375.833,461.2914,878.9974,657.97,-111.76,-912.79,175,1.51800001E12,1.56100002E12,0.1894,208.1,214.5,8.185,0.0524,0.138,0.0346,0.1006,0.9831,0.8707,0.0886,0.9538,-0.287,384,472,900,993940310
8511533800,85,11533800,-1,338.232,512.2048,899.4756,-298.19,-610.17,68.08,175,1.51800001E12,1.55199996E12,0.1888,205.8,222.0,9.565,0.0468,0.03202,0.0296,0.0919,0.7942,0.6749,0.8418,0.4448,0.3058,346,524,921,809264095
8511538504,85,11538504,-1,375.8344,446.3269,903.2247,104.99,177.49,-436.28,175,1.51800001E12,1.55199996E12,0.1889,199.4,196.9,4.879,0.0409,0.1112,0.0226,0.1044,0.5469,0.4173,0.1032,-0.635,0.7656,384,457,924,993926485
8511536656,85,11536656,-1,341.8613,495.1301,901.7177,-194.11,-412.37,7.25,175,1.51800001E12,1.54399998E12,0.1884,217.2,218.9,8.912,0.0842,0.1373,0.0175,0.0943,0.9458,0.9163,0.8277,-0.3044,0.4715,350,507,923,994095976
8511489977,85,11489977,-1,377.1507,494.4377,821.9243,-38.4,-524.84,569.26,175,1.51800001E12,1.70800002E12,0.1947,194.8,209.7,7.822,0.062,0.07596,0.0059,0.1062,0.8774,0.6746,0.1089,-0.4786,0.8712,386,506,841,990944517
8511489402,85,11489402,-1,381.2086,456.1705,826.4451,-303.55,332.9,539.02,174,1.50899995E12,1.53500005E12,0.1881,201.7,218.7,8.965,0.0668,0.08407,0.0475,0.1009,0.7844,0.7146,-0.0228,0.9839,-0.1773,390,467,846,990933949
8511634000,85,11634000,-1,415.0197,484.6915,892.6664,-302.98,-459.35,-31.19,174,1.50899995E12,1.61299995E12,0.1913,194.7,203.1,6.359,0.1158,0.04943,0.0598,0.1016,0.8703,0.5669,0.9251,0.2863,0.2495,424,496,914,994002458
8511644152,85,11644152,-1,413.845,502.5481,909.1993,36.55,-484.91,-88.88,174,1.50899995E12,1.56999995E12,0.1897,205.6,212.5,7.956,0.0777,0.1075,0.062,0.0945,0.9724,0.7658,0.2976,0.6111,-0.7335,423,514,931,806432088
8511505708,85,11505708,8511511114,385.1028,468.5794,873.7772,-1379.03,-671.58,-1768.01,174,1.50899995E12,9.6429995E12,0.233,222.4,231.0,17.42,0.0351,-0.002168,0.0014,0.0894,0.9033,0.8376,0.0777,0.3329,0.9398,394,479,894,991135373
8511502428,85,11502428,-1,374.6147,467.9045,849.155,-174.03,-42.21,271.78,174,1.50899995E12,1.51800001E12,0.1874,180.5,191.7,3.844,0.0773,0.006479,0.033,0.1062,0.8299,0.5848,0.3121,0.95,0.0094,383,479,869,997150145
8511506736,85,11506736,8511505478,352.7996,492.3727,855.8901,-145.28,-335.53,397.45,174,1.50899995E12,2.20299998E12,0.2098,201.4,205.8,8.695,0.0922,0.06175,0.0212,0.1211,0.8374,0.7855,-0.6502,0.3149,0.6915,361,504,876,996996065
8511537918,85,11537918,-1,377.7204,474.2121,900.7679,415.65,-174.15,-427.03,174,1.50899995E12,1.54399998E12,0.1885,207.3,202.8,6.03,0.0996,0.1881,0.0305,0.1028,0.8588,0.5314,-0.0378,0.8227,-0.5672,386,485,922,994038499
8511533886,85,11533886,-1,378.0209,496.0852,891.7653,-32.09,-443.77,-596.61,174,1.50899995E12,1.61299995E12,0.1913,204.0,196.6,5.163,0.1119,0.1919,0.0397,0.1053,0.8382,0.5763,0.5398,0.838,-0.08,387,507,913,994045827
8511529701,85,11529701,8511528549,384.7604,451.2396,882.46,240.89,725.9,-615.46,174,1.50899995E12,6.0269999E12,0.1997,223.3,222.8,11.14,0.0091,0.04861,0.0075,0.0989,0.9822,0.9317,0.889,0.303,-0.3434,393,462,903,993943860
8511520621,85,11520621,-1,367.2286,484.6909,877.4979,185.29,-746.39,-106.84,174,1.50899995E12,1.92499994E12,0.2031,192.5,199.0,6.723,0.0736,0.09331,0.0291,0.107,0.9312,0.7759,0.0116,0.7758,-0.6308,376,496,898,994051592
8511519462,85,11519462,-1,354.3089,428.1476,874.5333,447.68,138.88,22.88,174,1.50899995E12,1.55199996E12,0.1889,196.3,196.2,4.868,0.0605,0.09548,0.0104,0.1038,0.6816,0.3648,0.4558,0.6401,0.6185,362,438,895,997254317
8511492996,85,11492996,-1,371.273,488.1934,834.6859,-65.32,-97.96,383.6,173,1.50000003E12,1.51800001E12,0.1872,213.8,219.0,9.052,0.0577,0.1628,0.0248,0.0954,0.7842,0.7676,-0.3259,0.2767,0.904,380,499,854,996962837
8511492573,85,11492573,-1,372.0961,450.2857,836.9175,-271.24,213.63,695.68,173,1.50000003E12,1.56999995E12,0.1894,205.2,212.9,8.117,0.124,0.1455,0.0705,0.1001,0.7411,0.6275,0.1255,-0.3888,0.9128,381,461,857,997166627
8511609611,85,11609611,-1,403.021,431.5683,856.9238,-264.65,200.53,635.64,173,1.50000003E12,1.55199996E12,0.1888,207.0,221.8,9.775,0.0406,0.1156,0.0238,0.097,0.8626,0.7197,-0.2078,0.4717,0.8569,412,441,877,991175554
8511609875,85,11609875,8511609874,400.7021,432.2682,858.5148,-575.27,263.15,821.91,173,1.50000003E12,2.90500012E12,0.2244,186.1,180.6,5.084,0.1364,-0.02678,0.0314,0.1272,0.841,0.6437,0.9042,0.0151,-0.4268,410,442,879,991175627
8511632817,85,11632817,-1,427.3166,493.6322,895.65,-238.51,-342.67,153.71,173,1.50000003E12,1.55199996E12,0.189,208.1,216.8,8.819,0.0725,0.1191,0.0192,0.1,0.7886,0.5599,0.7172,0.3064,-0.6259,437,505,917,994008739
8511511938,85,11511938,-1,373.4141,518.3543,851.6536,-147.88,-579.64,-154.33,173,1.50000003E12,1.53500005E12,0.1881,211.9,229.9,11.34,0.0401,0.09553,0.0118,0.0926,0.9395,0.636,-0.255,0.8187,0.5145,382,530,872,809518416
8511535782,85,11535782,-1,343.0371,445.9612,900.6218,30.64,218.48,-252.4,173,1.50000003E12,1.51800001E12,0.1874,197.4,210.0,7.35,0.0264,0.04326,0.0028,0.0983,0.9855,0.7753,-0.4829,0.8576,0.1771,351,456,922,994132817
8511503577,85,11503577,-1,382.1222,487.3156,851.636,129.52,-920.8,785.86,173,1.50000003E12,1.51800001E12,0.1872,204.1,228.6,10.97,0.0364,0.03286,0.0255,0.0936,0.7956,0.6526,0.8505,-0.3659,0.3778,391,499,872,991125334
8511642466,85,11642466,-1,401.5909,457.2646,905.5411,-142.06,252.19,-227.55,172,1.49200005E12,1.56999995E12,0.1894,212.6,215.5,8.723,0.0519,0.2115,0.0525,0.1015,0.8097,0.6932,0.9199,0.259,-0.2944,411,468,927,993932342
8511491635,85,11491635,-1,333.5471,427.8119,820.6349,-120.7,63.27,78.75,172,1.49200005E12,1.49200005E12,0.1865,206.5,206.0,6.626,0.038,0.1431,0.0414,0.0943,0.7737,0.6234,0.8053,-0.3578,0.4728,341,438,840,997304077
8511637385,85,11637385,-1,425.1526,475.6745,896.726,-324.55,-363.0,-127.88,172,1.49200005E12,1.50899995E12,0.1872,209.6,228.2,11.02,0.0627,0.05579,0.0317,0.0905,0.9473,0.793,-0.0927,-0.4934,0.8648,435,487,918,993992872
8511486818,85,11486818,-1,391.9709,461.6262,824.4029,-369.02,93.15,534.13,172,1.49200005E12,1.50000003E12,0.1868,204.4,211.9,7.769,0.0603,0.09803,0.0524,0.0961,0.8732,0.7322,0.4063,-0.3971,0.823,401,472,844,990922817
8511532808,85,11532808,-1,379.3194,469.7633,893.726,461.48,-248.7,-450.07,172,1.49200005E12,1.50000003E12,0.1865,203.4,217.5,8.793,0.0724,0.03248,0.0186,0.094,0.84,0.7127,-0.1629,0.6265,0.7622,388,481,915,994037992
8511532833,85,11532833,-1,390.3687,474.2644,894.8124,-318.02,-794.43,-398.82,172,1.49200005E12,1.55199996E12,0.1889,205.6,193.0,4.477,0.1124,0.2196,0.0371,0.1032,0.5104,0.4667,0.0569,-0.2667,0.9621,399,485,916,994039752
8511532763,85,11532763,-1,372.7537,436.1207,893.4794,290.1,142.16,-347.21,172,1.49200005E12,1.51800001E12,0.1878,210.1,207.5,7.044,0.1064,0.2353,0.0654,0.1028,0.6274,0.5972,0.7677,-0.0448,0.6393,381,446,914,994930723
8511602400,85,11602400,-1,402.0633,517.0332,833.0847,-196.14,-251.11,195.15,172,1.49200005E12,1.50899995E12,0.1871,215.8,224.8,10.31,0.0388,0.1183,0.041,0.0896,0.9021,0.7378,0.2612,0.9652,-0.0128,411,529,853,812464861
8511513333,85,11513333,8511511182,383.4934,429.5825,862.7136,-687.13,876.63,458.12,172,1.49200005E12,7.389E12,0.3163,208.5,206.9,20.7,0.0675,0.05963,0.0124,0.1217,0.8819,0.7587,-0.6816,0.0649,0.7289,392,439,883,991169270
8511495517,85,11495517,-1,338.9034,476.3841,834.8325,-220.37,-171.08,342.12,172,1.49200005E12,1.52599999E12,0.1877,225.1,225.7,10.56,0.0547,0.18,0.0488,0.0882,0.8668,0.6938,0.8409,0.0955,0.5327,347,487,854,997052046
8511496641,85,11496641,-1,368.1642,509.9665,831.8096,-482.45,-377.04,122.45,172,1.49200005E12,1.53500005E12,0.1881,203.8,209.8,7.492,0.0419,0.1636,0.0406,0.1034,0.896,0.5951,0.1314,0.6996,-0.7023,377,522,851,809536544
8511500474,85,11500474,-1,347.3668,496.9317,840.1177,-242.28,-322.51,331.1,172,1.49200005E12,1.58699998E12,0.1901,201.5,209.9,7.722,0.0482,0.09552,0.0342,0.0995,0.8638,0.685,0.8165,0.4148,0.4016,355,508,860,996953497
8511497979,85,11497979,-1,334.5259,457.3156,836.7874,-331.58,102.2,169.81,171,1.48299999E12,1.51800001E12,0.1874,216.5,217.5,9.019,0.0456,0.2393,0.0295,0.0945,0.6775,0.5878,0.8561,0.5168,0.0055,342,468,856,997079850
8511497779,85,11497779,-1,391.2502,497.5327,835.7647,-638.42,-430.19,299.45,171,1.48299999E12,1.50000003E12,0.1864,194.0,200.2,5.662,0.0574,0.09129,0.1115,0.1045,0.5525,0.4684,0.3827,0.4736,0.7932,400,509,855,990960312
8511497239,85,11497239,-1,341.1205,497.5999,832.3431,37.0,-163.16,107.75,171,1.48299999E12,1.48299999E12,0.186,204.4,202.2,5.985,0.0649,0.1475,0.0296,0.0974,0.734,0.6028,0.2111,0.586,-0.7823,349,509,852,997044690
8511493588,85,11493588,-1,360.4655,502.1528,825.4534,-206.35,-191.62,72.39,171,1.48299999E12,1.58699998E12,0.1905,199.6,201.3,6.266,0.0314,0.1057,0.0711,0.0967,0.8806,0.6692,0.9703,-0.2416,0.0069,369,514,845,809541612
8511494881,85,11494881,-1,399.3306,482.2943,838.6163,-155.98,-492.95,796.77,171,1.48299999E12,1.53500005E12,0.1881,205.8,203.1,6.363,0.0455,0.124,0.0674,0.0973,0.9925,0.6301,0.698,0.4079,-0.5885,408,493,858,990957421
8511520358,85,11520358,-1,382.9883,482.4418,876.0176,522.62,-1157.06,-285.15,171,1.48299999E12,1.54399998E12,0.1884,199.9,206.9,7.109,0.0707,0.1428,0.028,0.1012,0.9812,0.8015,-0.2025,0.8897,-0.4091,392,494,897,994035023
8511518062,85,11518062,-1,385.4551,485.1657,876.7095,-489.64,-1381.35,319.01,171,1.48299999E12,1.48299999E12,0.186,205.4,218.8,9.104,0.0414,0.03453,0.0562,0.0906,0.9319,0.7265,0.3653,0.7475,0.5547,394,496,897,994048573
8511614777,85,11614777,-1,401.0551,494.2845,856.0599,-369.22,-801.92,213.28,171,1.48299999E12,1.49200005E12,0.1864,195.1,199.2,5.479,0.0726,0.03875,0.0094,0.0999,0.8363,0.5806,0.2233,0.7994,-0.5577,410,506,876,991110100
8511623624,85,11623624,-1,428.7894,500.7101,870.9843,-32.37,-504.94,40.96,171,1.48299999E12,1.49200005E12,0.1864,199.0,195.3,4.761,0.0991,0.2356,0.0241,0.1032,0.7858,0.5931,-0.7293,0.6358,0.2528,439,512,891,812385270
8511538313,85,11538313,-1,378.2656,489.627,908.2742,32.64,-372.16,-78.01,171,1.48299999E12,1.52599999E12,0.1878,211.8,211.3,7.879,0.0575,0.2293,0.0639,0.0984,0.7192,0.6136,-0.142,0.9349,-0.3252,387,501,930,993795424
8511538680,85,11538680,-1,341.4706,483.6936,913.2585,-160.13,-253.78,-77.5,171,1.48299999E12,1.55199996E12,0.1889,193.8,198.4,5.581,0.0735,0.09202,0.0518,0.1001,0.9473,0.7667,0.4531,0.2769,0.8474,349,495,935,994262087
8511536041,85,11536041,-1,399.1334,420.136,911.773,6.36,14.22,271.74,171,1.48299999E12,1.50899995E12,0.1871,188.1,194.5,4.677,0.1327,0.08248,0.0255,0.1053,0.7573,0.5098,0.5599,-0.3504,0.7509,408,430,933,993146169
8511486438,85,11486438,-1,376.9321,464.1254,826.9125,-323.37,70.1,694.24,171,1.48299999E12,1.51800001E12,0.1876,210.3,212.5,8.085,0.1128,0.163,0.1091,0.0994,0.9435,0.6683,0.268,-0.7175,0.643,385,475,846,990933490
8511491713,85,11491713,-1,353.2286,485.0899,829.36,-26.29,-230.02,386.6,171,1.48299999E12,1.48299999E12,0.186,206.9,228.0,10.96,0.0336,0.07411,0.0416,0.093,0.8772,0.636,0.4718,0.8766,0.0951,361,496,849,996951730
8511644267,85,11644267,-1,418.358,502.8024,903.4796,80.84,-554.73,-553.87,171,1.48299999E12,1.54399998E12,0.1884,195.3,188.9,3.72,0.0401,0.1776,0.0773,0.109,0.8095,0.591,-0.6621,0.1677,0.7304,428,514,925,806411675
8511501900,85,11501900,-1,369.3057,473.8357,844.5648,-198.25,-124.51,332.31,171,1.48299999E12,1.48299999E12,0.186,207.0,224.5,10.25,0.0587,0.0477,0.0172,0.09,0.9005,0.7839,-0.3058,0.0193,0.9519,378,485,864,996979565
8511501824,85,11501824,-1,368.7853,422.3632,850.246,-0.61,68.34,560.3,171,1.48299999E12,1.50000003E12,0.1868,215.2,225.5,10.56,0.0565,0.09845,0.0195,0.0912,0.8765,0.6919,0.8474,-0.4787,0.2298,377,432,870,997230585
8511505600,85,11505600,-1,394.7809,473.4115,853.5138,-580.19,-698.84,529.99,171,1.48299999E12,1.54399998E12,0.1885,205.9,208.1,7.34,0.1172,0.09166,0.0443,0.0954,0.8847,0.7354,-0.2609,0.0493,0.9641,404,484,873,991116065
8511505155,85,11505155,-1,381.6592,465.4881,863.55,-482.23,-25.84,1143.7,171,1.48299999E12,2.47999994E12,0.1366,299.5,216.1,2.15,0.216,1.178,0.048,0.0866,0.388,0.2502,-0.3043,0.4836,0.8207,390,476,884,991137630
8511508726,85,11508726,-1,376.484,474.1191,868.7354,244.77,-850.18,824.35,171,1.48299999E12,1.61299995E12,0.1913,191.1,184.6,3.025,0.2016,0.1574,0.0615,0.1161,0.5127,0.1863,-0.2444,0.4171,0.8754,385,485,889,991133509
8511508309,85,11508309,-1,369.6508,456.3747,868.135,377.86,100.63,918.09,170,1.47400006E12,1.50000003E12,0.1865,198.3,211.2,7.835,0.0797,0.06461,0.1033,0.1015,0.6838,0.5343,-0.3916,0.3829,0.8367,378,467,888,997153815
8511505467,85,11505467,8511505737,391.4126,480.4434,854.3917,-272.86,-316.72,229.74,170,1.47400006E12,6.8600002E12,0.0832,345.0,277.2,2.655,0.1097,0.642,0.0043,0.0508,0.8039,0.6278,0.4238,-0.687,0.5902,400,491,874,991115557
8511501962,85,11501962,-1,369.1695,420.7194,852.7794,-170.61,39.11,641.41,170,1.47400006E12,1.48299999E12,0.186,204.7,200.0,5.693,0.0857,0.2015,0.0197,0.0997,0.6273,0.5381,0.9459,0.2505,-0.2063,378,430,873,997242867
8511535020,85,11535020,-1,384.5209,427.8499,903.2142,-197.85,161.57,-39.32,170,1.47400006E12,1.48299999E12,0.186,200.2,220.1,9.487,0.0836,0.02687,0.042,0.0946,0.9089,0.7757,0.9169,-0.3155,-0.2443,393,438,924,993166367
8511603891,85,11603891,-1,406.2919,426.548,847.9084,-51.35,81.33,569.01,170,1.47400006E12,1.48299999E12,0.186,206.4,213.6,8.224,0.057,0.1026,0.0257,0.0933,0.8897,0.7533,0.7906,0.5983,-0.1305,416,436,868,991417494
8511606681,85,11606681,-1,416.4472,438.6038,847.6549,38.04,87.22,486.99,170,1.47400006E12,1.54399998E12,0.1885,212.0,199.1,5.779,0.0997,0.3003,0.052,0.1017,0.8736,0.7759,0.4881,0.8262,-0.2814,426,449,867,991044244
8511623248,85,11623248,8511620224,428.3519,513.4662,866.2648,-203.44,-672.37,257.58,170,1.47400006E12,2.22899995E12,0.1773,224.4,196.5,4.174,0.1598,0.1718,0.0687,0.0989,0.8899,0.7938,0.8697,0.071,0.4884,438,525,887,812387298
8511619015,85,11619015,-1,411.879,443.4611,871.3821,-1690.04,513.2,694.05,170,1.47400006E12,1.90800003E12,0.2023,220.8,210.8,9.444,0.0394,0.3487,0.0495,0.1069,0.9195,0.6931,-0.4672,0.8631,0.1919,421,454,892,991056623
8511517256,85,11517256,-1,357.8871,461.2359,873.2467,985.74,-616.58,441.29,170,1.47400006E12,1.62200001E12,0.1913,236.8,262.2,20.08,0.0409,0.0908,0.0069,0.0792,0.9256,0.9069,-0.0949,-0.2836,0.9542,366,472,894,997141168
8511525265,85,11525265,-1,342.0816,513.0585,882.9467,-277.87,-654.41,-91.34,170,1.47400006E12,1.48299999E12,0.186,189.0,195.9,4.945,0.1154,0.05833,0.0441,0.1023,0.9102,0.451,-0.4315,0.8998,0.0649,350,525,904,809245579
8511495695,85,11495695,-1,369.5032,421.8032,839.7709,-383.43,-38.55,447.65,170,1.47400006E12,1.71699995E12,0.1952,200.9,205.6,7.661,0.0878,0.1573,0.0435,0.1078,0.7862,0.5161,0.3007,0.2038,0.9317,378,431,859,997224312
8511498399,85,11498399,-1,372.3084,469.0968,845.3065,646.59,-774.54,564.9,169,1.46599995E12,1.70800002E12,0.1945,197.4,213.5,9.266,0.0915,0.04343,0.0452,0.0993,0.837,0.7085,0.3199,0.9409,-0.1111,381,480,865,996979316
8511499698,85,11499698,-1,372.0712,491.6575,837.0393,25.97,-416.13,153.0,169,1.46599995E12,1.68200005E12,0.1898,208.1,211.9,8.437,0.0965,0.2181,0.0504,0.1079,0.8914,0.7209,0.0967,0.8855,0.4545,381,503,857,996962701
