85008127041,415.894700,499.558900,858.536500,3.899330,40.869347,1.000019,0.055777,44,45
85004460397,353.399200,433.145200,881.855600,3.842603,4.862533,2.810049,0.076884,87,88
85001475746,348.563900,515.089100,912.083100,5.311114,6.336865,4.291647,0.139566,286,287
85007965732,365.916600,488.071000,878.707900,525.426285,525.426285,490.023744,0.073689,45,46
85005290836,373.626100,426.070300,855.428400,4.689903,6.525147,2.819648,0.074649,72,73
85001764037,339.309600,462.819300,909.555100,5.187585,6.438984,3.937441,0.183632,237,238
85010474594,414.682300,511.612800,851.221300,10.289056,100.512044,2.693871,0.047856,30,31
85012143785,410.580200,445.805800,870.273100,1.000220,47.233677,1.000220,0.090035,22,23
85010639959,379.055800,494.853900,886.256800,116.539877,233.611617,2.874305,0.072264,29,30
85010640384,374.722800,438.025100,860.436200,2659.099413,2659.099413,2478.459836,0.037907,29,30
85006731904,387.551900,471.723700,874.334800,5.886629,6.921405,4.875006,0.075341,55,56
85005961008,387.610900,467.278500,849.806400,1.853598,2.296286,1.414820,0.117725,63,64
85000474583,360.174200,420.797900,866.271700,1.181818,1.490266,1.000004,0.186706,904,905
85007687139,369.574100,445.544800,883.034700,2.833913,3.722003,1.925297,0.074359,47,48
85012120714,343.862800,426.081200,874.618100,13.801145,35.643889,2.519527,0.241349,22,23
85012143829,414.368300,461.224900,890.912000,23724.431341,23724.431341,22111.238014,0.040574,22,23
85007823135,420.815800,449.226000,827.681900,17.759356,3665.923264,4.994630,0.059158,46,47
85005569048,367.970800,494.417200,907.549200,1.605893,1.933495,1.285771,0.094055,68,69
85000811343,411.165800,475.073900,870.472700,6.417310,7.375558,5.449602,0.251309,530,531
85001143317,375.980800,447.377300,906.015300,2.215872,2.522444,1.902638,0.148293,373,374
85008411598,373.057100,462.159800,841.899600,5.684458,7.350541,4.028780,0.069560,42,43
85012380152,334.457800,429.150100,848.831700,331.502459,331.502459,309.038606,0.041249,21,22
85008725248,356.889300,421.251300,829.769200,6.742155,9.116761,4.382243,0.069623,40,41
85001708970,375.127800,469.975700,834.169000,2.528981,2.925885,2.124825,0.122514,245,246
85001709590,345.403300,483.130100,889.388400,3.279761,4.042437,2.504018,0.134090,245,246
85002395920,334.819300,477.261700,844.330700,3.561194,5.040812,2.054366,0.095019,171,172
85002626406,353.539900,429.841200,870.523300,1.671547,1.984232,1.358757,0.127331,155,156
85010847735,412.132700,462.540700,907.945700,6.393127,11.502795,2.035891,0.099099,28,29
85005290679,377.144300,495.054300,885.600200,1.604032,2.287260,1.000014,0.084474,72,73
85001199838,408.157200,438.469800,870.403700,1.617904,1.939234,1.287861,0.162904,355,356
85010850295,360.194500,508.352400,846.923300,3.249649,19.902199,1.000180,0.076879,28,29
85000664369,384.388900,459.055600,825.812900,3.747679,4.196972,3.304413,0.238148,648,649
85001959415,361.533100,436.747300,836.118500,2.635938,3.005663,2.266952,0.141255,212,213
85010090839,345.512000,426.598600,873.698400,5.021527,836.805373,1.433253,0.065996,32,33
85000315354,366.723900,435.604300,865.580200,1.324604,1.600015,1.056018,0.252165,1334,1335
85005886519,380.881700,438.249100,882.861800,1.698876,5.380095,1.000027,0.096181,64,65
85005503405,383.055100,488.851100,863.682900,1.000013,1.997236,1.000013,0.088381,69,70
85006626343,386.697500,428.016700,870.698900,2.451331,3.337554,1.571563,0.098194,56,57
85003666110,415.736900,443.553700,878.617300,10.813864,13.072298,8.618698,0.144727,108,109
85012968704,346.205300,456.483800,868.851000,5.750760,12.667231,1.226726,0.195394,19,20
85002566183,392.851800,464.173700,902.976900,2.017938,2.838796,1.194058,0.097669,159,160
85004928463,375.089100,517.501600,915.903900,2.936208,4.275425,1.592011,0.100237,78,79
85011242789,384.394300,471.208900,874.818100,1.000012,1.733283,1.000012,0.158867,26,27
85006145683,398.921700,515.997800,834.207000,4.900523,12.862072,1.002060,0.084548,61,62
85001684138,350.120700,516.621600,905.526900,2.019555,2.400521,1.644711,0.135119,249,250
85008425837,376.113600,445.088000,882.213000,2.137493,2.533006,1.737254,0.069251,42,43
85006721829,340.290500,480.300600,836.440900,10.878532,36.099859,1.000516,0.053335,55,56
85012143798,401.781700,439.726500,894.450400,5.206247,14787.797791,1.852395,0.056781,22,23
85006319856,373.971600,458.409800,873.655300,89.967857,89.967857,83.918061,0.039819,59,60
85008259166,361.774000,433.741900,846.888900,5.989208,7.444877,4.508394,0.147772,43,44
85002422317,362.913800,475.953900,871.250100,3.413762,4.067888,2.744541,0.161196,169,170
85010471623,424.271000,426.210100,884.895200,2.062493,2.661381,1.446709,0.074796,30,31
85000798050,394.664000,447.952400,888.432500,2.107548,2.459206,1.745705,0.139794,539,540
85009929071,377.104200,431.916200,888.356100,10.080349,14.061465,6.199415,0.057811,33,34
85005969952,398.050600,487.662300,863.973600,2.180169,3.230495,1.153622,0.080568,63,64
85003758370,350.595600,453.367500,867.225800,5.524069,6.489926,4.543924,0.102033,105,106
85011899308,425.100500,438.673100,866.916100,12.040140,19.570338,4.356494,0.058066,23,24
85002478746,385.559500,514.303500,891.175600,2.621470,3.002211,2.233205,0.120384,165,166
85012355378,380.476700,493.710200,826.295000,5.000000,7993.896644,4.556238,0.094549,21,22
85004082195,370.125400,501.951900,907.109600,3.602513,4.763803,2.436828,0.076495,96,97
85008725441,349.725800,487.776900,853.891500,1.388478,1.755884,1.011007,0.103128,40,41
85008275590,401.727800,495.653400,906.668500,28.964554,101.158822,1.783171,0.078788,43,44
85000710217,337.574600,488.226000,896.399400,1.883996,2.241545,1.532216,0.158020,606,607
85002627932,418.244800,483.591200,916.321400,4.393881,8.203937,1.536574,0.109829,155,156
85001260921,341.848000,464.486800,834.892100,4.820803,5.652338,3.967275,0.162021,337,338
85006135885,335.005100,457.333400,843.647500,1.995477,11.838520,1.000166,0.074003,61,62
85003004471,343.425800,458.244000,897.046000,2.992984,3.730910,2.233646,0.153922,134,135
85008885993,399.297500,492.864700,837.185800,261.506901,877.179413,4.486256,0.079836,39,40
85012692427,348.057300,513.154200,842.275700,1.000004,2.631236,1.000004,0.055510,20,21
85002945324,379.984900,452.906100,892.979100,3.098281,3.690998,2.518034,0.110973,137,138
85007553807,332.716100,493.301800,889.399400,41.456629,7969.758071,3.107442,0.078946,48,49
85007423959,367.799000,430.220600,850.481300,6574.451362,6574.451362,6127.456894,0.067187,49,50
85001808114,363.618200,505.669000,821.551200,2.238857,2.543861,1.926501,0.171616,231,232
85001076300,403.444900,461.609200,846.920900,6.094113,8.695360,3.486107,0.161279,397,398
85006426312,336.338800,505.810100,829.591200,9.414226,11.592903,7.233878,0.085932,58,59
85003965644,341.003700,484.232500,904.460400,6.959066,8.859771,5.042287,0.072493,99,100
85002642142,347.192300,485.623400,840.719700,3.676540,4.688684,2.667487,0.120572,154,155
85005806700,337.824300,510.845600,885.042700,5.554769,8.136664,2.996090,0.092154,65,66
85010270784,362.361500,453.391400,859.422000,6.578513,328.627106,1.523926,0.074490,31,32
85001877442,368.164600,509.969700,831.807100,2.496198,3.154086,1.834820,0.119302,222,223
85003828698,354.834600,502.725100,888.102900,5.856979,7.449379,4.239527,0.116676,103,104
85010090691,337.167600,463.574600,843.181300,4.862613,6.388324,3.309532,0.078975,32,33
85003572569,348.908200,462.709300,891.390700,1.496186,1.896250,1.094358,0.103199,111,112
85006840304,416.066400,458.547600,879.714300,2.323566,2.759427,1.898711,0.107534,54,55
85000377605,379.982900,499.214200,889.724200,1.931105,2.203303,1.650946,0.204017,1126,1127
