#rvir/Mpc     Mvir/1.0e10Msun  rs/Mpc   dc/IU     
0.309421 710.761475	0.03977145 	 823560.62500000 
0.287708 552.911377	0.03425881 	 946087.62500000 
0.296200 611.342102	0.08055195 	 138370.28125000 
0.247781 362.793610	0.04011255 	 472384.28125000 
0.306897 683.726379	0.06775174 	 227525.37500000 
0.294595 599.132690	0.04253047 	 584486.81250000 
0.305254 665.412292	0.04286266 	 644951.56250000 
0.306818 675.005371	0.04776991 	 508128.90625000 
0.307474 681.982178	0.04226792 	 676882.00000000 
0.291981 590.411682	0.05909934 	 281380.37500000 
0.293873 598.260620	0.05154354 	 385409.59375000 
0.300012 626.167786	0.03465927 	1019992.12500000 
0.287008 552.039307	0.05187413 	 346789.06250000 
0.283461 537.213623	0.03645292 	 775790.31250000 
0.306185 674.133301	0.04237417 	 670528.31250000 
0.293615 586.051208	0.04458258 	 520019.90625000 
0.274824 485.759705	0.05449676 	 284719.75000000 
0.285141 538.957825	0.08469276 	 112444.96875000 
0.292044 585.179077	0.04141364 	 628077.62500000 
0.304542 661.051819	0.02807812 	1820537.25000000 
0.300027 634.888794	0.04453753 	 560667.75000000 
0.283353 538.957825	0.02848852 	1465474.25000000 
0.266013 446.515198	0.05388766 	 267025.40625000 
0.299590 627.039917	0.03159918 	1279095.87500000 
0.304666 661.923889	0.03247928 	1286736.50000000 
0.305600 687.214783	0.04104539 	 740872.43750000 
