# center_difference,dens_conc,mass_conc,vlct_conc
7.311218702673613623e-02,6.488138034151803346e+00,6.476119999999999877e+00,5.838128000000000206e+00
3.207818013780580624e-01,6.069139190731830169e+00,5.171659000000000006e+00,5.860774000000000150e+00
9.866815590304424122e-01,5.423832483117042358e+00,4.325185000000000279e+00,4.234790000000000276e+00
1.085453290539806492e-01,5.466144395522269051e+00,5.482784999999999798e+00,5.322370999999999519e+00
8.834012135647313635e-02,8.369075021090893074e+00,5.574326999999999366e+00,6.794741000000000142e+00
1.408992379246314930e-01,5.425981493896480323e+00,4.235551000000000066e+00,5.506766999999999967e+00
1.461355938444240110e-01,4.038926350693859746e+00,2.844809999999999839e+00,3.571085000000000065e+00
2.527717927855780214e-02,6.988625509033219885e+00,5.017844999999999445e+00,6.198551999999999396e+00
3.311803903956828665e-01,3.712118902525086472e+00,3.024666999999999994e+00,3.866052999999999962e+00
7.801001911265831312e-02,5.441032102702023643e+00,4.550530000000000186e+00,5.591477999999999504e+00
2.614131597589876288e-02,6.322819578825833453e+00,5.574715000000000309e+00,7.152804999999999858e+00
2.658208387570950570e-01,7.342797837503330705e+00,4.476148000000000238e+00,6.312514000000000181e+00
4.213801260245267355e-02,8.535259942433864211e+00,7.749842000000000120e+00,8.581061000000000050e+00
8.003196908743738514e-02,7.702983782803635826e+00,5.920792999999999751e+00,7.137655999999999779e+00
5.632094402683311962e-01,3.809978535263761401e+00,4.035815000000000374e+00,3.661901999999999546e+00
3.934607147333567534e-01,4.960635227392743651e+00,3.878541000000000238e+00,4.563365000000000116e+00
3.243760908045456026e-01,6.926605336909230637e+00,5.257530000000000037e+00,5.878696999999999839e+00
1.042364544984049346e-01,6.013720378327368721e+00,3.860278000000000098e+00,5.357376999999999612e+00
1.332280761152351833e-01,5.488600656121183086e+00,5.601874999999999716e+00,5.647800000000000153e+00
1.284339908228923632e-01,4.461857397977053274e+00,3.749677999999999845e+00,3.884560000000000013e+00
6.709169891341333625e-02,9.086558740445035198e+00,7.700871000000000244e+00,7.909510000000000929e+00
2.089886848162263722e-01,4.478971178455930513e+00,4.521823000000000370e+00,4.372984999999999900e+00
4.760173734880810553e-02,7.373661080408711932e+00,6.417114999999999903e+00,7.684213000000000626e+00
1.629680652057149681e-01,5.325939956545209242e+00,4.260252999999999624e+00,4.644173000000000329e+00
8.204211670939249856e-01,6.800451529491984282e+00,4.751865000000000450e+00,6.436798000000000464e+00
4.447173592517405516e-01,7.989596624666056357e+00,5.580977999999999994e+00,7.507349000000000494e+00
1.317028207322861189e-01,8.604847031922284728e+00,4.619708000000000148e+00,6.173612999999999573e+00
2.439392870758676779e-01,2.939432830646064421e+00,2.071663999999999728e+00,4.697560000000000180e+00
3.624403464274433273e-01,1.984720812294198167e+00,1.000000999999999918e+00,1.244365800000000100e+01
5.270246378236917439e-02,8.446091433965875694e+00,6.463966000000000101e+00,8.057194000000000855e+00
2.945202657263271684e-01,1.287601325954884190e+00,1.000000000000000000e+00,2.900228999999999946e+00
5.624677079966301091e-02,6.182869158629745066e+00,3.772576999999999625e+00,5.182421999999999862e+00
3.080656925833615833e-01,4.792410700103843624e+00,4.305172999999999917e+00,5.208326000000000455e+00
5.019605919504371849e-01,5.922252370179716507e+00,5.391141000000000183e+00,5.096827999999999470e+00
9.658473535983382041e-02,9.027984408714235798e+00,5.772827999999999626e+00,7.650617999999999697e+00
1.647679161497521694e-01,5.063094501615265308e+00,3.939589999999999925e+00,5.186707000000000178e+00
9.734473715626572321e-02,6.739147594338599667e+00,4.316982000000000319e+00,5.806079000000000434e+00
1.816843556740947718e-01,7.010179269405756308e+00,6.601772999999999669e+00,7.067497999999999614e+00
5.533478947994067143e-01,2.560571347684831078e+00,2.981793999999999834e+00,2.821131000000000277e+00
1.293338399538478678e-01,7.922104137615910702e+00,6.561716999999999800e+00,7.212247000000000519e+00
4.271215918093473202e-02,1.153948095019568854e+01,7.580277000000000598e+00,9.704300999999999178e+00
3.680152382994253957e-01,5.103708288544065219e+00,3.971244000000000440e+00,4.832076999999999956e+00
6.600965365240466509e-01,4.918172655098970170e-01,3.036337000000000064e+00,2.328736999999999835e+00
6.304472877774031092e-02,5.593412525116018941e+00,5.465914999999999857e+00,5.412015000000000242e+00
2.048885985035381330e-02,9.799394760801884985e+00,8.600770999999999944e+00,9.567026000000000252e+00
4.148264316855827805e-02,6.809395107862763474e+00,6.642005999999999410e+00,6.871671000000000973e+00
9.819504628187152306e-01,3.501352606512608823e+00,3.355755000000000265e+00,2.663013000000000297e+00
1.521942994534065674e-01,1.430992277401092316e+01,9.281117999999999313e+00,1.077977800000000030e+01
2.572666570576484860e-02,9.191218402323197978e+00,7.475182000000001104e+00,7.606694999999999318e+00
8.462077728413956723e-02,8.288778293758245042e+00,5.682548999999999850e+00,7.745619999999999727e+00
6.629358670138632559e-02,8.629789358699399671e+00,5.792412999999999812e+00,7.700763999999999498e+00
2.932657963570558385e-02,7.231838120097888734e+00,6.558586999999999279e+00,7.021780000000000577e+00
5.322152763335666892e-01,4.779816668277665492e+00,3.668299999999999894e+00,4.535383999999999638e+00
5.874985598244640839e-01,4.218157260775756257e+00,4.535204000000000235e+00,4.059401999999999511e+00
9.386945049021773457e-02,9.308391412955668187e+00,6.958369999999999500e+00,7.425333999999999435e+00
2.247610765939478672e-01,7.112799035281285320e+00,5.183567000000000036e+00,8.119790000000000063e+00
1.288511076531235477e-01,8.703846465028872714e+00,1.169833500000000015e+01,1.101795599999999986e+01
1.518432346759787388e-01,6.337377521179069717e+00,4.865955999999999726e+00,5.098717999999999861e+00
7.251247925051020060e-02,5.330350903698907850e+00,4.832183000000000561e+00,6.414403000000000077e+00
1.537886029839344131e-02,7.709912168227721629e+00,5.256730000000000125e+00,7.226919000000000537e+00
4.687382014813555875e-01,4.959053440853478101e+00,5.401908000000000598e+00,5.154244999999999521e+00
1.298319969927444195e-01,9.470972982795890616e+00,6.559139999999999304e+00,7.670519000000000531e+00
5.778217114298286328e-01,5.041318164931269052e+00,3.520458000000000087e+00,4.459285999999999639e+00
1.042295946776653076e-01,7.146440850061026140e+00,5.153972000000000442e+00,6.558282000000001055e+00
1.486576599291670742e-01,5.922016128811773861e+00,6.706185999999999758e+00,6.614130999999999538e+00
7.038087168848885522e-01,1.105213195233037382e+01,6.320910999999999724e+00,9.659190999999999860e+00
4.358492197361078513e-01,6.245138138285676987e+00,5.595162000000000191e+00,6.789885000000000836e+00
3.396180018143061807e-01,4.449703728439740047e+00,5.800125000000000419e+00,4.678995999999999711e+00
2.812424685208083641e-01,5.875410348776520131e+00,5.070922000000000374e+00,5.450919999999999987e+00
6.809986319455579862e-02,4.861044434717536333e+00,4.657208999999999932e+00,5.583848000000000589e+00
1.036522792776837010e+00,9.966175220333658658e+00,6.556553999999999327e+00,8.759643999999999764e+00
2.404087387065148296e-01,5.481700724656858981e+00,5.038719999999999644e+00,5.347052999999999834e+00
8.799993631739663202e-01,4.342069417125090425e+00,5.914791999999999383e+00,6.463236000000000203e+00
2.117534715825555858e-01,4.008530177445485343e+00,3.563018000000000018e+00,2.744666000000000050e+00
1.475217960085868363e-01,6.978146236086795184e+00,5.470958000000000432e+00,6.993338999999999750e+00
4.042673136356167429e-02,9.177670783500339269e+00,5.318205999999999989e+00,7.978082000000000562e+00
1.720106437081937445e-01,5.470618514433692070e+00,5.404836000000000418e+00,5.549357999999999791e+00
8.878247865830764252e-02,5.787641531297560427e+00,5.015535999999999994e+00,6.352559999999999540e+00
1.179514753905669122e-01,4.130936424166468335e+00,3.580508999999999720e+00,4.616924000000000028e+00
1.142174083216938169e-01,8.408663169775042689e+00,5.081520999999999511e+00,6.860744000000000398e+00
1.658825514208627783e-01,4.431290187782308543e+00,3.802766999999999786e+00,3.775937999999999573e+00
1.335913403649308773e+00,4.806392033492188354e+00,7.055286999999999864e+00,6.476548000000000194e+00
4.880516011581442076e-02,7.653525620771123528e+00,7.306580000000000297e+00,7.634765999999999941e+00
1.441176120310690145e-01,8.091404412351579367e+00,5.459419000000000466e+00,7.273782000000000636e+00
6.960301499741111675e-02,4.939631507703387214e+00,4.161035000000000039e+00,4.198819999999999553e+00
1.115472728088756360e-01,7.937763625700378967e+00,6.057892999999999972e+00,8.034475999999999729e+00
3.697266868788581795e-01,4.160141053977490344e+00,4.945466000000000584e+00,3.542016000000000275e+00
1.307132042347464440e-01,6.639925987822642206e+00,4.821893000000000207e+00,6.085691999999999879e+00
1.354788352947198793e-01,5.713464380554964528e+00,4.937983999999999263e+00,5.071387000000000533e+00
1.463074935424555911e-01,8.274087493774674229e+00,5.849929000000000379e+00,8.081275999999999016e+00
2.914686466858612546e-01,6.749930494089647404e+00,4.813028000000000084e+00,6.554449000000000858e+00
3.040597381248133502e-01,1.057703453350785594e+01,5.134966000000000363e+00,8.658422999999999092e+00
1.366409122274940824e-01,1.068575355175278752e+01,7.964036000000000115e+00,9.548367999999999967e+00
1.300442239348544637e+00,6.143962271326969038e+00,8.477266999999999442e+00,9.249124000000000123e+00
1.213565717102783603e-01,1.011491961221085489e+01,6.502074999999999605e+00,7.888869999999999827e+00
2.888600566815846538e-01,4.365790753032707805e+00,2.881600999999999857e+00,3.277578000000000102e+00
2.203555605581447308e-01,3.909901371535335013e+00,3.975851000000000024e+00,3.654402999999999846e+00
1.851132728936740746e-01,4.511527069162414527e+00,4.874296000000000184e+00,4.676561000000000412e+00
5.569568286090993414e-01,3.362550338791154836e+00,2.598577999999999832e+00,2.605779000000000067e+00
6.095874138976530021e-02,6.509804504835382311e+00,6.414169999999999483e+00,6.264460999999999835e+00
1.117468443390432775e-01,6.776303536720267751e+00,5.233746000000000009e+00,6.641649000000000136e+00
1.464527315874324109e-01,1.302927239914297175e+01,7.240467999999999016e+00,9.729212000000000415e+00
1.649139735396860096e-01,5.605965218898351310e+00,7.645749999999999602e+00,7.185869000000000284e+00
8.401679994291873232e-02,8.672507152358047477e+00,6.323207000000000022e+00,7.483044000000000473e+00
8.020152370355000671e-02,7.948713709313126152e+00,5.760029000000000288e+00,6.702482000000000717e+00
3.499671661060798633e-01,1.241862471252772515e+01,6.541342000000000212e+00,1.129601599999999983e+01
8.927706135603404036e-02,7.981818624899183590e+00,5.401495999999999853e+00,7.792905000000000193e+00
9.591984289652652484e-02,7.174803418839498903e+00,5.858823999999999366e+00,6.862925999999999860e+00
1.684394818947012040e-01,4.767056291611603491e+00,3.135131000000000334e+00,6.092494000000000298e+00
6.677202082323575871e-02,1.032982669508996310e+01,6.643785000000000274e+00,9.717947000000000557e+00
7.296835152990885365e-02,5.826048511972003574e+00,4.774262000000000228e+00,5.466880999999999879e+00
5.493705163830962801e-02,8.514700491147857875e+00,4.909004000000000367e+00,6.939494999999999969e+00
2.094730355848629100e-01,6.627503510823312460e+00,5.400608000000000075e+00,6.908077999999999719e+00
3.101343052034148395e-01,5.212772655506527464e+00,3.479903999999999886e+00,5.887604000000000504e+00
1.798738165460714300e-01,4.237288917795853038e+00,3.063275999999999666e+00,4.495925999999999867e+00
1.870858372511718659e-01,8.007756591596271178e+00,5.292730999999999852e+00,7.160796000000000383e+00
4.300317821149232667e-02,8.408258175333251927e+00,5.027173999999999587e+00,6.847494999999999443e+00
2.623525128006157225e-01,5.459056659897593811e+00,4.858982000000000134e+00,5.736863999999999741e+00
1.892406233136092186e-01,3.394201097285298729e+00,3.423360999999999876e+00,3.859786000000000161e+00
4.642954661384283699e-01,9.519153967549346618e+00,4.769463000000000008e+00,7.497036000000000477e+00
1.084671712955106171e-01,6.749089414382229535e+00,4.507760000000000211e+00,6.032358999999999583e+00
7.151767126735773805e-02,6.344290287421327612e+00,5.137169999999999348e+00,5.573349999999999582e+00
5.935797202196332889e-02,8.573211704891583906e+00,4.658998000000000417e+00,9.232461000000000695e+00
1.143968028016630334e-01,5.967626370308627415e+00,4.239548000000000094e+00,5.828986000000000445e+00
1.757140828766268204e-01,9.122599797575142944e+00,5.628086999999999840e+00,7.694146000000000818e+00
5.877454146260937401e-02,5.367725562991846111e+00,5.126593999999999873e+00,5.779156999999999655e+00
1.027808210702580854e-01,5.674429434191900157e+00,5.412386999999999837e+00,5.865904000000000451e+00
5.406963992757404247e-01,8.511423121624240196e+00,5.347694000000000614e+00,7.397377000000000535e+00
5.199266653510511982e-02,6.958142713966122272e+00,4.035591000000000150e+00,6.303080000000000460e+00
2.126048458185774981e-01,5.501885092200555327e+00,5.154408000000000101e+00,5.446101000000000525e+00
5.987650490979494478e-02,9.419703688560932875e+00,5.150298999999999516e+00,7.933439999999999159e+00
1.138195875553098091e+00,7.759468703246484189e+00,4.980933000000000277e+00,7.344489999999999519e+00
2.699836748758164262e-01,1.762967024636151736e+00,2.589818999999999871e+00,3.923964999999999925e+00
9.951382383451991276e-02,8.110031473459880402e+00,6.767491999999999841e+00,8.107075999999999283e+00
2.798439075217083460e-01,8.827113600836510088e+00,5.275180999999999898e+00,7.297508000000000550e+00
3.893674890971256519e-01,3.202342721481627130e+00,3.155018999999999796e+00,4.039051999999999865e+00
1.430763208038846157e+00,6.375266757524241434e+00,5.341572000000000209e+00,6.039337999999999873e+00
1.693756319954468625e-01,3.249719725599772069e+00,3.922012000000000054e+00,3.575149999999999828e+00
7.565928382087029613e-02,8.216665159008815777e+00,5.829060000000000130e+00,8.171789999999999665e+00
1.552421701369733897e-01,6.985894326283092148e+00,7.390003999999999351e+00,7.944863999999999926e+00
1.556655720304884194e-01,8.179040310939756253e+00,5.569459999999999411e+00,8.100592000000000681e+00
3.207526017427452247e-01,2.148633893417304819e+00,4.701782999999999824e+00,2.413708000000000187e+00
9.015336797731181295e-02,6.374644349192953641e+00,4.106436000000000419e+00,5.700326999999999700e+00
3.849338262403485811e-02,9.908666432440728755e+00,6.727446000000000481e+00,8.651756999999999920e+00
1.047411067173749100e-01,7.297087597522425639e+00,5.283490000000000464e+00,6.840813000000000699e+00
7.873105234072151626e-02,6.134047513308739319e+00,4.930630000000000734e+00,6.004251000000000005e+00
1.647665037503483754e-01,6.631150722968016886e+00,4.389623999999999526e+00,6.719678999999999292e+00
6.973969553766758978e-01,6.166725656703686553e+00,3.400562000000000307e+00,4.866235999999999784e+00
2.261000239456274485e-01,3.268512939796243799e+00,4.254855000000000054e+00,2.426706000000000252e+00
5.156779727021030407e-02,6.936421140539371422e+00,5.139164000000000065e+00,6.678724000000000771e+00
6.489113183163569554e-01,4.210991481286617599e+00,4.506016999999999939e+00,3.943529000000000284e+00
9.244999906917104882e-02,8.743071544299480635e+00,6.274900999999999840e+00,7.921500999999999237e+00
8.000640161608889578e-01,4.681807965976532593e+00,3.326871000000000134e+00,4.128827999999999498e+00
4.866893466374032362e-02,5.043485870621517542e+00,4.577689000000000341e+00,5.896078000000000152e+00
1.289627927060588153e-01,5.968518711094263907e+00,4.830235000000000056e+00,6.399648000000000003e+00
2.017088021790932328e-01,6.003704362138157613e+00,4.877202999999999733e+00,6.022427999999999670e+00
5.247228555362827562e-02,6.669382038816445757e+00,5.093119000000000618e+00,6.746821999999999875e+00
1.291164923579385948e-01,1.318489663293292935e+01,5.910949999999999704e+00,9.172930000000000916e+00
1.514063588822769368e-01,3.712213965285164896e+00,3.735019999999999563e+00,3.330347000000000168e+00
1.483085830619204348e-01,6.398441485808964657e+00,5.501294000000000572e+00,6.314303999999999917e+00
2.045857106472712128e-01,4.895947533154727083e+00,5.025752999999999915e+00,5.014758999999999745e+00
1.293558912212672829e-01,7.948836712153060979e+00,6.206451000000000384e+00,7.107305999999999457e+00
4.006137423321824709e-02,7.986935472774390199e+00,6.541473000000000759e+00,7.186250000000000249e+00
4.280727088972843819e-01,7.453061986811159834e+00,4.905874999999999986e+00,6.261962999999999724e+00
1.384634682735358668e-01,6.955462278752418293e+00,5.661378000000000021e+00,6.430788999999999866e+00
7.995367023327064337e-02,1.072907915494861264e+01,6.347832000000000363e+00,9.227591000000000321e+00
3.172599518057704349e-01,1.621832067316401726e+00,2.205191999999999819e+00,2.328736999999999835e+00
8.147619810134856810e-02,7.985495095062805859e+00,6.925368999999999886e+00,7.535203999999999347e+00
4.313800753448493452e-01,6.865797047518558571e+00,6.082129000000000119e+00,7.222788999999999682e+00
4.202381068548839971e-01,3.577813893543768220e+00,2.956830000000000069e+00,3.420369000000000437e+00
5.589153503284131075e-01,1.778989932280729214e+00,3.638423000000000407e+00,3.033360000000000056e+00
5.881447383651013106e-02,1.188315348246727510e+01,6.448719999999999786e+00,8.482905999999999835e+00
7.417910906389173220e-02,1.014025678888264537e+01,7.596133000000000024e+00,9.051546000000000092e+00
1.264038730626496077e-01,7.818195497316610343e+00,6.299876000000000253e+00,6.755716000000000498e+00
3.821877198272342208e-02,6.268433033389086972e+00,7.219475999999999338e+00,7.117624000000000173e+00
5.014893495159025022e-02,5.702154944811655746e+00,4.700305000000000177e+00,5.791063999999999545e+00
6.484655250222644274e-02,6.755261784658200597e+00,5.719114000000000253e+00,6.325428999999999746e+00
9.775772444383991344e-02,8.525877001980708414e+00,6.162037000000000653e+00,8.285636999999999475e+00
7.578112621258456527e-02,5.257651465599030516e+00,4.480508999999999631e+00,3.810938999999999854e+00
9.413961128218886754e-02,6.217555891131523182e+00,4.267541999999999724e+00,5.651518000000000264e+00
1.258300762950620710e-01,7.968034678513384428e+00,3.833050000000000068e+00,7.628142999999999674e+00
1.053295158039995877e-01,3.339511115398115848e+00,3.235068999999999750e+00,3.322755999999999599e+00
9.084689438997164412e-01,9.181275487611198827e+00,8.053691000000000599e+00,9.235236000000000445e+00
5.368931096628505595e-02,9.485772725426707908e+00,6.282502000000000031e+00,8.153677000000000064e+00
2.731154856685067411e-01,7.111834214210110083e+00,5.197223999999999400e+00,7.458833000000000268e+00
8.563590336934816249e-02,4.878191261731261719e+00,4.044194999999999318e+00,4.394569999999999865e+00
1.366418414011202898e-01,7.784005948586221635e+00,6.395853999999999928e+00,7.335161000000000264e+00
1.661583461076905077e-01,3.493252065394181205e+00,2.929095000000000226e+00,3.298529000000000266e+00
9.480853850946407979e-02,6.456407041675054970e+00,7.672021000000000868e+00,7.698846999999999774e+00
2.735511692095253800e-01,1.209102160819973548e+01,1.072117100000000001e+01,1.335175499999999893e+01
2.933414321599424057e-01,6.727323385364827324e+00,4.702622999999999998e+00,5.694262999999999408e+00
1.350339871370753904e-02,1.554564810691432619e+01,9.079832000000001457e+00,1.199577899999999886e+01
1.227289522793212073e-01,6.113962585183577936e+00,6.343424999999999869e+00,6.613699000000000439e+00
4.949951619277379034e-02,1.196608865757457529e+01,6.567244999999999777e+00,8.894389999999999574e+00
1.521146483784921455e-01,5.559579480633330739e+00,3.837251000000000190e+00,5.517271000000000036e+00
7.057516436953066574e-02,5.369640530713380322e+00,4.455367999999999995e+00,5.275420999999999694e+00
3.287728287242283609e-01,5.929304198146684968e+00,5.712437000000000431e+00,5.093448999999999671e+00
2.152934570234567857e-01,3.926901444410967112e+00,4.603280999999999956e+00,4.143059000000000047e+00
4.900927063476493567e-02,1.200198411407075305e+01,5.863052999999999848e+00,1.004703200000000152e+01
4.489079803305798255e-02,7.878063566708898513e+00,6.432837999999999390e+00,7.800011000000000472e+00
3.472575077736561044e-01,1.047518445741747861e+01,6.598638000000000225e+00,8.430614000000000274e+00
3.165253963785767677e-02,1.075851436851313458e+01,7.961263000000000645e+00,1.126939600000000041e+01
1.018704388422081997e-01,1.358995966921722776e+01,8.581186000000000647e+00,1.167855500000000113e+01
2.925462380930345385e-01,4.718907112718814467e+00,3.919204000000000132e+00,3.646063999999999972e+00
1.194875088585427708e-01,3.133435888775073952e+00,3.536501000000000339e+00,3.746294999999999931e+00
8.838092412693251965e-02,5.807991473071661304e+00,6.078050000000000175e+00,6.568813000000000457e+00
6.904398109876487555e-02,7.532892119432070821e+00,5.973387000000000668e+00,7.129941000000000528e+00
9.605130397325056801e-02,6.276292220425133905e+00,4.439726000000000283e+00,5.910389000000000337e+00
3.108104537268142065e-01,3.388376599136550649e+00,4.247351000000000099e+00,2.328736999999999835e+00
7.968443456981003092e-02,9.416648436525358434e+00,6.743655000000000399e+00,8.821082000000000534e+00
6.746218561592140506e-02,6.103796423704253016e+00,5.929242999999999597e+00,5.939758999999999567e+00
1.011005233124436520e-01,8.009312967209664791e+00,5.041663999999999923e+00,7.405628000000000100e+00
2.012426853677334038e-01,3.040915637642792824e+00,3.279494000000000131e+00,3.154431999999999903e+00
8.813145354509270557e-02,5.088632912089960492e+00,6.557449000000000083e+00,5.949620999999999604e+00
1.101393355746643099e+00,1.352471207903498751e+01,7.210411999999999821e+00,1.050845200000000013e+01
2.014347841663882144e-01,8.069847604619578618e+00,4.753554000000000279e+00,6.691996999999999751e+00
1.342662133023820592e-01,3.813363164866173882e+00,3.857377999999999751e+00,3.853180999999999745e+00
9.691349231080378934e-02,6.017106591537613625e+00,3.925513999999999726e+00,6.040541999999999412e+00
4.429413310130761450e-01,6.595837986773988249e+00,5.429541000000000395e+00,6.297141000000000766e+00
8.436688176412048268e-01,7.906979090982481750e+00,7.487921000000000937e+00,7.746630999999999823e+00
3.721741551155793304e-01,2.344862985404001510e+00,3.227840000000000042e+00,2.714639000000000024e+00
6.735647402429732755e-02,9.310450450123882504e+00,5.983797000000000033e+00,7.759910000000000529e+00
9.909318549492222850e-02,5.278803586749461374e+00,3.956589000000000134e+00,4.944504000000000232e+00
1.203652027517330581e+00,7.044014729148100784e+00,4.319498999999999533e+00,5.630333000000000254e+00
1.674523000492520453e-01,1.297624303101609833e+01,6.991475000000000328e+00,1.059096300000000035e+01
1.095395414384204014e-01,6.125745977932737674e+00,3.944317999999999991e+00,5.769923000000000357e+00
3.442044315331536652e-01,7.192770918626988141e+00,5.465173000000000059e+00,6.108293999999999890e+00
7.983585706304041629e-02,1.258632773585023834e+01,7.981533999999999907e+00,1.082349100000000064e+01
2.458761879209693801e-01,4.758015385097674077e+00,4.082530999999999466e+00,4.465851999999999933e+00
9.304970370650300637e-02,1.151294823174273674e+01,8.225650999999999158e+00,1.036102899999999849e+01
9.535280733354280225e-02,7.478744752159639297e+00,4.593008000000000202e+00,6.474971000000000032e+00
9.039347878610236309e-02,5.259146187156973795e+00,4.157655000000000101e+00,5.325460999999999778e+00
1.567072289835106103e-01,7.566143921699476138e+00,3.848405999999999771e+00,6.793242000000000225e+00
3.585114215651895031e-01,7.909615131764307527e+00,6.552770999999999901e+00,8.001192999999998889e+00
1.216735628903375666e-01,5.384371902210714822e+00,3.870820999999999845e+00,4.223564999999999792e+00
9.963098832543214323e-02,1.052500622045284828e+01,6.070033000000000456e+00,8.505544000000000437e+00
1.105488419145385787e-01,5.905357996200332416e+00,6.116826000000000541e+00,5.762510999999999939e+00
1.030217608498404380e-01,1.159742451518339657e+01,9.533832999999999558e+00,1.060795700000000075e+01
4.666053789294639237e-02,7.364000485901609494e+00,5.819900999999999769e+00,7.052088000000000356e+00
2.581778997139240750e-01,6.607842921962575389e+00,5.526386000000000465e+00,6.812214999999999243e+00
2.166763078221604355e-01,5.942156360391053660e+00,4.392116999999999827e+00,5.967670000000000030e+00
2.981302443436529837e-01,1.012473434722722221e+00,2.316152999999999906e+00,2.401788999999999952e+00
1.816595173731547219e-01,2.521637407723008373e+00,3.830212999999999646e+00,2.546731000000000300e+00
8.563141209502887763e-02,6.905804327106157992e+00,5.770488999999999535e+00,5.923129000000000310e+00
2.175403252204833882e-01,8.224445711896645861e+00,5.957621999999999751e+00,7.708666000000000018e+00
9.149774137856217515e-02,6.102006304342908471e+00,5.085880000000000400e+00,6.615425000000000111e+00
4.777519331235103445e-02,1.019841111668799449e+01,6.670770000000000088e+00,8.295560000000000045e+00
9.765885186929745831e-02,8.210114143619367866e+00,4.928355999999999959e+00,7.314934000000000047e+00
5.141903766459081371e-02,4.796760122349443378e+00,4.242671999999999777e+00,4.995516000000000290e+00
8.541133527824286420e-02,6.151719593102465744e+00,4.129950000000000010e+00,6.417939999999999756e+00
3.746308678900815980e-01,3.901297812777517748e+00,3.541068000000000104e+00,4.713046000000000291e+00
5.811498680964292257e-02,6.931142660700240654e+00,5.776648999999999923e+00,7.017377000000000642e+00
4.155089796553138731e-02,8.061333974046743123e+00,7.931796000000000291e+00,8.073646000000000100e+00
5.209977007989914644e-02,7.970259454764872409e+00,4.874901999999999624e+00,7.047677000000000191e+00
5.060785745249431200e-02,1.355971201049935893e+01,6.432847999999999900e+00,9.610978999999998607e+00
5.243431381347637976e-02,1.195993489215718952e+01,7.753495000000000026e+00,1.017604900000000079e+01
1.754167807431383785e-02,7.374686296017170406e+00,4.561945999999999835e+00,7.270239000000000118e+00
1.227532026545557625e-01,7.803933087594566054e+00,5.963073000000000512e+00,6.451801000000000563e+00
2.675121917498005097e-02,9.082198742244901979e+00,6.547490999999999950e+00,7.706116999999999884e+00
5.898876784323117684e-02,9.260096377272946100e+00,7.421241999999999450e+00,9.230871999999999744e+00
1.060625192812412049e-01,7.981664814140599695e+00,5.683591000000000726e+00,8.360771000000001507e+00
8.165694162907995157e-02,5.771612816267432500e+00,5.323954000000000519e+00,4.854509999999999437e+00
3.919040486916482990e-01,6.715811805316514338e+00,5.941208999999999740e+00,6.003343000000000096e+00
6.952586180692891249e-01,3.270489097722462546e+00,2.318334000000000117e+00,3.799854000000000287e+00
6.090274505657162774e-01,5.998729075140788680e+00,5.575997000000000092e+00,4.903361000000000303e+00
1.887266512908622462e-01,4.777408893640028076e+00,3.887753000000000014e+00,4.098258999999999652e+00
5.067922738570460606e-01,7.085048465292037356e+00,5.579560999999999993e+00,6.453591999999999551e+00
1.239480700425187182e-01,9.331255533810121960e+00,5.789260999999999768e+00,7.905446000000000417e+00
2.643370029517058128e-01,2.830008346398103836e+00,2.786758000000000290e+00,3.470187000000000133e+00
1.319440113609640641e-01,4.745652843780519881e+00,4.481535000000000046e+00,4.791566999999999688e+00
1.244771965647506057e-01,5.304408910789959464e+00,3.787998999999999672e+00,5.209745999999999988e+00
1.185218446657956698e-01,8.459062431319361863e+00,6.180485000000000007e+00,8.710278000000000631e+00
9.833493794107416031e-02,6.463091079858320320e+00,4.766810999999999687e+00,6.245243000000000322e+00
1.933394598100646733e-01,2.930320579641775502e+00,2.557342999999999922e+00,3.141947000000000045e+00
1.110646477229842305e-01,7.563116505749502672e+00,4.979517999999999667e+00,7.274230999999999447e+00
4.374075098761138342e-02,8.532592037043075450e+00,5.849994000000000582e+00,7.096640999999999977e+00
2.691062878641640732e-01,3.821196173724378031e+00,3.903619000000000394e+00,2.597628999999999966e+00
3.298566514778698139e-02,4.424296988956531784e+00,3.865549999999999820e+00,4.407587999999999617e+00
6.295917646513247978e-02,8.087733387913022653e+00,5.821430000000000327e+00,7.894633999999999929e+00
6.350445204741170246e-02,5.515203094520037652e+00,5.940933000000000241e+00,6.288424000000000014e+00
3.305733412572463559e-01,2.743213456259439020e+00,2.457176000000000027e+00,2.811550999999999689e+00
2.202762099073271029e-01,8.493180592128105388e+00,2.493024000000000129e+00,1.396856700000000195e+01
1.513135077509460413e-01,4.936673139148441969e+00,3.565560000000000063e+00,4.192085999999999757e+00
8.559871492864941367e-02,8.814977919562368314e+00,4.907315000000000538e+00,7.476822999999999553e+00
4.850664394668682822e-02,8.182955739745825241e+00,6.490876000000000090e+00,7.836527999999999494e+00
1.629994348259069525e-01,5.644053380709327605e+00,5.060937000000000019e+00,6.545069999999999943e+00
1.001136368561591772e-01,5.388686720404670893e+00,5.132341999999999516e+00,5.223681000000000019e+00
3.382752676662062474e-01,3.276119162003491958e+00,3.407032000000000060e+00,4.454066000000000081e+00
1.410227052168657735e-01,8.172588302944069127e+00,6.218409999999999549e+00,7.458275000000000432e+00
6.700151167715134859e-01,1.122885228887670017e+01,8.630705000000000737e+00,1.122780799999999957e+01
2.372992608350529553e-01,3.034845247278368685e+00,3.069068999999999825e+00,2.328736999999999835e+00
