halo_id,x_potential,y_potential,z_potential,x_mass,y_mass,z_mass,eig_1,eig_2,eig_3
85000882162,429.0799,441.3359,874.4575,429.07470123,441.319328074,874.467781352,7.02608503256,10.3556614699,10.5294492176
85000882163,427.2682,488.1223,881.8795,427.284564139,488.076617418,881.824734836,9.77846516705,19.8887618124,20.9998877806
85000882184,348.7361,505.9692,871.494,348.714336885,505.990997336,871.545928074,14.0311961626,11.8258652266,8.60396469084
85000883662,347.7034,497.4174,832.0068,347.692040657,497.4222154,832.023106982,11.9598889026,7.54866587951,8.95230901785
85000883808,342.3052,475.098,842.2278,342.286043121,475.086398768,842.231863039,9.87261220593,12.1836110019,15.8585063322
85000883977,387.0401,451.011,883.7405,387.021026283,451.023296715,883.70881191,6.02751626258,11.228435319,13.5358580385
85000887389,410.1114,426.8116,847.2221,410.115385567,426.815701856,847.23552,11.5820054643,9.68417660674,8.88240862898
85000887591,384.5536,429.2357,864.2134,384.562289897,429.246007629,864.188958557,10.1869464772,8.7778448981,8.0817845247
85000889410,400.7376,517.2668,836.2619,400.728364669,517.249610744,836.267940496,8.86233845238,16.2900234537,14.6026028339
85000891026,426.6067,451.1815,848.1467,426.627477433,451.167852381,848.163183644,12.4232740931,9.89008051658,7.91118629028
85000891216,376.3915,437.2355,912.1064,376.39260207,437.239019462,912.107978675,11.2790068833,9.63625914009,7.53174055663
85000891254,393.7451,506.0222,881.0059,393.769760248,506.034284679,880.98746853,8.52942324803,12.6889327392,12.2291400128
85000892905,423.2499,477.317,854.8679,423.242263485,477.295167012,854.986288589,6.79567874651,24.5829615638,23.4070570097
85000892906,425.8279,445.8535,849.8328,425.801068672,445.86805332,849.860496888,7.40379235848,17.7591838795,19.843048902
85000893088,382.1449,424.7508,911.6674,382.1580861,424.748679461,911.668237552,13.5579149282,9.41803721332,8.82220415849
85000893111,346.226,498.418,841.8545,346.207202697,498.454367427,841.84564751,10.0778952244,19.613606727,22.2386410686
85000896485,412.8178,438.2881,838.9716,412.8047425,438.339166458,838.979245,6.9281523857,11.9774338152,11.0379089391
85000896502,369.7653,451.6541,870.9172,369.760979167,451.661543542,870.953485833,8.59463116368,10.0714040484,11.2820560079
85000896503,364.0548,469.0994,917.2858,364.077141458,469.083425833,917.277603958,14.1185342283,10.8163725826,11.5388207892
85000898490,383.7946,442.6422,880.842,383.822489353,442.665714405,880.837250731,9.35108423808,7.71880810912,7.55108111279
85000898491,384.2176,485.2626,863.9655,384.184188727,485.215808142,863.983822338,8.48306028745,15.8373146407,14.6164606118
85000898515,334.2057,500.0303,825.0103,334.149422547,499.887799374,825.188435282,6.37608073192,61.8931510656,61.1651085825
85000900299,388.1751,487.8564,883.1002,388.125123431,487.825817992,883.086117782,16.4939513464,10.7260959694,11.8596877442
85000902176,393.9417,484.2545,886.8395,393.968884906,484.252924109,886.831220126,12.7516353509,7.8519266631,9.57643122596
85000902177,408.7619,472.3096,876.5437,408.7636826,472.277153249,876.576537526,10.3072640644,8.09371266702,8.95364292858
85000902178,428.4363,423.737,894.5773,428.42009434,423.73131782,894.601642767,9.38477062502,14.0281617787,13.0961704363
85000902198,347.8098,516.0721,841.7552,347.768012998,516.027634172,841.755653669,14.0414621195,8.83504428136,10.6896915591
85000903866,332.6716,425.2444,835.0992,332.693467227,425.254916807,835.092984874,8.11922667329,15.2917499649,13.3170846818
85000904047,366.2033,512.5836,897.5103,366.180210084,512.58860105,897.499414076,8.90693425744,7.46807454526,7.1944516373
85000905719,335.9254,460.4718,842.13,335.885059579,460.510692,842.106529053,8.18482952254,13.9830957948,15.7683497427
85000905929,388.9166,497.2273,891.8311,388.939776632,497.233023789,891.819216,8.95570255818,17.767238046,15.7250911958
85000907671,364.2448,421.9128,824.9094,364.305317932,421.850147468,824.920113502,10.0858392483,17.6420316163,19.2530416153
85000907849,423.849,439.5476,918.4049,423.876529325,439.541320042,918.396569409,13.3992289595,11.0564055329,9.63569236759
85000909357,339.8698,498.3607,824.7872,339.854999789,498.363360677,824.798516702,12.1657517584,9.45977911702,9.14094664462
85000909692,383.9333,487.3504,863.9326,383.939228753,487.33681797,863.921091121,9.47611666414,6.42943635548,7.05027228038
85000911650,413.5912,475.6547,878.7123,413.574144068,475.649484322,878.697777542,6.76908382369,9.62956634962,10.0970727867
85000911675,428.7161,518.3729,917.3939,428.728563347,518.386540042,917.426897034,7.19790534484,11.4030448934,10.4866568018
85000913361,401.411,444.3545,840.9745,401.468402123,444.348667304,840.962829512,5.7188152359,14.7419017496,13.7647546945
85000915080,377.2303,460.2023,857.1082,377.237726809,460.232355745,857.136009787,6.82026315649,29.7398254953,29.0001616682
85000915453,335.9432,500.2205,872.4885,335.938358723,500.201871702,872.499328511,10.5047761608,9.05313445087,7.59946500837
85000917317,404.637,476.8958,873.558,404.629190405,476.885628571,873.551240725,7.92102666282,9.50820548352,8.86850645366
85000919044,370.2732,469.8894,871.2412,370.219134188,469.837995299,871.238043376,11.6594055232,19.6094030713,21.9218511055
85000919236,379.3865,462.1421,875.2741,379.404969658,462.149861538,875.266017094,6.0776437569,9.10829670279,9.81230630031
85000921129,401.5527,473.9041,901.3967,401.494549679,473.872712206,901.393598073,7.786140745,16.177988338,19.098858177
85000922948,369.1348,446.1234,876.2527,369.136492275,446.134048498,876.238980043,7.36441768544,9.13289157204,9.88082372252
85000926830,398.7074,494.02,893.927,398.70477694,494.020665517,893.917779526,7.03285773631,6.15497695192,5.84968355177
85000926834,372.3891,478.7971,853.1452,372.407618966,478.78258556,853.130981897,12.2901121599,9.66070327291,10.5543057471
85000927028,386.1601,466.7613,879.3768,386.167001724,466.745123276,879.362191164,9.02369292796,13.1007157077,11.3889504644
85000927061,387.5938,504.9943,903.6084,387.5734,505.003540517,903.593188147,4.97232300548,10.8293300855,11.4532072891
85000927062,388.8152,495.912,838.1093,388.816575,495.912710991,838.09753556,6.22135940297,9.54583989266,8.70222590437
85000928791,381.1898,495.2421,885.3142,381.169520734,495.251247084,885.302295464,11.487591262,17.8283711258,22.7170364522
85000928971,379.0157,488.2443,879.6681,379.005812743,488.182680994,879.701273434,9.08987099308,24.2917223382,26.3798677287
85000930728,341.6468,483.4384,909.8963,341.623580952,483.436187013,909.878711905,7.31982496897,10.3549082201,10.146581391
85000930936,422.2835,498.3285,893.561,422.282749784,498.328213203,893.611199784,8.66201351796,12.7020204879,14.5456566742
85000932663,340.5665,433.1252,900.0836,340.570089154,433.117939262,900.081201735,5.79206117335,10.4911892397,8.67959226691
85000934763,394.3788,471.5313,885.2095,394.360373043,471.520265652,885.200768261,7.71293219393,8.89937683673,8.50690952934
85000936485,422.2386,438.7597,833.5619,422.229533333,438.772070806,833.588477778,7.01144276418,11.8760257906,9.91013344521
85000936505,344.7928,459.8587,899.9084,344.795131155,459.865456209,899.889332244,7.88468395946,11.7769351143,14.6172427663
85000938467,371.164,478.2372,862.3127,371.188801965,478.227594323,862.332790393,6.60946246932,12.40520311,13.0174971607
85000940455,412.4788,440.1035,827.2043,412.480994967,440.105314004,827.249078993,14.8046867528,11.9553419113,9.82936099593
85000940479,340.1651,483.5601,901.9396,340.180638512,483.573103501,901.904214223,11.4721879992,7.67142060256,8.8566538782
85000940666,423.1234,433.6208,866.1949,423.100779431,433.643654705,866.17615558,13.2849035087,10.2294066699,7.72711942144
85000942503,333.672,479.5623,833.8156,333.696423684,479.553880044,833.824933114,8.50509064282,9.89815503349,11.6980673237
85000942508,374.7496,477.3182,878.3647,374.781167982,477.301229825,878.309957675,7.55813114339,14.3740243932,15.7645755634
85000942720,339.2186,499.2868,872.3098,339.229135088,499.294149123,872.312482895,6.95626836868,11.426349641,9.93533599031
85000946641,360.7147,461.898,863.4995,360.739227093,461.902086123,863.497422907,7.05239361295,8.96588479257,10.0002338745
85000946848,380.437,442.5697,892.0988,380.454060352,442.586870264,892.091997137,8.44376750263,15.0570067543,13.5439526631
85000946881,351.2553,508.3008,891.7415,351.272132599,508.288793833,891.744092952,12.4397626596,7.08664709564,9.3168329648
85000948792,336.8605,477.3517,875.1653,336.856020088,477.359498234,875.144572185,9.83013900275,7.98291676971,6.40275512755
85000949001,338.1164,514.1019,838.2356,338.099554525,514.091903091,838.236222075,11.0265597121,8.26371916362,7.28541272431
85000950836,399.8777,482.0415,840.1728,399.882272788,482.030764823,840.09475885,23.3931875244,26.3968265494,9.20596564619
85000950838,420.7379,439.9619,835.8454,420.689006416,440.034036504,835.910099336,7.01348037105,29.5869522169,27.233485952
85000951050,385.5725,450.7341,879.0859,385.555951991,450.740878982,879.077000664,7.1657359381,11.5568778447,10.9576882772
85000951070,361.7277,501.0028,832.4733,361.709234292,500.981905531,832.488041814,12.4148455731,10.8068665975,7.96770048945
85000954972,423.0876,475.4283,844.1891,423.090054444,475.425783556,844.201075778,5.83593220857,8.96454490683,9.9159814046
85000955187,392.4366,443.1918,876.5854,392.395734444,443.223078222,876.586021778,16.4230196614,10.6085989104,11.9427612883
85000955188,423.0203,424.4242,889.5637,422.952527111,424.374371111,889.407863111,8.45369172351,37.5526061337,41.3890604628
85000957000,333.0497,491.0521,894.4515,333.003803341,491.085412027,894.45402049,5.45667949986,9.35613359593,8.54680458421
85000957182,410.9122,448.7255,870.862,410.896050334,448.721117149,870.864975056,5.93488804595,8.48070122509,9.76745626896
85000959275,408.6329,444.5845,871.3531,408.632971205,444.616769196,871.363595982,6.26190841988,9.58086571049,10.5374875296
85000959313,385.9531,515.381,890.4491,385.941385491,515.38623817,890.434635268,6.36657596061,13.5339026613,12.0242686981
85000963268,416.3535,461.2897,849.8297,416.424024664,461.259542377,849.880600897,5.74061128751,10.4090440464,11.3559416061
85000963288,355.9062,435.2968,841.9299,356.145332063,435.316492152,841.998830493,4.8340131073,52.6054731721,51.4656952006
85000963484,423.9043,448.8318,911.6783,423.927056951,448.885809641,911.720859193,6.11969800451,18.2271745006,16.5556885949
85000965409,353.2203,480.9229,839.6279,353.24255191,480.929016854,839.648917303,6.35971462979,9.86706571824,9.07611193197
85000965410,338.7751,490.4337,884.2666,338.883597753,490.302614831,884.225195955,8.59411423187,43.4746090933,39.7849557549
85000965637,383.9154,457.8232,859.6768,383.889046067,457.859104944,859.673235955,9.56932778026,18.640387258,15.6733911617
85000967446,370.4721,430.3581,884.1396,370.470658784,430.371259459,884.178956532,11.2054245232,7.38831328911,6.98231034765
85000967447,344.9192,427.745,914.8602,344.891947523,427.747373423,914.925857658,14.9751637331,13.0148595456,9.25318290124
85000969728,402.4608,433.5435,861.0184,402.446492099,433.555025734,861.000889842,8.43520778581,11.2898883439,13.6830987703
85000973804,419.4669,436.331,840.4302,419.467371882,436.367784354,840.455453968,13.3276162965,9.93318920828,7.99397457518
85000973822,364.6878,427.2596,880.1652,364.656841043,427.327849887,880.203726984,7.55446365293,17.1863536047,16.1730003224
85000974037,369.1969,502.3429,849.4504,369.140255782,502.383740136,849.446815193,9.21219179965,15.4434104409,16.3984150995
85000975960,362.5842,484.0279,873.2233,362.616288409,483.969640455,873.191025,11.5426667177,28.2090857578,22.7618850245
85000975961,374.1009,425.8636,875.6768,374.122015227,425.862763636,875.697770455,9.98474008927,7.12027219929,7.68775845145
85000977949,391.8801,472.5797,856.4566,391.88516492,472.586241458,856.458720729,7.19282691713,11.2224040441,11.6189503188
85000978149,352.1476,420.992,834.951,352.200436674,420.967931207,835.000032346,10.5749832975,21.0672960777,16.9848619248
85000978153,365.11,424.05,881.2201,365.120517312,424.053650342,881.212571982,8.30077811925,12.9267410646,15.0125498961
85000978390,341.2091,512.9245,856.8483,341.195540774,512.859789066,856.844931891,17.7088200931,14.0271912678,10.7646219991
85000980323,351.4313,420.0563,832.9009,351.425288584,420.065191096,832.900715982,6.28210111075,10.6472935379,8.91129733138
85000980325,369.5264,422.8767,843.152,369.541734703,422.846041096,843.153372374,6.88769740128,12.1741516827,10.6401409361
85000982453,418.4481,459.4729,849.3266,418.44132151,459.504773227,849.35494714,8.35406987465,15.0532064989,13.7545634465
85000982686,392.5689,472.0854,881.4172,392.571370023,472.151661556,881.430842792,9.11156463798,12.4914048078,14.6045536742
85000986867,415.4115,435.3231,841.3508,415.384291264,435.356745747,841.375042989,7.02870194416,13.4534281547,11.2927972611
85000986887,373.043,480.6485,823.4217,373.053953333,480.656213793,823.40693908,5.97932662907,10.015303766,8.75941896496
85000987134,380.1807,505.0244,903.369,380.187585977,505.005584138,903.38152023,6.57657961761,8.64707965544,9.40343304695
85000989392,414.6624,497.2409,895.8629,414.651680876,497.259964977,895.815168664,14.4680346452,10.913908798,9.13844657676
85000991398,386.8379,464.1625,838.0815,386.797754042,464.236863279,838.124617321,5.8494420893,17.1279255342,18.5603096365
85000991416,332.1931,429.3132,840.8382,332.168437875,429.32155358,840.821030485,7.02668179028,12.8171761827,11.909982947
85000991610,392.6957,444.6828,877.3252,392.677306697,444.688070901,877.332800924,6.16536875906,10.1968563278,7.71940615312
85000991641,361.1056,518.5252,832.5485,361.13008545,518.514276905,832.545063279,6.23594165649,9.38569596776,8.35209901575
85000991652,400.4779,513.8409,846.5608,400.469196305,513.814280139,846.573980139,6.25433960058,12.3356026362,11.0971163433
85000993630,363.7076,494.0572,833.7277,363.695182639,494.061598148,833.756025463,10.0249346821,7.61931206058,7.35610463736
85000993633,374.1901,430.7452,879.3607,374.17903588,430.750785417,879.370994213,4.51371688413,9.23732557423,9.97754828165
85000993846,377.9575,426.1977,857.7964,377.916618981,426.254895833,857.776122222,5.70473966461,20.9594461699,19.5705218855
85000993881,385.7552,505.3437,896.0924,385.744199537,505.328154861,896.082574769,5.75607825219,7.16600809927,8.24790064854
85000995795,418.5836,423.4267,823.1011,418.571175406,423.411932019,823.100208353,8.09241771747,16.7736815728,14.3632732497
85000995813,363.26,498.3978,908.8023,363.193878422,498.396599304,908.866966589,5.83054139326,20.857535512,23.0367316148
85001000427,356.5119,478.0193,917.9606,356.519094172,478.008406527,917.962769231,7.2238072573,6.34539319738,4.78640854532
85001000428,375.9254,507.6657,845.2075,375.956680186,507.595748019,845.209849883,7.06828455289,21.4711781918,18.5041353953
85001000688,341.6418,499.4962,879.8632,341.619799534,499.481192075,879.865428438,14.4069206256,10.6174006655,9.15566938897
85001002808,349.54,476.0994,843.3572,349.435868458,476.204406308,843.328854907,6.36787119083,29.3361642313,30.0889230778
85001002809,359.9306,433.3037,838.0141,359.922502804,433.296557944,838.030770561,4.1344318415,6.84216704415,5.92207471435
85001005144,409.2319,453.1945,845.6218,409.151755035,453.258481733,845.543019204,6.00146482243,29.9769611044,29.0542492132
85001005166,350.8011,436.2721,824.2668,350.792900234,436.279818501,824.277535129,7.3878760421,12.2759007558,10.6404786821
85001005167,350.1492,483.8728,838.8062,350.1601637,483.850488759,838.831312646,5.99211992659,14.8096712678,13.6245776256
85001005169,333.8477,473.6317,834.024,333.848011944,473.633583607,834.062920141,10.5046407924,17.6809348803,18.5828645673
85001005388,385.5697,457.0582,861.2944,385.561700468,457.054175644,861.295537705,7.68963607512,11.9346940307,12.7231194142
85001007474,359.2473,446.6581,856.4225,359.238488263,446.722861268,856.394567136,7.05976313927,18.3200664077,19.5356744331
85001007686,402.8758,445.5387,866.1137,402.955653991,445.529512911,866.170355399,5.49788496809,17.9107120187,19.0490314332
85001007687,416.2524,458.7383,887.3216,416.27408216,458.689863615,887.347601878,7.21391798954,12.7995286401,11.2779305903
85001009968,399.4838,443.7643,873.3417,399.488877412,443.753832471,873.363195765,5.55528773427,8.56099182209,7.79786366364
85001009969,395.7517,457.3416,862.5873,395.755843765,457.367360235,862.587350824,8.26735222603,7.67795524478,7.23462580919
85001010002,334.542,501.2647,849.1702,334.532564,501.280746353,849.174820235,8.63087446168,6.21101244992,7.1243048484
85001011999,364.2186,458.9693,838.994,364.219951887,458.958498821,839.031767453,5.34003089882,8.38063976784,7.37887159334
85001012216,404.011,465.9911,895.4022,403.9121875,465.95035,895.405048821,8.1732950533,21.7575190828,25.078921304
85001012242,349.3228,501.7452,871.1549,349.32597217,501.622102358,871.137008491,5.4501150491,20.4824777754,19.7866103755
85001014565,368.0426,505.5807,825.4174,368.047340189,505.613720331,825.342816548,5.86832402182,21.1742924575,22.8935786607
85001014577,422.1158,508.9391,892.5021,422.14267234,508.911704965,892.522848227,5.82808883234,14.5103800422,11.5321390054
85001016692,358.73,441.1193,822.2211,358.724199289,441.152525829,822.222611848,6.38942720378,13.208453086,14.9994507502
85001016910,378.8214,468.7435,908.8214,378.86147654,468.756369905,908.866666351,10.8180855131,8.49520537899,7.28859106789
85001016935,392.6372,504.5529,915.1425,392.642199526,504.530263981,915.131232938,5.05766729329,7.63629051553,8.29950013117
85001018978,373.2159,484.1663,823.0212,373.22947791,484.164446081,823.018520428,4.52308993892,7.51005027619,6.22565008489
85001019211,389.9201,470.4202,863.348,389.925743468,470.418688836,863.357740855,5.08959230069,6.58859632435,5.95465077496
85001019214,424.1017,448.4949,912.4902,424.078361045,448.540980523,912.523717102,10.0377195777,19.8649110233,17.586484299
85001021314,356.6257,437.0816,842.6462,356.645148571,437.147146905,842.665419048,14.6781148433,10.3921724736,8.28700822313
85001021315,361.6944,487.921,856.1952,361.682197619,487.896619524,856.203037619,7.02348203478,11.3090304992,11.980637986
85001021317,356.5769,492.5423,869.0765,356.574241429,492.541272143,869.08388619,5.923463848,9.31479850546,10.7293756265
85001023643,396.0718,455.7921,827.9423,396.084132697,455.790491885,828.021681623,4.34850134669,14.4656561655,15.2877269478
85001023910,410.6118,486.2096,892.8172,410.618370644,486.183010024,892.804068258,10.3394554645,7.15858914693,8.79599820859
85001023911,415.013,483.458,893.2253,415.004202625,483.50131957,893.246006444,6.56238913891,10.5842602862,11.1664566549
85001023912,379.4333,491.2245,871.7402,379.408587351,491.182408592,871.748363962,10.11349179,7.108520025,7.56388594503
85001026279,407.2292,475.6299,867.3387,407.215929904,475.620542344,867.341330144,7.43825196291,6.06416636078,5.45554835631
85001028463,382.6316,432.7938,831.9798,382.609054916,432.775807674,831.980434053,14.1340478751,9.37209530654,10.8750993183
85001028745,341.7731,517.5297,874.1928,341.784091607,517.505445324,874.21384964,8.36910054089,6.69734828538,6.33383505373
85001028748,362.9949,499.3281,873.5513,362.992543405,499.351133333,873.563570983,7.3176958809,11.1313683166,10.2594830825
85001030876,388.2682,484.4674,854.0979,388.270994712,484.472563221,854.092702163,6.03380416689,9.09944207436,9.91722407875
85001031143,393.871,461.2792,884.8329,393.819701923,461.27343774,884.778723558,5.56058272254,20.7469028724,22.586526545
85001031144,415.1309,426.463,895.3505,415.139962019,426.441114663,895.36754399,5.7066776618,11.0715495737,8.65185808454
85001031145,428.0317,469.0699,883.8709,428.022616587,469.059754087,883.900826442,7.30958043435,21.6362216112,22.6262150345
85001033391,349.7757,485.0701,837.4501,349.781701205,485.057466506,837.484300964,4.59471197615,9.07710507183,8.32214715202
85001035890,375.2389,491.9291,907.0753,375.252021498,491.91282029,907.077235024,7.14199352384,10.8978785513,13.2469466449
85001035900,367.2998,472.2246,840.6763,367.286809903,472.217050725,840.674818841,5.6312330839,8.09719264527,7.43020397083
85001035902,352.1785,461.6888,861.1088,352.227809179,461.656062077,861.112221739,4.79193446107,9.42832474097,6.95888577797
85001036129,393.1733,469.3735,897.7372,393.162861353,469.384027778,897.737003382,5.33008609727,7.89919403859,7.13616740414
85001036130,430.36,426.1046,895.5857,430.362636232,426.107717633,895.611469082,5.5931219058,7.96722138962,6.94021644458
85001038567,332.963,508.3195,892.4822,332.916048668,508.287926877,892.478078935,8.00080593151,9.92471070349,12.132849805
85001038568,370.9303,499.2217,851.3956,370.975830024,499.131479903,851.407217676,7.87267821059,17.0377862051,17.9604109243
85001040769,369.4381,467.9586,820.5215,369.406221845,467.959357767,820.537820631,9.60850344885,7.77313106084,6.10548119031
85001040986,403.4779,466.93,903.3293,403.476351699,466.923011408,903.339383738,6.35787322676,7.90744322139,8.12799625185
85001040987,384.6819,472.5249,910.3177,384.715987136,472.55251068,910.316334466,5.2702420705,13.9771968727,12.4175431168
85001043373,391.8604,466.2957,860.1735,391.84526326,466.293399027,860.19122944,4.07913155304,6.21881944889,5.50573593807
85001045832,408.639,428.2206,882.0238,408.629779756,428.216806829,881.994342195,5.11653305643,8.84823832623,7.54694553735
85001045833,403.0578,460.8462,870.4462,403.041984146,460.903209268,870.42812122,4.50676471952,20.8759428632,21.2374722173
85001048285,390.2761,470.8745,898.1208,390.268266504,470.85133643,898.153873105,9.6894442043,7.35395015324,6.67155134246
85001048286,414.8914,451.3194,862.3506,414.884435452,451.292647433,862.354713936,9.39140901157,5.54758070477,7.47913246366
85001050530,338.8127,482.0961,855.1295,338.818717402,482.113326716,855.141147549,9.81907418262,8.88467887235,5.84582238503
85001050536,362.642,450.0388,879.653,362.650076225,450.031365931,879.643601225,6.51693227159,8.59170183426,9.73593559415
85001050805,335.0328,515.8242,871.8642,335.040424265,515.812943873,871.85184902,11.5350987544,10.0236668942,6.45213131141
85001052993,366.5756,483.2944,875.9163,366.570700491,483.285633661,875.908029238,8.5706643573,7.5449351599,5.6704699228
85001052994,364.3668,463.0259,902.0538,364.369295086,463.044715479,902.077237346,15.7511881766,13.5174126898,9.09937557359
85001053226,402.5371,423.211,884.0294,402.532758477,423.205537592,884.030476167,6.73259329005,5.36861242359,5.87416000636
85001053229,376.2132,429.4747,916.3068,376.214389681,429.471480098,916.293522113,4.84677085242,7.20230950925,8.18953707833
85001055452,371.6588,479.5173,883.3212,371.666541379,479.510237931,883.316923399,7.21323051637,5.90702609123,5.82858085239
85001057966,391.4286,466.2796,829.0383,391.405609383,466.409621235,829.014230864,6.31649296772,26.682761473,23.7761086793
85001058210,381.9417,487.9422,870.3821,381.853784691,488.007914074,870.402711605,10.9469666421,19.6339370489,24.669144429
85001060498,342.3392,495.6201,878.9478,342.366359653,495.60377203,878.935202228,7.68778040377,10.0972152203,9.80784623591
85001060756,418.3965,455.4977,912.8321,418.407864356,455.494274257,912.839544307,5.91394590918,7.37321907551,9.06485367531
85001063116,365.1546,499.1624,909.3985,365.179494541,499.13967866,909.400029777,5.62727276173,10.0036711697,8.84216296855
85001063124,352.7596,486.3425,896.6102,352.761114392,486.335888089,896.638050124,5.27308042122,10.2643046256,10.7923470132
85001065720,338.5187,464.5952,821.4869,338.514345025,464.589370398,821.494187811,5.5028368396,13.9854726874,13.682519293
85001065721,358.2534,459.9952,863.4893,358.263550249,460.016094527,863.528564428,10.6665891087,7.6878394139,8.64214781743
85001065726,349.95,477.8755,887.2707,349.939113682,477.877252488,887.257294527,5.60633631937,8.77488966232,10.2303302983
85001065952,404.0078,448.3661,873.0941,404.000373134,448.372388557,873.091472388,6.43441578985,4.8702090057,5.06545166445
85001065953,401.8799,439.4579,864.291,401.848200249,439.446211692,864.293214428,4.41321613892,6.35457584098,6.8900745001
85001068380,367.1671,489.1945,828.7928,367.169130175,489.213927182,828.79933192,9.69148459748,8.32412564058,7.42748418195
85001068382,366.9824,449.649,882.9938,366.989078055,449.646342145,882.983083791,5.58459824942,9.25997107809,7.97467301249
85001068633,418.2973,453.0108,888.993,418.300214464,453.020938155,888.98587581,4.72943794906,9.22970926337,8.67480516757
85001068662,366.8995,510.2831,899.0223,366.866388778,510.337963092,899.035566085,6.53226024758,12.4238455648,10.1434741076
85001073652,395.0948,480.7436,828.5314,395.078615038,480.752680702,828.523266917,4.83145283038,8.54128316263,9.53855358698
85001073686,343.1184,485.6309,901.9728,343.140220301,485.552904511,901.982838596,5.68709385949,17.3686202273,18.7665937732
85001073921,420.6352,456.1492,884.746,420.642683709,456.151751629,884.737869173,4.79521217789,7.61102213613,8.02042686598
85001073948,361.8547,505.1487,839.7274,361.868424561,505.078473434,839.720854637,7.37672489842,15.7992956994,13.2315211822
85001076300,403.4449,461.6092,846.9209,403.407260553,461.584895477,846.904255779,6.20021495288,11.6123031171,12.79909967
85001079303,368.4049,515.6115,829.5067,368.426823426,515.649547103,829.473878589,5.66647326648,11.1182758777,12.5440748958
85001079304,368.8358,504.071,821.2979,368.849836272,504.058347103,821.305938035,9.32008624819,7.72055442097,5.83051079083
85001081662,374.2473,466.0432,840.9506,374.242459343,466.056202525,840.97845303,6.8531506279,8.84011284313,10.189332109
85001081669,373.6725,493.1877,881.1542,373.628437374,493.165057576,881.189249495,6.71820932153,14.4689535256,13.9274937929
85001081938,379.6768,501.7927,903.7886,379.668798485,501.798132576,903.800154798,5.09170412964,7.13344281275,6.53041813762
85001084028,375.5684,424.9665,856.7731,375.588752152,424.982456456,856.784036456,6.78429655833,10.5373676005,12.1154298411
85001084244,381.8214,460.1402,827.8151,381.812406076,460.142451899,827.815361519,8.91048010258,5.63361822337,6.83231711405
85001084283,346.3069,435.6662,871.4222,346.352966582,435.646490127,871.411479241,6.32832791501,7.51845638805,8.64327693694
85001084562,336.45,508.8838,881.4064,336.469148608,508.870644051,881.403258228,4.87964851539,8.01544628752,6.66166989709
85001086902,389.2013,460.9608,826.9379,389.200923604,460.948264467,826.910809898,3.91471723723,8.35075859087,8.4499127719
85001086904,419.8123,439.1448,825.6766,419.825617513,439.172056853,825.697995178,6.30445478728,10.3116925883,8.47147878444
85001086938,370.2419,467.8666,820.4406,370.235880964,467.868135787,820.460500761,6.81823881538,8.76021761575,10.5138147489
85001087201,386.7998,477.1959,875.6215,386.794557614,477.187899746,875.612979695,5.21837081424,6.68208715571,6.00831287005
85001087202,379.5166,466.6166,871.1356,379.511100761,466.609365482,871.146759137,10.1830055412,7.3354719803,8.21567447849
85001087203,409.1749,492.5482,882.3025,409.170557614,492.522432741,882.321270812,9.26548507665,7.55396137154,6.16615729181
85001087205,427.534,443.5736,872.1847,427.457202538,443.581621066,872.145053553,4.06373808041,17.1470562075,16.5158682321
85001089660,357.7491,487.7661,872.2981,357.734079135,487.745294656,872.261059288,6.26216336259,8.83043614526,10.5990328321
85001089896,396.7976,468.8878,899.5281,396.793123155,468.898929262,899.56212112,8.4474797008,7.04878640473,4.34475363447
85001089897,410.7676,443.5472,885.2748,410.856446565,443.528693639,885.27773028,5.9060293862,21.7425535383,23.2246778955
85001089900,420.1464,470.5789,896.8593,420.150954707,470.604783206,896.838943257,7.30575316418,9.9967130861,12.6474258897
85001089948,421.3425,514.1468,848.7857,421.332008906,514.14909313,848.777486514,3.77322640127,6.65939412045,5.99139193828
85001092253,426.5771,424.1754,854.7188,426.566543878,424.158096173,854.70987551,3.32937148557,4.91479794155,5.67873803289
85001092513,389.219,463.6339,872.5707,389.223130102,463.63586148,872.566346429,6.14699101641,10.5681228414,11.9671251222
85001092514,379.1443,438.7352,877.4036,379.163545153,438.732508929,877.400724235,8.43444592781,7.3351755467,5.35476310549
85001092515,383.2838,475.9892,900.8138,383.279749745,475.979598724,900.814504592,4.99738409944,9.12834508362,7.42331373694
85001092547,349.2438,510.6747,846.5869,349.252746173,510.610028571,846.677161224,9.15682046382,23.2509891104,21.5961664058
85001095242,412.1478,492.7504,882.7198,412.150311253,492.736170588,882.734096164,7.56789691611,6.76962817401,6.95075946989
85001095287,367.2591,510.1398,826.7148,367.264743734,510.134005371,826.705745524,5.69927355365,12.2814402009,10.8059358654
85001100413,422.2561,476.9282,854.925,422.242524936,476.937037532,854.933586118,5.89820299413,10.2138008134,11.6161793725
85001100446,357.2226,437.1276,843.074,357.224518252,437.124168895,843.089034704,5.04947748433,11.8402661808,10.3132566949
85001100702,418.1359,425.1638,879.6805,418.135029049,425.149279949,879.673680463,5.38443875437,8.20573978642,8.98032979922
85001100744,361.2393,514.6393,849.0443,361.25177018,514.626756298,849.04302365,6.85286107796,6.1798638723,5.52027046974
85001100752,382.6419,506.8362,885.5585,382.628834704,506.811909254,885.587066838,7.10501203557,10.8663005943,11.1093265301
85001100753,408.7867,513.4601,876.0356,408.764226735,513.442047301,876.065530077,8.64902145089,6.71434007203,7.38966155707
