#Id,x_center,y_center,z_center,c_bdmv,c_bdmv_max,c_bdmv_min,c_bdmw,c_bdmw_max,c_bdmw_min,r_vir_bdmv,r_vir_bdmw,n_vir_bdmv,n_vir_bdmw,n_tot
85006898753,450.190600,536.141200,456.549200,3.254030,4.457398,2.085135,2.427612,3.826494,1.300998,0.140160,0.095165,36,22,54
85002702409,463.798400,453.502200,518.892500,9.167291,10.427916,7.939597,6.755075,7.663778,5.832420,0.221043,0.161992,134,111,151
85001503500,485.677800,539.872500,514.544500,10.042106,10.696625,9.376748,7.631957,8.310979,6.967233,0.263126,0.196608,236,199,281
85006680517,522.614500,523.448700,500.218900,4.255101,5.330557,3.190257,2.828059,4.006736,1.623450,0.161628,0.120811,48,45,56
85005330610,493.768700,526.596700,512.784400,5.713179,6.752821,4.697679,3.507080,5.001872,2.244273,0.164356,0.118738,54,45,72
85006786971,459.626500,479.645400,537.487100,5.820549,8.346942,3.304809,1.530601,2.785891,1.000030,0.116374,0.100550,17,15,55
85001416556,495.058300,450.548100,544.050700,10.585637,11.326358,9.857213,8.417948,9.117197,7.730837,0.265955,0.198634,246,206,299
85000347932,471.612600,526.970900,455.287600,9.203848,9.581394,8.816818,6.130756,6.788271,5.465050,0.436178,0.332374,1074,968,1217
85002998593,495.190400,486.979000,512.667100,5.859972,6.769538,4.950181,4.396826,5.599101,3.185867,0.181467,0.128023,74,57,135
85004852840,525.346400,520.369600,546.700400,7.746621,9.141237,6.385487,5.543371,6.676214,4.401778,0.177968,0.131664,71,61,80
85007634140,505.644400,467.919300,543.649800,9.129674,11.078184,7.153635,6.299252,7.490910,5.115500,0.149379,0.108549,43,38,48
85001607052,528.215100,463.131700,506.765800,5.891316,6.703300,5.086095,3.892042,4.894052,2.908297,0.268312,0.199434,246,210,262
85000874467,489.068700,486.057300,463.384700,8.602517,9.086514,8.127466,6.009607,6.752829,5.267530,0.330945,0.248718,464,409,492
85007789824,506.925900,497.160700,520.429900,6.790174,8.205970,5.358920,5.667377,7.131547,4.227829,0.146264,0.107461,42,33,47
85002339525,489.598100,513.427700,494.199600,9.703792,10.864348,8.549908,7.330777,8.186553,6.462396,0.225269,0.173178,155,137,176
85000328669,496.590100,499.322500,469.698900,6.551643,7.151113,5.955284,5.208314,6.009209,4.392836,0.452842,0.326097,1201,922,1284
85000313534,459.769200,493.067400,546.886700,5.686801,6.399823,4.962524,3.912547,4.846085,3.247106,0.452932,0.335367,1206,1002,1342
85008665014,542.637600,534.561300,456.646800,4.424023,5.795714,3.059487,4.159374,5.680067,2.600880,0.136127,0.112019,34,29,41
85004584842,473.098200,458.618100,525.979200,4.422875,5.468930,3.360394,3.065850,4.344771,1.813892,0.186535,0.135815,80,66,85
85006377900,510.854400,483.979600,538.752100,4.423289,5.564676,3.292970,1.818789,3.064283,1.002476,0.166014,0.125481,57,50,59
85000692658,492.329500,546.377800,464.877000,3.593669,4.596861,2.698461,3.319589,4.360581,2.337746,0.324770,0.216465,443,269,622
85006377711,462.999800,500.142800,531.035500,6.386681,7.190156,5.573724,3.841913,4.886194,2.816320,0.173873,0.126689,55,47,59
85002804401,461.724900,547.976000,477.962600,5.309446,6.247175,4.357630,3.704100,4.767512,2.636909,0.220751,0.161814,131,113,145
85003341555,476.258700,509.658900,482.862900,8.336302,9.578657,7.094831,6.019506,7.040301,5.005226,0.197027,0.141291,94,79,120
85001618939,461.452000,544.993100,459.051500,4.272758,5.247747,3.277073,4.636737,5.627789,3.625058,0.248147,0.156439,197,104,260
