#Id,x,y,z,rho0,rho0_max,rho0_min,rs,rs_max,rs_min,r_max,r_vir,c
85001922231,481.336000,469.930300,526.984700,1071959.865485,1572532.424465,567038.762282,0.027480,0.031031,0.023832,0.377055,0.328022,11.936628
85003127383,490.315800,461.278500,497.725500,699359.077871,1141121.506580,265634.417636,0.027727,0.032877,0.022680,0.243452,0.000000,-99.000000
85006789058,511.866100,520.084400,452.640200,116568.314926,285373.291831,19092.193883,0.046503,0.060771,0.032334,0.180832,0.000000,-99.000000
85008665025,510.190200,494.217500,471.502600,1757905.095416,3066655.709963,459075.267128,0.012475,0.015957,0.009015,0.185855,0.000000,-99.000000
85002880068,511.922400,466.876300,457.955600,1747883.698822,2572637.522416,938847.763639,0.017312,0.020653,0.013967,0.342141,0.266817,15.411925
85008221644,510.601800,530.157500,500.415900,977594.597688,1930412.560459,90733.685550,0.015123,0.019721,0.010544,0.249169,0.187906,12.424773
85004796542,457.236400,481.663800,453.775500,454970.837068,946264.728862,74416.225538,0.026555,0.032813,0.020237,0.210586,0.000000,-99.000000
85007250309,458.482400,530.964800,456.562500,158240.560288,354439.222126,9041.707827,0.035078,0.054733,0.015775,0.216605,0.185549,5.289552
85002575623,492.702000,461.441300,497.089300,474451.214217,700658.018218,249806.379575,0.034102,0.040473,0.027677,0.293490,0.282839,8.294021
85000285347,466.941300,543.110000,543.018600,387119.708779,428072.257920,346596.837750,0.073044,0.076309,0.069737,0.793774,0.574776,7.868923
85002573902,484.888700,450.155700,538.219500,601237.700181,923179.054776,281297.863574,0.028388,0.033086,0.023738,0.386545,0.275435,9.702625
85006023048,458.142000,493.395100,540.587100,3268446.570477,5578338.372051,895664.495251,0.010850,0.012993,0.008687,0.196955,0.000000,-99.000000
85006296618,536.251900,548.724200,522.522800,2830025.480456,8168993.750766,410888.413246,0.011350,0.014000,0.008710,0.286581,0.191419,16.864584
85005338276,491.628000,474.763800,464.093600,366807.908970,958452.854248,69071.953862,0.028250,0.034924,0.021555,0.216826,0.000000,-99.000000
85003061407,459.146300,464.567700,455.338900,1093278.120373,1518379.431455,677078.610835,0.021430,0.024384,0.018522,0.300953,0.261443,12.200024
85002606867,542.269500,531.281600,533.065900,303584.133280,462805.834452,147110.856791,0.039391,0.046226,0.032610,0.274583,0.000000,-99.000000
85005766858,461.419900,491.237800,539.281700,594813.327739,1667641.065301,46389.876708,0.018732,0.025270,0.012237,0.301475,0.172944,9.232337
85003266436,463.428300,532.588400,452.658900,618121.010148,910211.720747,320686.472327,0.026738,0.030973,0.022425,0.240370,0.000000,-99.000000
85007010835,520.020100,455.521400,509.385700,824950.924385,1218704.203876,439274.522847,0.016651,0.020915,0.012380,0.240307,0.185700,11.152283
85007504467,531.403200,535.338100,482.436700,139015.080094,341493.284136,21571.442347,0.038973,0.050469,0.027270,0.183128,0.000000,-99.000000
85005144203,456.870500,460.752500,506.897500,318892.658732,1052404.709810,41476.077956,0.030219,0.039947,0.020719,0.204693,0.000000,-99.000000
85000924395,514.644000,536.608400,507.872000,641564.838433,744218.357969,537427.717587,0.042715,0.046015,0.039347,0.412042,0.405129,9.484554
85002316396,455.501000,462.426300,510.653100,1262810.919795,1733883.824815,794628.973361,0.024589,0.027770,0.021404,0.289525,0.000000,-99.000000
85001625542,465.898300,461.508900,523.602200,1244570.021054,1572832.905224,909798.704753,0.024857,0.027205,0.022467,0.430676,0.319472,12.852305
85000274243,491.391300,514.967300,473.937500,680709.705281,739872.793699,620149.954786,0.052100,0.054168,0.050053,1.457392,0.539517,10.355397
85002573901,478.403900,452.874600,532.507300,292722.839305,454829.039696,128940.029146,0.039278,0.047455,0.030973,0.252832,0.000000,-99.000000
85001037597,476.748000,462.278000,517.771900,724820.541944,862105.726761,590433.080740,0.037280,0.040198,0.034369,0.389490,0.387384,10.391279
85004442799,534.343700,520.366000,471.326200,1246693.683705,2395607.557266,273999.195863,0.018236,0.021708,0.014815,0.229675,0.000000,-99.000000
85007516440,486.619600,479.512800,460.713400,287496.798750,595555.613216,20038.742740,0.032075,0.047049,0.017136,0.143065,0.000000,-99.000000
85005330597,469.171900,538.830600,512.038200,2448303.101617,7323876.269599,384737.021651,0.012284,0.015057,0.009465,0.237413,0.201533,16.405798
85007501793,462.003300,518.961800,495.398800,240563.446236,787607.957689,23284.893751,0.031296,0.042978,0.019742,0.154737,0.000000,-99.000000
85007373510,488.693900,508.316300,493.759600,59311.392421,113904.805892,3518.033006,0.051762,0.081384,0.022197,0.282486,0.185017,3.574408
85006102343,518.197800,542.669000,453.052100,511229.585128,918059.533712,110321.167353,0.023848,0.037338,0.010480,0.229299,0.000000,-99.000000
85003779007,502.417900,514.940400,494.780400,5098858.344806,8823408.673795,1322016.453446,0.010855,0.012712,0.008947,0.328787,0.234816,21.631777
85004063686,519.272200,504.888400,455.864600,983393.699462,1839851.846726,167453.477509,0.020061,0.024246,0.015783,0.252910,0.234100,11.669630
85003750051,509.559700,543.303700,510.784500,625189.618795,1023626.578300,221296.166919,0.024813,0.029362,0.020295,0.324664,0.244504,9.853771
85007501989,523.762100,459.066000,522.244400,2125548.411504,9559840.980484,206497.778977,0.012158,0.016267,0.007949,0.230578,0.188034,15.466355
85008521978,460.765500,480.571500,499.004600,1108230.028456,2393126.827537,95663.447703,0.014534,0.018887,0.010302,0.201516,0.000000,-99.000000
85005784876,487.037700,517.172000,545.213300,528841.827481,983439.710488,89818.892126,0.022401,0.027778,0.016915,0.299247,0.204694,9.137620
85001761237,481.825500,450.310500,536.414900,633423.079291,850778.552507,416059.138411,0.032613,0.036532,0.028782,0.371508,0.318391,9.762844
85003590793,450.212100,516.524200,457.085800,419865.249996,914023.101169,54319.605469,0.030425,0.039083,0.021883,0.287479,0.246800,8.111660
85001339916,480.937400,517.933000,457.676800,457604.675750,575895.100834,338317.407048,0.042056,0.046268,0.037861,0.466396,0.348238,8.280421
85001110986,542.448900,549.424100,546.808300,525164.121625,645398.326866,403817.141502,0.040985,0.045062,0.036916,0.532746,0.378139,9.226222
85007664607,484.816500,524.103900,548.633000,2480815.619042,10700781.211512,136450.008835,0.010533,0.014811,0.006374,0.204768,0.186682,17.724239
85003420652,485.785300,535.223100,529.158900,196058.555872,290651.242936,101999.810382,0.045872,0.055755,0.035922,0.262497,0.254672,5.551855
85004181788,487.073000,475.091200,541.823300,1442987.554149,3123970.629947,220001.418244,0.016117,0.019740,0.012485,0.335790,0.229295,14.227074
85003914873,472.142600,457.328900,528.273400,3618891.268724,5134790.213462,2083880.922585,0.011304,0.013152,0.009474,0.541800,0.226141,20.005868
85001425799,530.626000,535.197800,481.285800,1991813.964530,2667023.635387,1300936.177206,0.018184,0.020419,0.015894,0.698365,0.269956,14.845783
85008202360,475.529000,530.659600,467.594800,484232.662275,2303817.196962,17182.463383,0.016920,0.025107,0.008626,0.276352,0.163185,9.644630
85007909489,483.341800,544.185900,497.863800,3442167.242864,7048318.797101,239005.286451,0.009878,0.013652,0.006197,0.156542,0.000000,-99.000000
85006200493,510.264800,478.579000,501.205200,334315.326759,828247.334553,32555.960969,0.026839,0.035432,0.018078,0.242560,0.196882,7.335716
85003620312,470.825700,536.053300,499.064900,872772.404585,1396858.923497,340074.478899,0.021963,0.025540,0.018444,0.342095,0.243461,11.085014
85008202352,475.603000,527.908500,456.452100,40240.856241,109437.393274,7425.455919,0.066937,0.083558,0.050446,0.163971,0.000000,-99.000000
85001827630,464.822600,482.968800,500.808700,753286.316072,996617.693998,513062.638845,0.030984,0.034631,0.027357,0.334768,0.305257,9.851984
85000115602,476.275600,464.982700,527.631600,623427.529742,661840.675925,584455.481234,0.075563,0.077681,0.073502,1.009231,0.759225,10.047624
85008216168,504.865100,485.884100,490.097200,47105.958422,126619.200679,2907.764846,0.042541,0.061462,0.024082,0.387589,0.121903,2.865522
85004358156,525.157300,520.150800,545.309600,424053.056498,964369.184947,108302.860102,0.028899,0.034310,0.023400,0.290160,0.237723,8.226000
85004351840,468.805400,506.762100,508.284500,1027863.949210,2348674.231268,120683.782788,0.018385,0.023181,0.013564,0.251559,0.229768,12.497567
85007248077,491.669200,497.598900,480.026200,2786595.902280,5421205.984921,278245.591101,0.010498,0.013423,0.007615,0.216425,0.190602,18.156375
85003593495,526.671800,456.849500,495.731600,570497.222028,880438.102606,253950.973630,0.027258,0.032406,0.022166,0.244436,0.000000,-99.000000
85004222692,491.377000,497.953100,483.076100,138564.856501,216574.255236,61428.507894,0.043017,0.051789,0.034133,0.306482,0.223163,5.187753
85004584834,486.533200,547.095600,516.736800,665478.159880,1142035.840394,188263.055179,0.024009,0.029441,0.018469,0.211254,0.000000,-99.000000
85003107839,487.825700,516.257000,544.348600,423539.704845,622624.876239,228787.285920,0.025894,0.030160,0.021521,0.485364,0.215441,8.320154
85007262083,523.163800,489.898700,529.383400,495805.204257,1204879.746068,28720.174939,0.020845,0.030573,0.011274,0.236761,0.195377,9.372891
85005775518,493.559200,473.362000,470.090100,110619.215147,248234.465234,15461.385453,0.046017,0.058921,0.032741,0.261223,0.204281,4.439262
85006013518,502.233300,486.780500,511.477600,343968.980489,706407.743259,41139.548892,0.027446,0.035507,0.019346,0.208699,0.207523,7.561192
85005138459,518.448900,529.309200,469.696600,1257939.020313,2803696.143104,185999.735321,0.013864,0.016770,0.010903,0.440403,0.185626,13.388945
85006909263,492.105400,476.150300,505.368500,170837.990055,365136.602261,21355.496790,0.042795,0.058601,0.027323,0.151825,0.000000,-99.000000
85006377656,459.065800,534.408200,482.463500,410487.269009,1213173.553993,35236.386018,0.024727,0.033759,0.015695,0.174177,0.000000,-99.000000
85004269608,482.978200,488.493100,454.738600,499364.366606,1033867.794577,90390.047429,0.026523,0.033049,0.020044,0.219567,0.000000,-99.000000
85003778387,502.948000,474.475900,512.272300,173681.439873,317078.489179,36841.504298,0.038376,0.045643,0.030981,0.325541,0.236548,6.163900
85004634826,507.365500,475.815600,507.748800,1492590.091344,3200465.441396,272865.724515,0.016919,0.020892,0.012952,0.215790,0.000000,-99.000000
85007140507,537.992400,452.979900,474.928000,9019503.276812,22777644.751183,787872.278985,0.006910,0.009064,0.004809,0.169484,0.168414,24.373151
85000837210,488.289200,534.671000,507.802800,985704.255020,1154457.715218,812109.759663,0.035285,0.037650,0.032866,0.449118,0.418012,11.846878
85000067815,493.154100,451.816300,541.038800,540570.481707,567649.371597,513167.465340,0.102542,0.105062,0.100059,0.909523,0.885187,8.632463
85002056486,527.182900,511.464000,485.751700,219737.121901,307696.854468,134211.921712,0.048000,0.054834,0.041327,0.361856,0.298282,6.214257
85008507522,503.279900,494.524700,470.298400,343930.367328,1511994.258434,16924.460738,0.023487,0.036094,0.010796,0.160369,0.000000,-99.000000
85003992905,541.302900,530.123600,540.399000,489644.039662,1281963.681271,113947.725507,0.026594,0.031721,0.021388,0.282177,0.244046,9.176600
85000707586,471.015900,470.922600,456.202500,356242.319826,415384.112191,297840.919184,0.058089,0.062548,0.053521,0.494013,0.442311,7.614421
85001680920,453.411800,523.664800,515.012600,233225.695351,316801.506015,148942.595975,0.053560,0.060763,0.046161,0.297657,0.000000,-99.000000
85001328123,527.987600,464.991800,454.574300,559133.215775,701811.344546,414722.873522,0.036204,0.040055,0.032322,0.516389,0.348650,9.630179
85003452030,546.311800,506.015800,543.303300,1551872.459362,2628863.043693,469736.657695,0.018227,0.021324,0.015211,0.264716,0.258114,14.160972
85007648694,461.143700,463.254800,452.280200,760929.129174,2214147.783579,96764.271805,0.017790,0.022836,0.012877,0.213316,0.190367,10.700699
85008216573,489.215700,460.975100,479.584600,6328.983130,14877.622857,417.316447,0.101152,0.155763,0.047555,0.512687,0.107318,1.060965
85001064670,499.912100,519.651100,450.685300,1246135.962449,1633366.103760,849294.811930,0.031157,0.034166,0.028064,0.391572,0.379484,12.179555
85002825164,539.249500,518.574300,516.312900,401455.701999,553588.626334,250785.473989,0.032773,0.037676,0.027808,0.314998,0.270108,8.241819
85001625734,549.344400,520.350800,535.864000,238320.562431,307558.862315,167387.783035,0.060114,0.068367,0.051653,0.293822,0.000000,-99.000000
85007501970,465.385800,462.903200,529.743800,75411.556967,174341.344265,9284.975588,0.051883,0.070169,0.034016,0.175472,0.000000,-99.000000
85002543649,515.814300,451.258600,528.859700,1840927.667659,2494421.998062,1195863.138857,0.019508,0.022589,0.016416,0.235842,0.000000,-99.000000
85007387714,473.471700,479.665400,462.011700,668234.879116,924635.270318,419188.100413,0.018617,0.024674,0.012716,0.271528,0.181634,9.756500
85003507087,456.566100,458.138900,475.082100,603524.787652,1175402.555127,130776.524061,0.026475,0.031746,0.021297,0.213205,0.000000,-99.000000
85008679850,460.416500,483.513400,506.981400,436658.240681,1107117.584072,43549.543378,0.022568,0.029568,0.015643,0.229875,0.165925,7.352218
85005775225,533.949300,459.428000,475.614000,991220.253330,1734650.341338,247182.756355,0.017881,0.021854,0.013989,0.293621,0.216039,12.082209
85006799068,473.750700,486.113200,453.363900,820844.409569,1317292.106008,328458.387222,0.020701,0.026782,0.014631,0.176985,0.000000,-99.000000
85001906089,516.776100,502.189300,455.273000,1037700.888285,1343282.042123,734350.355674,0.027551,0.030610,0.024548,0.345110,0.337174,12.238164
85003991724,458.966900,479.286800,504.606500,653203.507227,1044311.496473,253177.185019,0.023472,0.028383,0.018661,0.267520,0.240906,10.263421
85005144214,494.443700,475.475600,509.003500,658194.385802,1985709.270383,98477.827553,0.020021,0.025023,0.014910,0.250783,0.224648,11.220390
85004635753,530.516800,500.668800,490.707700,355100.337205,1128237.114912,77931.471773,0.028616,0.034784,0.022424,0.262856,0.214234,7.486538
85006899049,539.774000,514.325100,482.680200,865356.965869,2297654.843166,74946.297946,0.016620,0.022213,0.011042,0.222383,0.182868,11.002875
85002684421,519.495400,491.047500,470.050500,3626960.617239,6247271.698474,1070205.146757,0.013328,0.015499,0.011207,0.427310,0.265438,19.915513
85008069326,478.484600,466.871100,469.044100,555109.888432,1195101.446396,39022.489683,0.020930,0.029785,0.011822,0.171652,0.000000,-99.000000
85001748110,468.932600,480.890500,514.304700,991605.765921,1280834.238990,700982.779836,0.027087,0.030540,0.023686,0.408414,0.314895,11.625317
85006798732,509.400000,475.934500,489.322300,1291749.731130,16101299.369330,127413.939635,0.014120,0.018652,0.009579,0.181902,0.000000,-99.000000
85002304244,515.611100,478.856800,474.364800,132344.025117,173863.483538,91372.971204,0.059350,0.067234,0.051445,0.383200,0.289969,4.885744
85003173077,460.791700,468.328700,463.438600,4902270.321619,8315766.637878,1505372.681750,0.011962,0.013700,0.010251,0.212261,0.000000,-99.000000
85000485797,539.541400,476.110600,517.865100,491106.915830,548945.371580,433713.771003,0.056827,0.059653,0.054024,0.537361,0.490196,8.626149
85004351944,506.195600,487.878400,527.282600,1451002.903991,2366174.135991,542102.677376,0.017339,0.021222,0.013470,0.261628,0.230005,13.264907
85007387770,481.638300,489.545000,507.496500,424774.007643,889518.936267,28663.013772,0.022565,0.032690,0.012313,0.209822,0.186688,8.273439
85006190555,490.961200,513.179100,503.545300,17844.884937,45728.689642,4861.494842,0.102986,0.123926,0.082551,0.209167,0.202723,1.968452
85006802760,549.090300,527.771500,536.999500,166270.107572,597530.446840,21163.832058,0.035916,0.047143,0.024363,0.213528,0.201846,5.619915
85002651624,498.384200,518.446500,509.028100,195803.442873,289812.457809,100089.422404,0.047974,0.057640,0.038577,0.298297,0.000000,-99.000000
85007140949,485.966900,474.887400,474.744600,397428.716115,1991703.500830,53320.951504,0.026132,0.033704,0.018568,0.151441,0.000000,-99.000000
85005767441,460.074300,527.104300,472.768700,648121.166069,2450609.804925,62310.358426,0.021487,0.029301,0.013773,0.181245,0.000000,-99.000000
85003748840,524.225300,467.521800,493.419000,580429.447434,967804.791803,195843.363153,0.023390,0.027658,0.019244,0.413278,0.234635,10.031500
85004536292,506.354400,469.772900,542.776700,547872.286609,1530856.421294,105811.785052,0.024869,0.030478,0.019324,0.268842,0.220576,8.869478
85006282807,460.116400,468.406000,536.530200,361833.000284,599980.319326,117651.378788,0.024344,0.033351,0.015489,0.350437,0.181380,7.450620
85003750058,543.129800,491.861000,525.968800,482906.499667,926637.101747,110230.437994,0.028992,0.034583,0.023386,0.244346,0.000000,-99.000000
85008221753,504.334500,506.262400,510.808200,768209.097280,2388969.339234,47133.180530,0.017581,0.025590,0.009661,0.168659,0.000000,-99.000000
85007129674,467.212300,507.657500,463.811400,83365.383907,320281.203415,4990.774640,0.043683,0.066586,0.020849,0.215950,0.189850,4.346089
85008521463,537.118500,463.923400,491.051000,408125.831383,1137513.560786,28925.482362,0.024069,0.034466,0.013458,0.208785,0.000000,-99.000000
85000293437,535.402000,458.793900,481.221900,604138.682035,652034.471672,555652.751258,0.056556,0.058707,0.054464,0.861264,0.547825,9.686486
85004634738,485.624700,504.625600,507.149200,92533.776581,161447.861801,25205.724989,0.054889,0.073181,0.036290,0.241405,0.226305,4.122957
85005621967,484.341600,477.983300,497.590400,807405.352279,2149793.612652,157034.398429,0.019386,0.023560,0.015318,0.210992,0.000000,-99.000000
85007027511,547.528200,514.952000,523.059700,979991.619552,1180773.408667,783314.017229,0.015324,0.018843,0.012704,0.339964,0.178536,11.650406
85007784516,542.353400,462.450000,489.890200,158530.059298,713318.025656,11363.571439,0.036337,0.053800,0.018401,0.215513,0.192413,5.295210
85001572924,482.011500,515.658900,458.105500,552198.989242,733006.208925,373848.206649,0.036141,0.040224,0.031949,0.367103,0.337471,9.337683
85006190554,489.533500,532.757300,513.942600,1010044.870674,3927789.643179,229623.209507,0.018723,0.022572,0.014798,0.221432,0.199539,10.657607
85005468181,479.572900,508.077500,486.741300,272242.044105,643397.496181,39392.553104,0.032222,0.042196,0.022490,0.241146,0.000000,-99.000000
85007633891,480.429200,537.313400,506.949800,332919.211144,3391004.404468,15019.651857,0.026828,0.044678,0.008591,0.164807,0.000000,-99.000000
85007633848,462.728900,509.222100,485.928600,428053.416286,930499.419777,34860.732284,0.020688,0.027999,0.013416,0.224577,0.171417,8.285707
85002001206,495.158200,470.716400,502.614400,1958379.212350,2768267.266857,1138359.194050,0.019592,0.022329,0.016781,0.331219,0.299896,15.307123
85004845896,545.547000,514.060900,487.866800,1333681.038605,2124498.631959,553293.155417,0.016088,0.019731,0.012528,0.251501,0.213847,13.292186
85002976232,535.749600,537.190000,485.494600,159770.192396,231012.073278,86708.988905,0.058147,0.070009,0.046392,0.219523,0.000000,-99.000000
85008052736,484.683900,500.673000,507.210700,258475.231741,617007.237431,40559.438040,0.028114,0.035499,0.020715,0.180920,0.000000,-99.000000
85001130510,503.393000,489.812900,472.714500,2035731.599015,2441645.297373,1629265.129907,0.023570,0.025549,0.021541,0.468132,0.368567,15.637048
85007925616,486.517200,476.729000,461.338100,159993.744304,323127.151104,13154.317967,0.034864,0.048034,0.021922,0.180866,0.000000,-99.000000
85002222101,477.749400,493.952800,453.098300,4054.061020,6332.853529,1837.730633,0.253511,0.296998,0.210140,0.534487,0.227234,0.896344
85003061421,469.743300,483.279800,494.235300,194651.510557,292945.486491,94971.882059,0.045034,0.052646,0.037545,0.285862,0.258917,5.749330
85000264853,491.768800,496.458100,478.832500,167006.095130,180391.383505,153372.130945,0.115469,0.120305,0.110641,0.664872,0.593973,5.143987
85002379106,472.869100,471.070000,454.438500,2056026.929095,2990460.826856,1107346.990519,0.017788,0.020350,0.015267,0.340337,0.286962,16.132372
85006296629,538.562900,530.446000,534.674600,3012575.369080,8858272.690683,352292.518326,0.010379,0.013161,0.007547,0.270995,0.200590,19.326741
85000082960,465.420800,529.396600,491.793200,460811.405826,484982.890290,435979.649434,0.106487,0.109084,0.103858,1.027467,0.837126,7.861262
85001956057,498.435200,545.990700,484.830900,113726.036108,146557.776320,80244.379441,0.066412,0.076131,0.056653,0.389292,0.307998,4.637701
85006599673,490.766300,501.312100,549.564100,1241180.506823,1981694.619909,481022.709977,0.015472,0.019195,0.011654,0.207651,0.189187,12.227749
85002899701,539.165100,506.968500,523.792700,908166.165819,1250150.841842,571011.341975,0.024200,0.027998,0.020493,0.298999,0.255103,10.541255
85008504680,535.945400,484.716200,538.524700,833037.961826,1356854.910508,319687.475022,0.017183,0.021539,0.012827,0.184527,0.180304,10.493341
85008199779,498.783400,501.100900,515.134900,888405.398313,1192108.252941,578457.562231,0.016894,0.023627,0.011208,0.164114,0.000000,-99.000000
85006100459,467.715300,524.118200,499.491100,1112061.382902,2183853.931451,181255.601315,0.016765,0.020633,0.012875,0.202936,0.000000,-99.000000
85007501797,465.051800,548.667000,500.687700,2158207.458493,11268861.671173,18907.653260,0.010174,0.021907,0.002508,0.207100,0.197374,19.400132
85006681785,539.662200,513.751800,483.346300,3157927.292630,5582902.828442,779941.243363,0.010613,0.012883,0.008359,0.246549,0.196206,18.486697
85000200070,468.919500,522.388500,489.049400,193078.416263,207297.664343,178828.662147,0.118471,0.123365,0.113534,0.745448,0.652838,5.510538
85002390982,533.410700,542.379900,472.587700,713745.130553,968593.942279,455482.525354,0.030466,0.034637,0.026270,0.323681,0.288119,9.457181
85002752101,513.352100,508.714600,454.333600,244062.136856,383537.900035,100706.702187,0.043898,0.051144,0.036633,0.301732,0.273672,6.234324
85006391686,542.327300,549.827100,501.084200,7403543.792104,15448943.810811,832955.529296,0.007867,0.009963,0.005819,0.202543,0.000000,-99.000000
85006203890,530.428800,512.207500,514.999700,1715577.417384,3988448.581708,100411.017973,0.014161,0.020494,0.007658,0.192841,0.000000,-99.000000
85008052765,493.944900,514.474200,507.206700,217434.091250,419818.458917,18467.314784,0.024169,0.030924,0.017224,0.303305,0.154232,6.381382
85004356671,477.841000,481.198200,455.914700,8893538.937697,13110948.531803,4771716.634326,0.007766,0.009116,0.006441,0.382869,0.210672,27.128617
85004351852,489.264900,522.568500,515.522900,357248.287457,800927.751814,65080.246797,0.030733,0.038463,0.023064,0.268496,0.230689,7.506212
85004063256,459.960700,521.436200,473.117600,1756202.568273,3271636.148879,392905.669434,0.015165,0.017820,0.012579,0.254606,0.231815,15.285976
85003102773,495.262500,516.228700,498.395400,757061.648368,1115124.994580,405053.874236,0.025391,0.029820,0.020906,0.276168,0.266888,10.511271
85006786834,491.776300,512.239000,522.758300,248982.791154,410480.959753,85062.730114,0.033480,0.045697,0.021029,0.162660,0.000000,-99.000000
85004957953,450.782600,464.307300,533.293800,178146.418001,344306.191288,33442.736519,0.037262,0.046055,0.028362,0.265204,0.219536,5.891677
85002136091,500.425900,524.545300,466.753700,1201791.795131,1681229.542567,726103.463835,0.024376,0.027387,0.021282,0.385847,0.283976,11.649791
85007261614,523.342600,464.818100,500.309700,2050062.881161,3298807.355873,777176.689719,0.013332,0.017464,0.009225,0.172783,0.000000,-99.000000
85008504324,451.495900,547.405200,499.346300,11815087.670100,39041835.242475,212578.235171,0.005349,0.008734,0.001934,0.180831,0.000000,-99.000000
85007909630,481.171200,470.206800,528.312100,284809.488478,734215.298853,29798.670513,0.027141,0.036877,0.017478,0.196218,0.185923,6.850374
85003341555,476.258700,509.658900,482.862900,1463986.926539,2424033.547000,489968.503340,0.017536,0.019911,0.015195,0.371969,0.250983,14.312463
85006296641,549.011200,491.541400,527.454300,254317.741936,806440.833033,31277.747823,0.030150,0.039265,0.020813,0.198418,0.000000,-99.000000
85000422798,492.256500,547.775100,507.204400,668224.313409,741971.831533,595382.859090,0.051765,0.054439,0.049098,0.556149,0.527162,10.183826
85004147240,547.795500,512.034300,543.415500,1439925.510725,3516387.102791,309401.906030,0.016397,0.019549,0.013316,0.232519,0.000000,-99.000000
85002575622,454.833600,462.826000,512.723200,582808.107478,967614.064150,197752.980770,0.031604,0.036735,0.026407,0.245510,0.000000,-99.000000
85006909229,467.122900,456.565500,480.352000,93100.260805,164395.348066,23076.498675,0.042391,0.068941,0.017107,0.259792,0.182930,4.315348
85006110166,541.338100,458.925900,487.411000,572492.725909,1561875.987500,83885.962384,0.021806,0.027660,0.016118,0.221583,0.198480,9.101951
85004308121,481.804700,454.194200,531.427900,145600.251895,270660.535098,27590.362869,0.046247,0.057348,0.035305,0.232201,0.000000,-99.000000
85006786759,467.189900,520.722500,485.425800,61134.445999,194965.029450,3966.372963,0.050898,0.080241,0.021689,0.275089,0.190051,3.733980
