8506803136,475.8873,493.8829,453.7012,159630,1.38400006E15,1.67599999E15,2.4626,11.88,487,505,464
8506855360,462.7756,456.0055,531.8629,65739,5.701E14,6.4730002E14,1.7919,4.184,473,466,544
8506830316,489.986,513.1569,496.5082,61037,5.29299992E14,5.968E14,1.743,7.775,501,525,508
8506839576,473.5716,456.9867,528.9821,55712,4.83100002E14,4.95100006E14,1.6389,6.523,484,467,541
8506841362,475.9835,542.3013,510.8414,45946,3.98399992E14,4.3520001E14,1.5693,7.329,487,555,523
8506849986,484.5948,542.092,515.5469,41406,3.59100001E14,3.62400012E14,1.4758,5.932,496,555,527
8506833774,491.7175,516.528,497.3903,33541,2.90900014E14,3.03100003E14,1.3908,7.153,503,528,509
8506802975,458.134,477.6797,452.0159,30850,2.67499992E14,2.76200002E14,1.3482,6.819,469,489,462
8506839984,507.079,540.4772,510.6101,28854,2.50199998E14,2.59E14,1.3194,4.978,519,553,522
8506812374,477.8942,482.068,456.9774,27935,2.42299993E14,2.54099996E14,1.3121,5.522,489,493,467
8506830620,460.3762,518.5359,491.7054,26883,2.33100005E14,2.58700007E14,1.3129,5.05,471,530,503
8506805406,477.1649,477.9094,455.2621,24299,2.10700006E14,2.13500006E14,1.2366,6.23,488,489,466
8506846326,494.9965,526.3807,509.1575,24224,2.10100002E14,2.10399996E14,1.2302,8.263,506,539,521
8506838582,462.9423,477.8179,505.9317,20214,1.75299996E14,1.81299998E14,1.1706,5.457,474,489,518
8506812367,487.3468,477.0538,463.4554,19755,1.71300006E14,1.87999996E14,1.1857,8.465,499,488,474
8506844422,484.3436,539.1828,511.6537,19402,1.68300005E14,1.71899993E14,1.1494,7.219,495,552,523
8506814507,476.6111,530.2595,468.1523,16915,1.46699993E14,1.56599994E14,1.1149,6.971,488,542,479
8506805566,475.1729,487.6408,455.305,15695,1.36099997E14,1.38E14,1.0683,6.301,486,499,466
8506834440,543.583,537.0795,507.0456,15469,1.34200003E14,1.36800002E14,1.0645,7.515,556,549,519
8506847194,491.7771,490.5508,517.0513,14687,1.27399996E14,1.30199996E14,1.047,4.847,503,502,529
8506833792,529.6417,537.6288,501.5678,14685,1.27399996E14,1.28400002E14,1.0433,10.5,542,550,513
8506806512,462.8588,477.9121,455.0807,14525,1.25999996E14,1.27399996E14,1.0415,6.227,473,489,466
8506816480,467.1842,453.1263,478.8074,14387,1.24799997E14,1.26399998E14,1.0359,5.715,478,464,490
8506845388,479.4172,453.9824,530.3477,13256,1.14999997E14,1.20300004E14,1.0167,7.065,490,464,543
8506830896,452.1989,541.5064,494.7734,12430,1.07799997E14,1.10200002E14,0.9936,7.834,463,554,506
8506859745,549.575,512.6226,545.3309,12262,1.06299996E14,1.23399997E14,1.0294,6.171,562,524,558
8506795584,455.1455,477.3203,450.6111,11982,1.03899998E14,1.16699999E14,1.011,11.39,466,488,461
8506814200,459.0205,522.5704,463.4848,11624,1.00799997E14,1.07699996E14,0.9836,6.4,470,535,474
8506849354,473.3705,460.4464,527.9326,11402,9.8880004E13,1.03000001E14,0.9668,5.875,484,471,540
8506859315,543.9543,545.6251,540.1448,11367,9.8580002E13,1.03499996E14,0.9717,8.734,557,558,553
8506809803,484.7841,461.3811,460.7262,10542,9.1419998E13,9.3259997E13,0.9383,11.11,496,472,471
8506824629,463.4406,506.7936,483.2555,10503,9.1079999E13,9.129E13,0.9307,8.239,474,518,494
8506823963,548.0829,512.1161,481.1106,10163,8.8140002E13,9.0190001E13,0.927,5.997,561,524,492
8506816089,456.7653,455.4529,476.3741,9744,8.45E13,8.7290001E13,0.9132,4.397,467,466,487
8506853370,457.5998,496.2944,532.2522,9684,8.3979999E13,8.5660002E13,0.9119,10.29,468,508,545
8506836647,450.7059,538.8671,497.0048,9651,8.3700004E13,9.5819999E13,0.9451,6.448,461,551,508
8506829557,549.1897,454.1025,501.7077,9563,8.2929997E13,8.3700004E13,0.9038,6.921,562,465,513
8506824994,490.4803,476.1094,480.1363,9547,8.2789999E13,8.8079998E13,0.9191,6.478,502,487,491
8506803713,464.4944,517.8569,452.5559,9469,8.2120001E13,8.2799999E13,0.8995,4.72,475,530,463
8506815759,505.9658,482.5356,465.1418,9442,8.1880003E13,8.4749998E13,0.91,5.7,518,494,476
8506831877,467.9688,464.0251,510.1911,8986,7.7930001E13,8.1350002E13,0.8939,6.207,479,475,522
8506847442,535.1765,495.7966,523.6245,8700,7.5450001E13,7.6810004E13,0.8794,7.745,548,507,536
8506827071,490.7929,500.0366,485.9778,8620,7.4749997E13,7.5179997E13,0.8723,10.09,502,512,497
8506846938,455.2616,498.4559,519.9245,8328,7.2220001E13,7.6879998E13,0.8702,7.004,466,510,532
