#OK
#SQL= select p.* from MDR1..FOFParticles f, MDR1..particles p where f.fofParticleId like '85005547989_%' and f.particleId = p.particleId order by f.fofParticleId asc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-08 17:20:34.248 CEST
#QUERYTIME 54 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
853893322052,85,505.6259,486.7855,456.7781,-369.8684,-61.5585,189.0371,483959010
853893322053,85,505.6487,486.7982,456.7904,-394.3143,0.9235,187.5474,483959010
853895419206,85,505.476,486.8342,456.7486,-624.5984,-75.7521,247.0884,483959010
853895419207,85,505.4801,486.7987,456.7839,-581.4195,-51.9357,-26.1683,483959010
853895419208,85,505.3921,486.883,456.8947,-720.2668,-64.9176,25.8966,483959010
853895419213,85,505.4013,486.7321,456.9062,-575.4687,-71.7277,98.0754,483959010
853895419214,85,505.4131,486.8473,456.7944,-668.2163,-106.3911,146.1701,483959010
853895419215,85,505.4675,486.8201,456.7801,-586.7585,18.7086,146.1746,483959010
853895419216,85,505.4615,486.817,456.7567,-592.4941,38.7446,151.4925,483959010
853895435585,85,505.426,486.8048,456.7348,-612.7283,-13.7673,38.6426,483959010
853895435593,85,505.378,486.679,456.9293,-696.176,-58.1159,26.4895,483959010
853896467782,85,505.4633,486.7923,456.7922,-620.5903,-9.655,55.5152,483959010
853896467783,85,505.4361,486.808,456.7941,-589.0257,37.4661,56.8254,483959010
853896467784,85,505.4469,486.7801,456.793,-583.8956,-45.5799,77.119,483959010
853896467788,85,505.5591,486.7851,456.9191,-396.3119,-33.5754,22.8696,483959010
853896467790,85,505.4468,486.78,456.793,-619.6201,36.0485,53.2705,483959010
853896467791,85,505.4526,486.7919,456.7941,-606.2781,-65.0699,60.4941,483959010
853896467792,85,505.4601,486.818,456.7627,-673.8734,36.3371,118.4745,483959010
853896467799,85,505.3634,486.7934,456.8601,-721.3079,-132.5782,4.7164,483959010
853896467800,85,505.38,486.772,456.8403,-695.2545,-146.4214,23.5268,483959010
853896484161,85,505.4523,486.814,456.7758,-576.321,-7.9597,20.5677,483959010
853896484162,85,505.2707,486.7257,456.8051,-599.9342,-141.4475,64.0214,483959010
