85007648695,473.394600,468.277300,453.553100,5.013038,5.629684,4.388720,2.374226,3.100324,1.658573,0.153905,0.120275,42,39,48
85007648699,481.868600,481.929600,457.465000,5.855105,6.723023,4.965618,3.719816,4.346583,3.108220,0.148966,0.121223,44,39,48
85007648701,487.342600,468.519400,458.209000,4.343632,5.178100,3.524077,1.595892,2.206010,1.000012,0.150027,0.113725,39,36,48
85007648707,485.809400,477.109300,462.646100,1.000020,1.612019,1.000020,1.000021,1.740156,1.000021,0.117075,0.082063,22,14,48
85007648708,488.833800,476.586100,467.096700,3.436876,4.027085,2.856601,1.842842,2.468769,1.220530,0.146675,0.108896,42,33,48
85007648709,496.985200,484.774900,464.061500,5.847926,6.687034,5.030205,4.479223,5.321588,3.652247,0.158260,0.113258,46,38,48
85007648714,494.933400,488.547900,512.749900,1.620520,2.370181,1.000024,1.000030,1.622279,1.000030,0.129509,0.094508,26,19,48
85007648724,475.988300,464.097300,470.099800,4.367219,5.019597,3.708941,1.323428,1.944248,1.000099,0.149966,0.113478,43,39,48
85007648733,451.359300,461.736200,494.057200,4.208977,4.936278,3.486841,1.327353,1.968063,1.000147,0.149385,0.113356,42,38,48
85007648737,474.100600,476.347700,494.800000,4.297805,5.034045,3.582295,2.307978,2.960037,1.640419,0.145286,0.104280,39,31,48
85007648738,468.490200,476.272900,500.289700,4.270931,4.925247,3.630900,2.762467,3.402263,2.115775,0.150228,0.111501,43,35,48
85007648739,487.368100,481.280000,475.571700,7.837731,8.930658,6.741256,5.696460,6.529030,4.840441,0.151474,0.114378,44,39,48
85007648742,483.607500,469.921400,499.386800,4.372893,5.049352,3.689990,2.889908,3.569444,2.217356,0.142125,0.118248,45,40,48
85007648743,479.157200,457.250700,507.773500,6.285708,7.379920,5.193648,3.155382,3.852877,2.470332,0.156961,0.111474,43,39,48
85007648744,488.439100,465.331300,486.143400,1.711086,2.380402,1.039555,1.000021,1.612020,1.000021,0.135374,0.097715,27,22,48
85007648753,492.269100,465.860300,510.672800,3.550399,4.208443,2.896137,1.573727,2.267231,1.000063,0.141191,0.102866,36,28,48
85007648755,495.796100,490.962100,518.122300,2.030310,2.955537,1.108936,1.321556,1.942946,1.000019,0.132099,0.099042,30,25,48
85007648759,500.004800,457.559100,474.601600,3.421919,4.092523,2.749300,2.266436,2.982597,1.563769,0.159902,0.111147,43,38,48
85007648761,498.049300,470.052200,473.523200,3.111730,3.800248,2.410883,3.186907,3.876575,2.501435,0.140298,0.103346,36,29,48
85007648762,482.927200,484.195700,473.323600,3.007482,3.742895,2.276456,2.565123,3.222870,1.913877,0.145530,0.114126,43,37,48
85007648766,479.376600,486.393900,474.671000,7.279748,8.418390,6.162272,5.161352,5.999541,4.302255,0.155551,0.115901,46,41,48
85007648767,489.106100,486.598100,517.118500,1.000000,1.757855,1.000000,6.535356,2751.435308,1.002088,0.116507,0.048904,19,2,48
85007648768,486.181900,488.112800,501.014900,5.303716,6.260094,4.359540,1.876637,2.584813,1.185687,0.150385,0.107871,40,37,48
85007648772,492.749700,489.652000,518.982800,4.204399,4.981478,3.423967,2.769712,3.402958,2.136563,0.148801,0.111609,41,34,48
85007648776,485.392400,493.235000,471.919400,6.560410,7.466925,5.635870,4.128312,5.240315,3.040810,0.138685,0.103938,37,31,48
85007648777,499.853200,492.442200,452.704800,6.194173,7.149857,5.257904,5.060368,6.592912,3.548283,0.149198,0.113044,38,33,48
85007648778,473.331200,489.535000,457.109700,5.424622,6.193953,4.634558,4.185420,4.989835,3.369242,0.133751,0.119655,45,44,48
85007648779,478.084200,489.438000,454.251600,5.470462,6.531051,4.398739,3.163734,3.802668,2.525788,0.145340,0.105600,31,27,48
85007648797,453.293300,491.222100,511.514200,8.388564,9.557753,7.207083,7.050388,8.922555,5.165052,0.139874,0.114031,46,43,48
85007648799,491.045700,493.421800,514.631900,4.660082,5.458265,3.849457,3.465866,4.161720,2.784548,0.145688,0.105697,37,29,48
85007653337,517.741800,495.546300,512.033800,1.715448,2.509072,1.000123,1.362398,1.972005,1.000005,0.152561,0.101278,43,27,48
85007653340,534.992100,538.169900,512.235100,2.763633,3.448050,2.092892,2.387682,2.998436,1.774513,0.137798,0.104160,40,30,48
85007653342,513.661900,543.664300,510.472800,7.667094,8.871840,6.457092,5.736976,6.504813,4.948358,0.165158,0.114802,45,40,48
85007653346,544.956600,515.251300,524.391300,11.723491,13.130509,10.298052,8.076929,9.451689,6.681322,0.147754,0.111561,43,38,48
85007653349,533.285000,549.557600,524.626100,5.864421,6.804496,4.929293,3.372708,4.070719,2.680173,0.142433,0.109550,40,35,48
85007653355,543.130100,545.937000,540.480300,1.000118,3502.414672,1.000118,1.000008,1.668487,1.000008,0.066748,0.243931,3,46,48
85007653356,511.601300,537.511000,534.666900,5.533183,6.213343,4.871537,3.457374,4.054471,2.872320,0.150890,0.119151,45,41,48
85007653364,509.376600,496.934100,514.360900,1.000011,1.659113,1.000011,1.000015,1.661844,1.000015,0.147230,0.093887,41,21,48
85007653393,514.112200,536.493300,507.421300,5.098545,5.802591,4.391010,4.265065,4.927126,3.584058,0.150450,0.116384,42,38,48
85007653394,544.579800,536.693300,506.938800,1.000013,1.894142,1.000013,1.196027,1.945190,1.000007,0.117308,0.099172,20,15,48
85007664606,459.624300,522.011000,548.987900,5.980091,6.756998,5.224280,3.496278,4.204664,2.768126,0.137656,0.108036,38,36,48
85007664607,484.816500,524.103900,548.633000,6.552415,7.622819,5.497368,5.558531,6.739700,4.348790,0.142264,0.106953,38,34,48
85007664608,452.466000,520.231400,546.878800,5.451863,6.618501,4.282763,3.213359,3.953203,2.487475,0.147691,0.112685,42,37,48
85007664612,484.836900,543.914100,547.534200,5.105435,5.794050,4.405488,3.037766,3.699209,2.391700,0.144271,0.105452,40,36,48
85007754924,502.195100,487.292400,455.963800,5.379436,6.173472,4.587682,3.873950,4.507220,3.223885,0.152295,0.113325,43,37,47
85007769151,458.368100,500.294700,493.054000,7.553106,8.930598,6.161732,8.342841,10.332613,6.348476,0.158565,0.103284,41,27,47
85007769160,477.789800,540.159100,480.311100,2.411991,3.063128,1.752772,1.313330,1.975317,1.000141,0.144932,0.117061,45,40,47
85007769161,469.715800,515.123200,481.583000,4.848520,5.563762,4.126585,3.036851,3.924469,2.134013,0.148402,0.111183,44,39,47
85007769162,461.663400,529.303700,483.431200,6.101901,6.901177,5.293062,5.046091,5.990594,4.075524,0.150905,0.104845,44,31,47
85007769163,459.670000,528.260400,486.229700,3.739363,79.423437,3.739363,1.000042,5.560847,1.000042,0.061607,0.065266,2,5,47
85007769164,459.848000,525.638500,486.042000,3.430482,4.016203,2.840197,2.677153,3.324790,2.019147,0.127436,0.104100,37,32,47
85007769165,468.594600,517.542200,483.282200,2.822303,3.595473,2.034719,1.675924,2.868086,1.000171,0.119604,0.091354,22,19,47
85007769166,469.204700,500.186200,476.302200,1.805382,2.422148,1.198172,1.805464,2.526115,1.104625,0.130087,0.130087,45,45,47
85007769167,464.514100,503.291100,482.786300,4.190319,4.784758,3.588056,3.488132,4.151791,2.842997,0.156765,0.115332,43,40,47
85007769169,491.789600,497.412300,483.087400,1.330795,1.936024,1.000026,1.000021,1.632909,1.000021,0.137678,0.115320,43,40,47
85007769170,493.506500,530.819900,479.880300,4.407449,5.030257,3.771067,1.680893,2.351623,1.000302,0.197221,0.127066,45,43,47
