#file,n_vir,m_vir,r_vir,r_s,delta_c
Halo_NR_00000.csv,36356,1.24122828e+05,2.23709130e+00,6.73203588e-01,4.82613320e+04
Halo_NR_00001.csv,35487,1.21156008e+05,2.21907711e+00,7.06581652e-01,4.13798086e+04
Halo_NR_00004.csv,26965,9.20613672e+04,2.02519512e+00,4.96317327e-01,7.38478203e+04
Halo_NR_00005.csv,26368,9.00231719e+04,2.01004171e+00,8.01613927e-01,2.65203105e+04
Halo_NR_00006.csv,25487,8.70153828e+04,1.98718548e+00,5.84779024e-01,4.96121758e+04
Halo_NR_00007.csv,24535,8.37651953e+04,1.96227944e+00,4.80629802e-01,7.69740469e+04
Halo_NR_00008.csv,24258,8.28195000e+04,1.95498109e+00,6.73053324e-01,3.61638789e+04
Halo_NR_00009.csv,24210,8.26556250e+04,1.95373178e+00,9.65329826e-01,1.64258008e+04
Halo_NR_00011.csv,23698,8.09076250e+04,1.93940020e+00,6.12203419e-01,4.38886016e+04
Halo_NR_00015.csv,22190,7.57592188e+04,1.89751995e+00,5.24908483e-01,5.96535859e+04
Halo_NR_00017.csv,21447,7.32225703e+04,1.87638044e+00,4.68447268e-01,7.06799297e+04
Halo_NR_00020.csv,20428,6.97436406e+04,1.84604025e+00,3.84107292e-01,1.06916469e+05
Halo_NR_00022.csv,19063,6.50834453e+04,1.80401552e+00,5.54062009e-01,4.59214336e+04
Halo_NR_00024.csv,18031,6.15601328e+04,1.77084947e+00,3.34237516e-01,1.34484750e+05
Halo_NR_00025.csv,17781,6.07066172e+04,1.76262426e+00,3.79005402e-01,9.89737031e+04
Halo_NR_00028.csv,16494,5.63127188e+04,1.71908033e+00,5.01443982e-01,5.04462148e+04
Halo_NR_00029.csv,16080,5.48992969e+04,1.70437586e+00,6.06328130e-01,3.38064492e+04
Halo_NR_00030.csv,16033,5.47388359e+04,1.70281529e+00,4.12267625e-01,7.48312500e+04
Halo_NR_00031.csv,15588,5.32195781e+04,1.68686175e+00,5.51622808e-01,3.95937070e+04
Halo_NR_00034.csv,15425,5.26630859e+04,1.68080282e+00,2.02854872e-01,3.78275375e+05
Halo_NR_00036.csv,15327,5.23285078e+04,1.67745364e+00,3.70355517e-01,9.40517812e+04
Halo_NR_00037.csv,15097,5.15432734e+04,1.66905737e+00,7.56733716e-01,2.03058125e+04
Halo_NR_00038.csv,15092,5.15262031e+04,1.66878927e+00,4.02531058e-01,7.84036016e+04
Halo_NR_00043.csv,14419,4.92285391e+04,1.64363086e+00,5.86528301e-01,3.26767051e+04
Halo_NR_00048.csv,13949,4.76239297e+04,1.62510145e+00,3.77023131e-01,8.33303672e+04
Halo_NR_00049.csv,13928,4.75522344e+04,1.62440181e+00,4.51753646e-01,5.80398047e+04
Halo_NR_00051.csv,13845,4.72688672e+04,1.62153840e+00,6.74915612e-01,2.44784023e+04
Halo_NR_00053.csv,13770,4.70128125e+04,1.61834180e+00,3.49188656e-01,1.00978961e+05
Halo_NR_00056.csv,13487,4.60466328e+04,1.60731077e+00,6.37873769e-01,2.80007891e+04
Halo_NR_00057.csv,13439,4.58827578e+04,1.60561812e+00,4.69323158e-01,5.09644883e+04
Halo_NR_00058.csv,13434,4.58656875e+04,1.60520697e+00,3.43068600e-01,1.00014023e+05
Halo_NR_00059.csv,13287,4.53638203e+04,1.59933281e+00,6.10362351e-01,2.91346641e+04
Halo_NR_00061.csv,13149,4.48926797e+04,1.59399343e+00,2.44398028e-01,2.15962141e+05
Halo_NR_00063.csv,12974,4.42952188e+04,1.58687866e+00,3.46089542e-01,9.63393281e+04
Halo_NR_00065.csv,12836,4.38240781e+04,1.58116400e+00,5.14759362e-01,4.10700977e+04
Halo_NR_00068.csv,12341,4.21341172e+04,1.56068087e+00,4.59566057e-01,4.94339883e+04
Halo_NR_00072.csv,12097,4.13010859e+04,1.55004823e+00,2.64809340e-01,1.73681047e+05
Halo_NR_00080.csv,11383,3.88634453e+04,1.51911771e+00,4.93945688e-01,4.02184492e+04
Halo_NR_00081.csv,11350,3.87507812e+04,1.51733196e+00,7.45265126e-01,1.79515371e+04
Halo_NR_00082.csv,11317,3.86381172e+04,1.51620483e+00,4.29910511e-01,5.34730117e+04
Halo_NR_00085.csv,10989,3.75183047e+04,1.50141466e+00,4.49301183e-01,4.70484336e+04
Halo_NR_00086.csv,10955,3.74022266e+04,1.49987829e+00,6.51159763e-01,2.22484922e+04
Halo_NR_00087.csv,10937,3.73407734e+04,1.49904788e+00,3.17804933e-01,1.02514414e+05
Halo_NR_00100.csv,10401,3.55108359e+04,1.47408736e+00,4.21705544e-01,5.37287109e+04
Halo_NR_00104.csv,10312,3.52069844e+04,1.46861196e+00,3.44322175e-01,8.51405703e+04
Halo_NR_00108.csv,10233,3.49372734e+04,1.46602666e+00,9.74164665e-01,9.53301367e+03
Halo_NR_00110.csv,10161,3.46914609e+04,1.46251786e+00,3.65606308e-01,6.98643203e+04
Halo_NR_00111.csv,10150,3.46539062e+04,1.46150422e+00,2.87201494e-01,1.24802250e+05
Halo_NR_00115.csv,10059,3.43432266e+04,1.45686150e+00,5.69030643e-01,2.78856543e+04
Halo_NR_00116.csv,9990,3.41076562e+04,1.45442665e+00,5.33248842e-01,3.09718281e+04
Halo_NR_00119.csv,9927,3.38925703e+04,1.45077455e+00,3.01503241e-01,1.09811414e+05
Halo_NR_00120.csv,9899,3.37969766e+04,1.44992161e+00,3.15188199e-01,9.52141953e+04
Halo_NR_00124.csv,9588,3.27352012e+04,1.43428290e+00,3.32120657e-01,8.46256875e+04
Halo_NR_00125.csv,9558,3.26327793e+04,1.43319368e+00,1.52345806e-01,5.22819625e+05
Halo_NR_00127.csv,9517,3.24928027e+04,1.43067217e+00,3.96075338e-01,5.64808828e+04
Halo_NR_00128.csv,9489,3.23972090e+04,1.42953324e+00,3.13362211e-01,9.56358359e+04
Halo_NR_00136.csv,9287,3.17075684e+04,1.41948974e+00,5.26442349e-01,3.06887383e+04
Halo_NR_00139.csv,9128,3.11647324e+04,1.41139233e+00,3.64799500e-01,6.64979297e+04
Halo_NR_00141.csv,9020,3.07960137e+04,1.40568078e+00,2.88290590e-01,1.11683719e+05
Halo_NR_00142.csv,8957,3.05809277e+04,1.40218270e+00,3.08519304e-01,9.32594766e+04
Halo_NR_00143.csv,8946,3.05433730e+04,1.40197217e+00,4.83338296e-01,3.49303398e+04
Halo_NR_00145.csv,8884,3.03317012e+04,1.39858210e+00,7.83311725e-01,1.32916230e+04
Halo_NR_00147.csv,8865,3.02668340e+04,1.39760959e+00,5.10732949e-01,3.27245840e+04
Halo_NR_00149.csv,8839,3.01780684e+04,1.39604771e+00,3.68020177e-01,6.25108633e+04
Halo_NR_00150.csv,8762,2.99151855e+04,1.39227998e+00,3.22632492e-01,8.20851719e+04
Halo_NR_00154.csv,8627,2.94542871e+04,1.38477921e+00,3.87288958e-01,5.49502578e+04
Halo_NR_00155.csv,8614,2.94099043e+04,1.38329720e+00,3.86449933e-01,5.61768945e+04
Halo_NR_00159.csv,8493,2.89968027e+04,1.37786150e+00,2.92409539e-01,9.99416250e+04
Halo_NR_00164.csv,8353,2.85188340e+04,1.37009227e+00,2.91947365e-01,9.92892969e+04
Halo_NR_00166.csv,8218,2.80579355e+04,1.36271477e+00,2.43360072e-01,1.49356141e+05
Halo_NR_00167.csv,8213,2.80408652e+04,1.36236191e+00,3.69382709e-01,5.95949922e+04
Halo_NR_00172.csv,8154,2.78394355e+04,1.35928071e+00,4.48616117e-01,3.88664062e+04
Halo_NR_00173.csv,8151,2.78291934e+04,1.35835624e+00,4.33188021e-01,4.36734883e+04
Halo_NR_00176.csv,8062,2.75253418e+04,1.35384524e+00,3.32959741e-01,7.39611875e+04
Halo_NR_00177.csv,8000,2.73136699e+04,1.35053563e+00,2.49662355e-01,1.39006672e+05
Halo_NR_00189.csv,7757,2.64840527e+04,1.33689296e+00,3.19944710e-01,7.66793125e+04
Halo_NR_00190.csv,7744,2.64396699e+04,1.33580816e+00,4.01343167e-01,4.73791250e+04
Halo_NR_00193.csv,7730,2.63918730e+04,1.33404791e+00,3.96078050e-01,5.07713320e+04
Halo_NR_00197.csv,7657,2.61426465e+04,1.33105409e+00,2.08387807e-01,2.03493688e+05
Halo_NR_00198.csv,7562,2.58183105e+04,1.32471108e+00,3.62099767e-01,6.02282227e+04
Halo_NR_00200.csv,7539,2.57397871e+04,1.32420266e+00,3.97023648e-01,4.65143203e+04
Halo_NR_00201.csv,7534,2.57227168e+04,1.32297134e+00,2.41781458e-01,1.43608344e+05
Halo_NR_00204.csv,7503,2.56168809e+04,1.32200122e+00,3.24861228e-01,7.38489922e+04
Halo_NR_00205.csv,7454,2.54495918e+04,1.31912589e+00,3.27503145e-01,7.01908438e+04
Halo_NR_00207.csv,7428,2.53608262e+04,1.31759655e+00,6.96721554e-01,1.51465801e+04
Halo_NR_00209.csv,7387,2.52208496e+04,1.31488347e+00,4.12025988e-01,4.36565469e+04
Halo_NR_00211.csv,7341,2.50638027e+04,1.31217134e+00,5.29447377e-01,2.61903711e+04
Halo_NR_00212.csv,7324,2.50057637e+04,1.31113899e+00,4.26729023e-01,3.98228203e+04
Halo_NR_00216.csv,7270,2.48214043e+04,1.30806458e+00,3.83187383e-01,5.04651445e+04
Halo_NR_00217.csv,7266,2.48077480e+04,1.30792320e+00,3.56947273e-01,5.71748516e+04
Halo_NR_00218.csv,7263,2.47975059e+04,1.30786693e+00,3.79670054e-01,5.24998008e+04
Halo_NR_00221.csv,7177,2.45038965e+04,1.30272412e+00,6.18520796e-01,1.84769531e+04
Halo_NR_00230.csv,6883,2.35001621e+04,1.28463030e+00,3.27324897e-01,6.74914453e+04
Halo_NR_00231.csv,6871,2.34591934e+04,1.28359807e+00,3.34715664e-01,6.51875781e+04
Halo_NR_00232.csv,6826,2.33055605e+04,1.28084826e+00,3.08870018e-01,7.66763281e+04
Halo_NR_00236.csv,6792,2.31894824e+04,1.27856851e+00,3.47469747e-01,5.91481133e+04
Halo_NR_00238.csv,6765,2.30973027e+04,1.27727580e+00,2.56560683e-01,1.15381133e+05
Halo_NR_00245.csv,6698,2.28685605e+04,1.27276087e+00,4.89558816e-01,2.79952852e+04
Halo_NR_00246.csv,6692,2.28480762e+04,1.27262056e+00,4.08893824e-01,4.11897578e+04
Halo_NR_00249.csv,6684,2.28207637e+04,1.27195215e+00,1.74619392e-01,2.85878156e+05
Halo_NR_00251.csv,6665,2.27558965e+04,1.27062166e+00,1.55187905e-01,3.74891688e+05
Halo_NR_00252.csv,6662,2.27456543e+04,1.26931930e+00,2.12326884e-01,1.75321594e+05
Halo_NR_00254.csv,6631,2.26398184e+04,1.26835692e+00,4.10439610e-01,4.07769453e+04
Halo_NR_00257.csv,6591,2.25032559e+04,1.26613772e+00,2.96756089e-01,8.24669844e+04
Halo_NR_00258.csv,6584,2.24793574e+04,1.26561487e+00,3.22640628e-01,6.73711016e+04
Halo_NR_00260.csv,6549,2.23598652e+04,1.26308918e+00,5.45089960e-01,2.23972871e+04
Halo_NR_00264.csv,6526,2.22813418e+04,1.26201487e+00,3.89571458e-01,4.41538516e+04
Halo_NR_00266.csv,6513,2.22369590e+04,1.26004994e+00,2.06135705e-01,1.83945016e+05
Halo_NR_00267.csv,6508,2.22198887e+04,1.26065361e+00,3.13604206e-01,7.21894297e+04
Halo_NR_00269.csv,6484,2.21379512e+04,1.25902796e+00,3.89149040e-01,4.47920469e+04
Halo_NR_00272.csv,6450,2.20218730e+04,1.25668275e+00,4.05692041e-01,4.12321055e+04
Halo_NR_00274.csv,6445,2.20048027e+04,1.25634003e+00,2.28505462e-01,1.45528219e+05
Halo_NR_00277.csv,6399,2.18477559e+04,1.25329661e+00,2.13789761e-01,1.65519719e+05
Halo_NR_00279.csv,6385,2.17999590e+04,1.25286627e+00,6.21561944e-01,1.74017500e+04
Halo_NR_00280.csv,6374,2.17624043e+04,1.25221443e+00,2.08283141e-01,1.76286719e+05
Halo_NR_00281.csv,6361,2.17180215e+04,1.25129306e+00,3.56735706e-01,5.34773086e+04
Halo_NR_00284.csv,6327,2.16019434e+04,1.24891829e+00,2.61563450e-01,1.04315422e+05
Halo_NR_00287.csv,6315,2.15609746e+04,1.24780416e+00,7.19686806e-01,1.25071309e+04
Halo_NR_00288.csv,6310,2.15439043e+04,1.24782395e+00,3.08600754e-01,7.28985547e+04
Halo_NR_00290.csv,6284,2.14551387e+04,1.24611902e+00,2.50900418e-01,1.21688133e+05
Halo_NR_00291.csv,6276,2.14278262e+04,1.24570262e+00,4.21118408e-01,3.70119297e+04
Halo_NR_00292.csv,6255,2.13561309e+04,1.24410617e+00,2.66429096e-01,1.01469422e+05
Halo_NR_00294.csv,6199,2.11649434e+04,1.24000287e+00,2.84099460e-01,8.59606016e+04
Halo_NR_00296.csv,6185,2.11171465e+04,1.23963058e+00,2.23514527e-01,1.53115719e+05
Halo_NR_00299.csv,6160,2.10317949e+04,1.23737979e+00,3.74307781e-01,4.74198594e+04
Halo_NR_00303.csv,6138,2.09566855e+04,1.23647189e+00,3.38728637e-01,5.82505156e+04
Halo_NR_00304.csv,6132,2.09362012e+04,1.23604023e+00,3.93689245e-01,4.20722930e+04
Halo_NR_00307.csv,6105,2.08440215e+04,1.23402393e+00,9.38434362e-01,7.70308203e+03
Halo_NR_00312.csv,6045,2.06391777e+04,1.23015821e+00,3.38437319e-01,5.70152812e+04
Halo_NR_00315.csv,6020,2.05538262e+04,1.22837818e+00,4.85587656e-01,2.70264043e+04
Halo_NR_00316.csv,6019,2.05504121e+04,1.22832000e+00,4.90613401e-01,2.62742715e+04
Halo_NR_00321.csv,5970,2.03831230e+04,1.22507381e+00,1.92934826e-01,2.04903688e+05
Halo_NR_00324.csv,5959,2.03455684e+04,1.22428262e+00,5.60998976e-01,1.97850098e+04
Halo_NR_00326.csv,5949,2.03114277e+04,1.22282457e+00,2.82583416e-01,8.38939531e+04
Halo_NR_00327.csv,5942,2.02875293e+04,1.22319090e+00,1.99376687e-01,1.85450359e+05
Halo_NR_00329.csv,5919,2.02090059e+04,1.22110319e+00,1.70488879e-01,2.66691031e+05
Halo_NR_00331.csv,5907,2.01680371e+04,1.21900547e+00,2.07196474e-01,1.74000547e+05
Halo_NR_00336.csv,5844,1.99529512e+04,1.21629250e+00,4.33249056e-01,3.33417773e+04
Halo_NR_00339.csv,5810,1.98368730e+04,1.21399975e+00,5.37266552e-01,2.14116738e+04
Halo_NR_00345.csv,5756,1.96525137e+04,1.21013319e+00,2.31846213e-01,1.27368906e+05
Halo_NR_00346.csv,5749,1.96286152e+04,1.20943904e+00,3.64029199e-01,4.71202461e+04
Halo_NR_00348.csv,5738,1.95910605e+04,1.20886040e+00,3.51565599e-01,5.05480234e+04
Halo_NR_00352.csv,5724,1.95432637e+04,1.20751286e+00,3.17500591e-01,6.34798477e+04
Halo_NR_00357.csv,5630,1.92223418e+04,1.20099843e+00,5.02460659e-01,2.37880566e+04
Halo_NR_00358.csv,5629,1.92189277e+04,1.20068157e+00,4.75994051e-01,2.66402227e+04
Halo_NR_00361.csv,5605,1.91369902e+04,1.19955659e+00,1.61316544e-01,2.99147812e+05
Halo_NR_00364.csv,5595,1.91028496e+04,1.19880855e+00,3.15515488e-01,5.82700195e+04
Halo_NR_00366.csv,5572,1.90243262e+04,1.19679403e+00,6.20156884e-01,1.62061426e+04
Halo_NR_00369.csv,5556,1.89697012e+04,1.19537711e+00,2.35749841e-01,1.22745414e+05
Halo_NR_00371.csv,5553,1.89594590e+04,1.19575167e+00,2.01010436e-01,1.80632000e+05
Halo_NR_00372.csv,5552,1.89560449e+04,1.19544101e+00,3.58243644e-01,4.75674141e+04
Halo_NR_00373.csv,5548,1.89423887e+04,1.19537139e+00,2.75104254e-01,8.54572031e+04
Halo_NR_00375.csv,5544,1.89287324e+04,1.19523799e+00,2.37848610e-01,1.22003867e+05
Halo_NR_00376.csv,5530,1.88809355e+04,1.19336677e+00,5.16268492e-01,2.25443984e+04
Halo_NR_00378.csv,5521,1.88502090e+04,1.19336927e+00,2.52172202e-01,1.02831750e+05
Halo_NR_00379.csv,5515,1.88297246e+04,1.19305229e+00,4.34332490e-01,3.16843730e+04
Halo_NR_00387.csv,5450,1.86078105e+04,1.18850446e+00,3.20912987e-01,6.00719336e+04
Halo_NR_00390.csv,5422,1.85122168e+04,1.18621027e+00,5.03953099e-01,2.32994746e+04
Halo_NR_00392.csv,5403,1.84473496e+04,1.18473589e+00,2.16488928e-01,1.48115484e+05
Halo_NR_00396.csv,5377,1.83585840e+04,1.18289828e+00,1.69521704e-01,2.52391969e+05
Halo_NR_00398.csv,5365,1.83176152e+04,1.18211937e+00,2.93658018e-01,7.04259922e+04
Halo_NR_00399.csv,5354,1.82800605e+04,1.18084943e+00,2.60627508e-01,9.35006250e+04
Halo_NR_00404.csv,5329,1.81947090e+04,1.17953742e+00,1.82623461e-01,2.09199438e+05
Halo_NR_00406.csv,5318,1.81571543e+04,1.17845201e+00,2.38678187e-01,1.12631477e+05
Halo_NR_00409.csv,5292,1.80683887e+04,1.17676020e+00,2.22509950e-01,1.32150453e+05
Halo_NR_00412.csv,5279,1.80240059e+04,1.17582428e+00,2.60934532e-01,9.24933203e+04
Halo_NR_00415.csv,5225,1.78396465e+04,1.17180192e+00,2.38368660e-01,1.11842242e+05
Halo_NR_00416.csv,5222,1.78294043e+04,1.17103255e+00,3.11688125e-01,6.12245664e+04
Halo_NR_00419.csv,5212,1.77952637e+04,1.17084479e+00,4.05023813e-01,3.45789648e+04
Halo_NR_00421.csv,5182,1.76928418e+04,1.16856921e+00,3.00291002e-01,6.65772500e+04
Halo_NR_00422.csv,5182,1.76928418e+04,1.16867983e+00,2.76238918e-01,8.04261484e+04
Halo_NR_00428.csv,5154,1.75972480e+04,1.16643798e+00,3.06345612e-01,6.22474727e+04
Halo_NR_00430.csv,5136,1.75357949e+04,1.16514552e+00,3.84221852e-01,3.95992344e+04
Halo_NR_00432.csv,5134,1.75289668e+04,1.16472268e+00,4.29415256e-01,3.12585977e+04
Halo_NR_00433.csv,5132,1.75221387e+04,1.16471863e+00,3.18650723e-01,5.73785547e+04
Halo_NR_00435.csv,5097,1.74026465e+04,1.16208434e+00,4.14065808e-01,3.28046992e+04
Halo_NR_00438.csv,5091,1.73821621e+04,1.16156459e+00,2.63087451e-01,8.92264609e+04
Halo_NR_00439.csv,5091,1.73821621e+04,1.16175377e+00,2.92020619e-01,7.08449062e+04
Halo_NR_00441.csv,5088,1.73719199e+04,1.16145241e+00,4.81886089e-01,2.45582480e+04
Halo_NR_00442.csv,5075,1.73275371e+04,1.16041660e+00,4.25567180e-01,3.10507422e+04
Halo_NR_00444.csv,5069,1.73070527e+04,1.16002476e+00,2.15660781e-01,1.37461000e+05
Halo_NR_00445.csv,5054,1.72558418e+04,1.15849972e+00,3.74251038e-01,4.00190156e+04
Halo_NR_00448.csv,5031,1.71773184e+04,1.15725315e+00,5.79411328e-01,1.64972617e+04
Halo_NR_00449.csv,5023,1.71500059e+04,1.15588713e+00,3.75287145e-01,4.10694414e+04
Halo_NR_00453.csv,5007,1.70953809e+04,1.15482998e+00,3.58606696e-01,4.47776797e+04
Halo_NR_00455.csv,5004,1.70851387e+04,1.15517259e+00,3.18230391e-01,5.71631484e+04
Halo_NR_00457.csv,4998,1.70646543e+04,1.15333402e+00,3.70222270e-01,4.26692812e+04
Halo_NR_00458.csv,4996,1.70578262e+04,1.15440798e+00,3.63358825e-01,4.27820312e+04
Halo_NR_00462.csv,4961,1.69383340e+04,1.15126753e+00,2.04774395e-01,1.56882547e+05
Halo_NR_00463.csv,4957,1.69246777e+04,1.15138602e+00,3.01763624e-01,6.49781445e+04
Halo_NR_00464.csv,4954,1.69144355e+04,1.15076506e+00,3.41339231e-01,5.04470859e+04
Halo_NR_00468.csv,4918,1.67915293e+04,1.14796317e+00,3.99709851e-01,3.57316992e+04
Halo_NR_00470.csv,4893,1.67061777e+04,1.14634991e+00,2.49630496e-01,9.68409141e+04
Halo_NR_00471.csv,4890,1.66959355e+04,1.14573121e+00,2.18169212e-01,1.31310531e+05
Halo_NR_00472.csv,4869,1.66242402e+04,1.14445186e+00,2.58624524e-01,8.98284062e+04
Halo_NR_00476.csv,4851,1.65627871e+04,1.14322162e+00,5.77369690e-01,1.62218730e+04
Halo_NR_00479.csv,4827,1.64808496e+04,1.14110351e+00,2.41684765e-01,1.01639195e+05
Halo_NR_00482.csv,4822,1.64637793e+04,1.14091730e+00,2.32812703e-01,1.10549508e+05
Halo_NR_00483.csv,4819,1.64535371e+04,1.14075744e+00,2.72177577e-01,7.71217891e+04
Halo_NR_00485.csv,4782,1.63272168e+04,1.13741612e+00,1.93240911e-01,1.70814688e+05
Halo_NR_00488.csv,4769,1.62828340e+04,1.13676262e+00,1.24126703e-01,4.79475938e+05
Halo_NR_00489.csv,4764,1.62657637e+04,1.13593793e+00,5.16887546e-01,2.05152285e+04
Halo_NR_00496.csv,4728,1.61428574e+04,1.13351035e+00,5.40930808e-01,1.83239277e+04
Halo_NR_00499.csv,4701,1.60506777e+04,1.13122261e+00,2.85627782e-01,6.91250312e+04
Halo_NR_00501.csv,4694,1.60267793e+04,1.13020110e+00,3.82661432e-01,3.70034180e+04
Halo_NR_00503.csv,4675,1.59619121e+04,1.12767959e+00,2.70515889e-01,7.92829219e+04
Halo_NR_00505.csv,4668,1.59380137e+04,1.12853205e+00,3.89204621e-01,3.54866484e+04
Halo_NR_00507.csv,4664,1.59243574e+04,1.12821341e+00,3.24940711e-01,5.31339648e+04
Halo_NR_00511.csv,4652,1.58833887e+04,1.12628400e+00,2.83775330e-01,7.02209688e+04
Halo_NR_00513.csv,4647,1.58663184e+04,1.12695789e+00,3.26223403e-01,5.11404180e+04
Halo_NR_00514.csv,4646,1.58629043e+04,1.12677503e+00,3.19182038e-01,5.30501484e+04
Halo_NR_00515.csv,4638,1.58355918e+04,1.12539017e+00,3.23106021e-01,5.29364023e+04
Halo_NR_00516.csv,4635,1.58253496e+04,1.12595499e+00,2.33379215e-01,1.08352695e+05
Halo_NR_00517.csv,4632,1.58151074e+04,1.12579346e+00,4.43561882e-01,2.68239668e+04
Halo_NR_00520.csv,4608,1.57331699e+04,1.12368619e+00,1.79900482e-01,1.91581906e+05
Halo_NR_00521.csv,4606,1.57263418e+04,1.12356400e+00,3.45890671e-01,4.47930703e+04
Halo_NR_00522.csv,4591,1.56751309e+04,1.12246394e+00,2.38979369e-01,1.01542203e+05
Halo_NR_00526.csv,4582,1.56444043e+04,1.12157238e+00,2.27219477e-01,1.12973594e+05
Halo_NR_00532.csv,4551,1.55385684e+04,1.11908805e+00,2.95281708e-01,6.33639922e+04
Halo_NR_00534.csv,4543,1.55112559e+04,1.11704350e+00,2.04338044e-01,1.43132672e+05
Halo_NR_00536.csv,4531,1.54702871e+04,1.11756158e+00,1.52335078e-01,2.87494094e+05
Halo_NR_00537.csv,4530,1.54668730e+04,1.11689079e+00,3.90295267e-01,3.40675352e+04
Halo_NR_00540.csv,4517,1.54224902e+04,1.11572278e+00,3.43042314e-01,4.53536289e+04
Halo_NR_00541.csv,4513,1.54088340e+04,1.11597633e+00,2.85341620e-01,6.93871406e+04
Halo_NR_00542.csv,4512,1.54054199e+04,1.11575377e+00,5.45687139e-01,1.71460898e+04
Halo_NR_00546.csv,4492,1.53371387e+04,1.11435640e+00,3.55931580e-01,4.28235117e+04
Halo_NR_00548.csv,4489,1.53268965e+04,1.11393011e+00,2.28030100e-01,1.08048102e+05
Halo_NR_00549.csv,4486,1.53166543e+04,1.11330414e+00,5.52771688e-01,1.71426074e+04
Halo_NR_00550.csv,4485,1.53132402e+04,1.11346459e+00,2.13106453e-01,1.27748609e+05
Halo_NR_00551.csv,4481,1.52995840e+04,1.11313665e+00,3.16490382e-01,5.41058867e+04
Halo_NR_00552.csv,4473,1.52722715e+04,1.11260617e+00,2.42048770e-01,9.61749844e+04
Halo_NR_00553.csv,4473,1.52722715e+04,1.11272752e+00,5.58597982e-01,1.62511035e+04
Halo_NR_00556.csv,4449,1.51903340e+04,1.11064100e+00,2.49471635e-01,9.05247734e+04
Halo_NR_00557.csv,4437,1.51493652e+04,1.10936010e+00,2.76403904e-01,7.07638203e+04
Halo_NR_00558.csv,4434,1.51391230e+04,1.10934556e+00,3.64281476e-01,3.92162812e+04
Halo_NR_00559.csv,4433,1.51357090e+04,1.10840905e+00,4.51434642e-01,2.52495859e+04
Halo_NR_00560.csv,4430,1.51254668e+04,1.10917056e+00,2.39291131e-01,9.92671797e+04
Halo_NR_00564.csv,4410,1.50571855e+04,1.10736716e+00,2.37949297e-01,9.83751953e+04
Halo_NR_00566.csv,4406,1.50435293e+04,1.10693431e+00,2.78881937e-01,7.02216953e+04
Halo_NR_00567.csv,4405,1.50401152e+04,1.10681748e+00,2.17009336e-01,1.20267477e+05
Halo_NR_00568.csv,4403,1.50332871e+04,1.10650849e+00,2.92052686e-01,6.22250586e+04
Halo_NR_00570.csv,4397,1.50128027e+04,1.10624623e+00,2.79499352e-01,6.98825156e+04
Halo_NR_00576.csv,4384,1.49684199e+04,1.10474288e+00,2.34926909e-01,1.01641531e+05
Halo_NR_00578.csv,4365,1.49035527e+04,1.10352397e+00,2.79218823e-01,6.95134375e+04
Halo_NR_00580.csv,4364,1.49001387e+04,1.10360241e+00,2.61895925e-01,8.03123438e+04
Halo_NR_00581.csv,4350,1.48523418e+04,1.10219920e+00,1.76340848e-01,1.96111797e+05
Halo_NR_00582.csv,4350,1.48523418e+04,1.10238469e+00,4.32605743e-01,2.74171152e+04
Halo_NR_00586.csv,4327,1.47738184e+04,1.09920740e+00,2.38451347e-01,9.67214531e+04
Halo_NR_00588.csv,4322,1.47567480e+04,1.09945726e+00,2.28981853e-01,1.05264500e+05
Halo_NR_00589.csv,4315,1.47328496e+04,1.09881556e+00,3.15096676e-01,5.42244531e+04
Halo_NR_00590.csv,4309,1.47123652e+04,1.09805942e+00,2.95484245e-01,6.05993672e+04
Halo_NR_00593.csv,4287,1.46372559e+04,1.09676993e+00,4.36457425e-01,2.61612051e+04
Halo_NR_00596.csv,4276,1.45997012e+04,1.09618533e+00,3.26641589e-01,4.84027500e+04
Halo_NR_00597.csv,4269,1.45758027e+04,1.09529316e+00,2.17644870e-01,1.18430469e+05
Halo_NR_00598.csv,4264,1.45587324e+04,1.09458244e+00,3.62161636e-01,3.89872031e+04
Halo_NR_00600.csv,4258,1.45382480e+04,1.09465921e+00,2.91142017e-01,6.17267109e+04
Halo_NR_00602.csv,4250,1.45109355e+04,1.09385419e+00,1.61265105e-01,2.32493688e+05
Halo_NR_00611.csv,4210,1.43743730e+04,1.08922124e+00,2.31927693e-01,1.04444844e+05
Halo_NR_00612.csv,4205,1.43573027e+04,1.08880496e+00,2.60411233e-01,7.95466641e+04
Halo_NR_00614.csv,4198,1.43334043e+04,1.08886290e+00,1.87022060e-01,1.65529797e+05
Halo_NR_00615.csv,4198,1.43334043e+04,1.08906555e+00,3.66032630e-01,3.73577773e+04
Halo_NR_00617.csv,4187,1.42958496e+04,1.08843553e+00,2.99473494e-01,5.69896367e+04
Halo_NR_00620.csv,4171,1.42412246e+04,1.08704352e+00,1.35370523e-01,3.58053125e+05
Halo_NR_00621.csv,4165,1.42207402e+04,1.08568764e+00,3.80900323e-01,3.52446445e+04
Halo_NR_00628.csv,4143,1.41456309e+04,1.08312976e+00,1.89247519e-01,1.62950406e+05
Halo_NR_00629.csv,4141,1.41388027e+04,1.08442628e+00,5.12243986e-01,1.86256992e+04
Halo_NR_00632.csv,4125,1.40841777e+04,1.08209145e+00,2.10754335e-01,1.26019227e+05
Halo_NR_00637.csv,4089,1.39612715e+04,1.07943487e+00,2.43427262e-01,9.04742969e+04
