85008127041,415.894700,499.558900,858.536500,4.372950,5.041823,3.704496,0.114979,39,45,0.152761,0.194444,0.232431
85004460397,353.399200,433.145200,881.855600,4.647033,5.289798,4.005003,0.133945,66,88,0.486748,0.857003,1.008915
85001475746,348.563900,515.089100,912.083100,8.505842,8.917122,8.101779,0.204458,231,287,5.498979,4.739740,2.941679
85007965732,365.916600,488.071000,878.707900,5.934749,6.883540,4.976346,0.101732,33,46,0.077586,0.781969,0.757923
85005290836,373.626100,426.070300,855.428400,8.780890,9.697149,7.854124,0.132160,66,73,0.348066,0.286238,0.259376
85001764037,339.309600,462.819300,909.555100,5.516710,5.928174,5.098306,0.200204,220,238,1.576853,2.083186,2.484951
85010474594,414.682300,511.612800,851.221300,2.336983,3.281116,1.389503,0.082480,17,31,0.096542,0.320393,0.347827
85012143785,410.580200,445.805800,870.273100,1.000015,2.045237,1.000015,0.231536,23,23,0.176244,0.417049,0.361782
85010639959,379.055800,494.853900,886.256800,8.165115,9.730202,6.553447,0.156707,30,30,0.041795,0.069362,0.065693
85010640384,374.722800,438.025100,860.436200,6.247496,21.036084,1.423720,0.068235,9,30,0.163933,0.462960,0.421181
85006731904,387.551900,471.723700,874.334800,11.235884,13.281143,9.184652,0.133310,46,56,0.144368,0.573330,0.549643
85005961008,387.610900,467.278500,849.806400,2.105259,2.770198,1.432890,0.119232,44,64,0.292960,0.797028,0.764773
85000474583,360.174200,420.797900,866.271700,2.195107,2.764341,1.612420,0.297623,702,905,21.420241,41.558408,39.127218
85007687139,369.574100,445.544800,883.034700,3.947098,4.600240,3.291358,0.115674,39,48,0.135901,0.254337,0.236065
85012120714,343.862800,426.081200,874.618100,1.551003,2.179768,1.000092,0.241349,23,23,0.428886,0.226733,0.272542
85012143829,414.368300,461.224900,890.912000,4.350396,80.496773,1.000276,0.055483,6,23,0.108161,0.364613,0.400718
85007823135,420.815800,449.226000,827.681900,7.069024,8.576041,5.528493,0.105002,33,47,0.132502,0.389235,0.421859
