85001193037,338.824900,478.633100,835.189900,5.815802,6.211824,5.422789,0.223782,299,358,4.492217,8.068390,6.896076
85002777670,414.469500,471.285900,887.642900,6.570374,7.204286,5.951451,0.157965,108,147,1.205070,1.954439,1.808053
85001853798,378.847300,446.763600,903.694800,6.453333,6.927962,5.979251,0.177258,152,226,5.516169,4.313092,2.396820
85011899213,396.146400,458.821900,874.965700,1.000036,1.741094,1.000036,0.205504,24,24,0.138485,0.326411,0.284843
85004928288,358.489300,498.008300,914.134300,3.705786,4.339561,3.058028,0.136197,68,79,0.377453,0.464224,0.485575
85003725693,381.487800,473.216000,847.908400,2.810189,3.447254,2.175472,0.136403,69,107,0.845180,1.299854,1.537415
85012405128,390.838900,465.957500,868.811300,2.423373,4.275656,1.000041,0.061561,8,22,0.074873,0.153139,0.149951
85012968758,358.925800,488.147900,866.437900,1.187584,1.806677,1.000005,0.160144,20,20,0.110584,0.149671,0.173629
85001976921,343.039500,445.962600,900.623400,6.849703,7.383434,6.308242,0.186009,173,211,2.096792,2.835388,2.694927
85005161993,369.314100,451.479800,882.700800,1.667082,2.379942,1.000062,0.119834,42,75,0.538855,1.083600,1.002356
85001117536,421.021000,462.108200,918.600800,5.709206,6.127406,5.292596,0.223263,296,383,6.120977,8.035363,9.434097
85001976922,365.289000,445.013200,894.241000,2.880197,3.491391,2.263098,0.171308,134,211,4.651064,3.387762,3.523734
85005805666,391.293900,459.653000,859.860500,9.889779,11.194369,8.587282,0.126760,55,66,0.203789,0.463500,0.528771
85012634745,376.455700,470.488800,857.457900,1.000199,347.449174,1.000199,0.054683,6,21,0.194380,0.154945,0.124362
85012998167,427.732500,460.170100,901.488500,2.054902,3.148207,1.000002,0.186626,20,20,0.081837,0.220759,0.203662
85001268326,349.931800,484.092000,893.093100,6.706937,7.069217,6.354904,0.220770,286,336,4.712707,5.509489,6.174461
85009068469,386.848200,461.198800,864.806500,3.221103,4.177953,2.287460,0.106966,27,39,0.262930,0.129516,0.201389
85010107430,403.697500,444.995200,889.486700,5.144925,6.199014,4.079481,0.102270,27,33,0.161013,0.099613,0.121819
85011431758,360.753700,443.259500,837.458000,1.000007,2.063859,1.000007,0.083456,17,26,0.131159,0.099148,0.086640
85001092514,379.144300,438.735200,877.403600,4.229313,4.712110,3.758327,0.228672,323,392,8.434446,7.335176,5.354763
85000631485,429.670600,430.110500,871.810400,8.477536,8.919941,8.035684,0.211073,245,683,10.933496,90.180600,94.441729
85004460351,346.917700,455.272600,841.498900,9.154960,10.105988,8.207557,0.135716,70,88,0.567867,0.642906,0.752437
85006135670,376.215600,467.507300,871.048500,7.333184,14411.889204,1.000182,0.049594,5,62,1.087742,2.096282,2.643261
